MTR_IDENT	ORIG_ACT	SCH_ACT	ICAO_REGION	CTRY	LOC_HDATUM	WGS_DATUM	EFF_TIMES	CYCLE_DATE
VR1079	156 AW (PRANG) Muniz ANGB, 200 Jose A. (Tony) Santana Ave., Carolina, Puerto Ric	Same as Originating Activity	KZ	US	WGE	WGE	1100-0000Z++(DAILY)	200503
VR108	27 OSS/OSOH, 110 E Sextant Ave, Suite 1081 Cannon AFB, NM 88103 DSN 681-2279.	27 OSS/OSOS, 110 E Sextant Ave, Suite 1080 Cannon AFB, NM 88103 DSN 681-2276.	KZ	US	WGE	WGE	Continuous	200009
VR1080	156 AW (PRANG) Muniz ANGB, 200 Jose A. (Tony) Santana Ave., Carolina, Puerto Ric	Same as Originating Activity	KZ	US	WGE	WGE	1100-0000Z++ (DAILY)	200503
VR1081	156 AW (PRANG) Muniz ANGB, 200 Jose A. (Tony) Santana Ave., Carolina, Puerto Ric	Same as Originating Activity	KZ	US	WGE	WGE	1100-0000Z++ (DAILY)	200503
VR1082	46 OSS/OSCM, 505 North Barrancas Ave, Suite 104, Eglin AFB, FL 32542-6818 DSN 87	46 OSS/OSCS, 505 North Barrancas Ave, Suite 104, Eglin AFB, FL 32542-6818 DSN 87	KZ	US	WGE	WGE	Normally 1200-2300Z++ Mon-Fri, available OT	200311
VR1083	USAFAWC-79 Test and Evaluation Group/CD, Eglin AFB, FL 32542 DSN 872-2024, C904-	85 Test and Evaluation Squadron/DOOS, Eglin AFB, FL 32542 DSN 872-2622, C904-882	KZ	US	WGE	WGE	Normally 1200-2300Z++ Mon-Fri, route usage is allowable OT	200009
VR1084	USAFAWC-79 Test and Evaluation Group/CD, Eglin AFB, FL 32542 DSN 872-2024, C904-	85 Test and Evaluation Squadron/DOOS, Eglin AFB, FL 32542 DSN 872-2622, C904-882	KZ	US	WGE	WGE	Normally 1200-2300Z++ Mon-Fri, route usage is allowable OT	200009
VR1085	46 OSS/OSCM, 505 North Barrancas Ave, Suite 104, Eglin AFB, FL 32542-6818 DSN 87	46 OSS/OSCS (ROCC), 505 North Barrancas Ave, Suite 104, Eglin AFB, FL 32542-6818	KZ	US	WGE	WGE	Normally 1200-2300Z++ Mon-Fri, route usage is allowable OT	200311
VR1087	347 Rescue Wing, Detachment 1/RO, 8707 North Golf Course St., MacDill AFB, FL 33	347 Rescue Wing, Detachment 1/ROA, 8707 North Golf Course St., MacDill AFB, FL 3	KZ	US	WGE	WGE	Normally 0900-2400Z++ daily, available OT	200313
VR1088	347 Rescue Wing, Detachment 1/RO, 8707 North Golf Course St., MacDill AFB, FL 33	347 Rescue Wing, Detachment 1/ROA, 8707 North Golf Course St., MacDill AFB, FL 3	KZ	US	WGE	WGE	Normally 0900-2400Z++ daily, available OT	200313
VR1089	347 Rescue Wing, Detachment 1/RO, 8707 North Golf Course St., MacDill AFB, FL 33	347 Rescue Wing, Detachment 1/ROA, 8707 North Golf Course St., MacDill AFB, FL 3	KZ	US	WGE	WGE	Normally 0900-2400Z++ daily, available OT	200313
VR1097	347 WG, Detachment 1/RO, 8707 North Golf Course St., MacDill AFB, FL 33621-5205	347 WG, Detachment 1/ROA, 8707 North Golf Course St., MacDill AFB, FL 33621-5205	KZ	US	WGE	WGE	Continuous	200102
VR1098	347th Rescue WG, Detachment 1/RO, 8707 North Golf Course St., MacDill AFB, FL 33	347th Rescue WG, Detachment 1/ROA, 8707 North Golf Course St., MacDill AFB, FL 3	KZ	US	WGE	WGE	Continuous	200109
VR1102	188 FW/XP, 4850 Leigh Ave., Fort Smith, AR 72903-6096 DSN 778-5185/5271.	Same as Originating Activity. Route scheduled no more than 24 hr in advance. Min	KZ	US	WGE	WGE	Continuous (except Sunday 1000-1200 local)	200305
VR1103	188 FW/XP, 4850 Leigh Ave., Fort Smith, AR 72903-6096 DSN 778-5185/5271.	Same as Originating Activity. Route scheduled no more than 24 hr in advance. Min	KZ	US	WGE	WGE	Continuous (except Sunday 1000-1200 local)	200305
VR1104	188 FW/XP, 4850 Leigh Ave., Fort Smith, AR 72903-6096 DSN 778-5185/5271.	Same as Originating Activity. Route scheduled no more than 24 hr in advance. Min	KZ	US	WGE	WGE	Continuous (except Sunday 1000-1200 local)	200305
VR1105	149 FTR GP (TX-ANG), Kelly AFB, TX 78241 DSN 945-5934, C210-925-5934.	Same as Originating Activity	KZ	US	WGE	WGE	0800-1830 local daily	200311
VR1106	149 FTR GP (TX-ANG), Kelly AFB, TX 78241 DSN 969-5934.	Same as Originating Activity	KZ	US	WGE	WGE	0800-1830 local daily	200009
VR1107	150 FW OG/CC, 2251 Air Guard Rd. SE, Kirtland AFB, NM 87117-5875 DSN 246-7426.	Same as Originating Activity	KZ	US	WGE	WGE	Sunrise-2200 local daily	200009
VR1108	47 OSS/OSOR, 570 2nd St., Ste 6, Laughlin AFB, TX 78843-5222 DSN 732-5864, C830-	87 FTS/DOS, 570 2nd St., Laughlin AFB, TX 78843 DSN 732-5484, C830-298-5484. Sch	KZ	US	WGE	WGE	Sunrise-Sunset only	200408
VR1109	47 OSS/OSOR, 570 2nd St., Ste. 6, Laughlin AFB, TX 78843-5222 DSN 732-5864, C830	87 FTS/DOS, 570 2nd St., Laughlin AFB, TX 78843 DSN 732-5484, C830-298-5484. Sch	KZ	US	WGE	WGE	Sunrise-Sunset daily	200408
VR1110	301 OG/SUA, NAS JRB, Fort Worth, TX 76127 DSN 739-6903/04/05, C817-782-6903/04/0	Same as Originating Activity	KZ	US	WGE	WGE	0600-2200 local daily	200109
VR1113	188 FW/XP, 4850 Leigh Ave., Fort Smith, AR 72903-6096 DSN 778-5185/5271.	Same as Originating Activity. Route scheduled no more than 24 hr in advance. Min	KZ	US	WGE	WGE	Continuous ( except Sunday 1000-1200 local )	200305
VR1116	OC-ALC/10 FLTS, 4805 West Dr, Tinker AFB, OK 73145-3300 DSN 336-7719/7710, C405-	Same as Originating Activity	KZ	US	WGE	WGE	Daylight hours only	200404
VR1117	47 OSS/OSOR, 570 2nd St., Ste. 6, Laughlin AFB, TX 78843-5222 DSN 732-5864, C830	87 FTS/DOS, 570 2nd St., Laughlin AFB, TX 78843 DSN 732-5484, C830-298-5484. Sch	KZ	US	WGE	WGE	Sunrise-Sunset Sat-Sun	200402
VR1120	149 FW (TX ANG), 107 Hensley Street, Kelly AFB, TX 78241-5544 DSN 945-5934, C210	Same as Originating Activity	KZ	US	WGE	WGE	Sunrise-Sunset	200402
VR1121	149 FW (TX ANG), 107 Hensley Street, Kelly AFB, TX 78241-5544 DSN 945-5934, C210	Same as Originating Activity	KZ	US	WGE	WGE	Sunrise-Sunset	200402
VR1122	149 FW (TX ANG), 107 Hensley Street, Kelly AFB, TX 78241-5544 DSN 945-5934, C210	Same as Originating Activity	KZ	US	WGE	WGE	Sunrise-Sunset	200402
VR1123	149 FW (TX ANG), 107 Hensley Street, Kelly AFB, TX 78241-5544 DSN 945-5934, C210	Same as Originating Activity	KZ	US	WGE	WGE	Sunrise-Sunset	200402
VR1124	301 OG/SUA, NAS JRB, Fort Worth, TX 76127 DSN 739-6903/04/05, C817-782-6903/04/0	Same as Originating Activity	KZ	US	WGE	WGE	0600-2200 local daily	200109
VR1128	301 OG/SUA, NAS JRB, Fort Worth, TX 76127 DSN 739-6903/04/05, C817-782-6903/04/0	Same as Originating Activity	KZ	US	WGE	WGE	0600-2200 local daily	200109
VR1130	188 FW/XP, 4850 Leigh Ave., Fort Smith, AR 72903-6096 DSN 778-5185/5271.	Same as Originating Activity. Route scheduled no more than 24 hr in advance. Min	KZ	US	WGE	WGE	Continuous (except Sunday 1000-1200 local)	200305
VR1137	301 OG/SUA, NAS JRB, Fort Worth, TX 76127 DSN 739-6903/04/05, C817-782-6903/04/0	Same as Originating Activity	KZ	US	WGE	WGE	0600-2200 local daily	200109
VR1138	80th Flying Training Wing, 1911 J. Ave. Ste 6, Sheppard AFB, TX 76311-2056 DSN 7	90 FTS/DOTOD, Sheppard AFB, TX 76311 DSN 736-2675/4995, C940-676-2675/4995.	KZ	US	WGE	WGE	Sunrise-Sunset Mon-Fri, OT by NOTAM	200507
VR1139	80th Flying Training Wing, 1911 J. Ave. Ste 6, Sheppard AFB, TX 76311-2056 DSN 7	90 FTS/DOTOD, Sheppard AFB,TX 76311 DSN 736-2675/4995, C940-676-2675/4995.	KZ	US	WGE	WGE	Sunrise-Sunset Mon-Fri, OT by NOTAM	200507
VR114	27 OSS/OSOH, 110 E. Sextant Ave, Suite 1081, Cannon AFB, NM 88103 DSN 681-2279.	27 OSS/OSOS, 110 E. Sextant Ave, Suite 1080, Cannon AFB, NM 88103 DSN 681-2276.	KA	US	WGE	WGE	Continuous	200009
VR1140	80th Flying Training Wing, 1911 J. Ave. Ste 6, Sheppard AFB, TX 76311-2056 DSN 7	90 FTS/DOTOD, Sheppard AFB, TX 76311 DSN 736-2675/4995, C940-676-2675/4995.	KZ	US	WGE	WGE	Sunrise-Sunset Mon-Fri, OT by NOTAM	200507
VR1141	80th Flying Training Wing, 1911 J. Ave. Ste 6, Sheppard AFB, TX 76311-2056 DSN 7	90 FTS/DOTOD, Sheppard AFB, TX 76311 DSN 736-2675/4995, C940-676-2675/4995.	KZ	US	WGE	WGE	Sunrise-Sunset Mon-Fri, OT by NOTAM	200507
VR1142	80th Flying Training Wing, 1911 J. Ave. Ste 6, Sheppard AFB, TX 76311-2056 DSN 7	90 FTS/DOTOD, Sheppard AFB, TX 76311 DSN 736-2675/4995, C940-676-2675/4995.	KZ	US	WGE	WGE	Sunrise-Sunset Mon-Fri, OT by NOTAM	200507
VR1143	80th Flying Training Wing, 1911 J. Ave. Ste 6, Sheppard AFB, TX 76311-2056 DSN 7	90 FTS/DOTOD, Sheppard AFB, TX 76311 DSN 736-2675/4995, C940-676-2675/4995.	KZ	US	WGE	WGE	Sunrise-Sunset Mon-Fri, OT by NOTAM	200507
VR1144	80th Flying Training Wing, 1911 J. Ave. Ste 6, Sheppard AFB, TX 76311-2056 DSN 7	90 FTS/DOTOD, Sheppard AFB, TX 76311 DSN 736-2675/4995, C940-676-2675/4995.	KZ	US	WGE	WGE	Sunrise-Sunset Mon-Fri, OT by NOTAM	200507
VR1145	80th Flying Training Wing, 1911 J. Ave. Ste 6, Sheppard AFB, TX 76311-2056 DSN 7	90 FTS/DOTOD, Sheppard AFB, TX 76311 DSN 736-2675/4995, C940-676-2675/4995.	KZ	US	WGE	WGE	Sunrise-Sunset Mon-Fri, OT by NOTAM	200507
VR1146	80th Flying Training Wing, 1911 J. Ave. Ste 6, Sheppard AFB, TX 76311-2056 DSN 7	90 FTS/DOTOD, Sheppard AFB, TX 76311 DSN 736-2675/4995, C940-676-2675/4995.	KZ	US	WGE	WGE	Sunrise-Sunset Mon-Fri, OT by NOTAM	200507
VR1175	OC-ALC/10 Flight Test Sqdn, 4805 West Dr, Tinker AFB, OK 73145-3300 DSN 336-7719	Same as Originating Activity	KZ	US	WGE	WGE	Sunrise-Sunset	200402
VR1176	OC-ALC/10 Flight Test Sqdn, 4805 West Dr, Tinker AFB, OK 73145-3300 DSN 336-7719	Same as Originating Activity	KZ	US	WGE	WGE	Sunrise-Sunset	200402
VR118	301 OG/SUA, NAS JRB, Fort Worth, TX 76127 DSN 739-6903/04/05, C817-782-6903/04/0	Same as Originating Activity	KZ	US	WGE	WGE	Sunrise-Sunset Mon-Sat	200402
VR1182	188 FW/XP, 4850 Leigh Ave., Fort Smith, AR 72903-6096 DSN 778-5185/5271.	Same as Originating Activity. Route scheduled no more than 24 hr in advance. Min	KZ	US	WGE	WGE	Continuous	200305
VR119	71 FTW/OSOP, Vance AFB, OK 73705-5202 DSN 448-7850, C580-213-7850.	32 FTS/DOOT, Vance AFB, OK 73705-5202 DSN 448-6251, C580-213-6251.	KZ	US	WGE	WGE	Sunrise-Sunset daily	200507
VR1195	150 FW OG/CC, 2251 Air Guard Rd. SE, Kirtland AFB, NM 87117-5875 DSN 246-7426.	Same as Originating Activity	KZ	US	WGE	WGE	Sunrise-2200 local daily	200009
VR1196	ANG CRTC-Gulfport/OSA, 4715 Hewes Ave, Gulfport, MS 39507-4324 DSN 363-6027, C22	Same as Originating Activity	KZ	US	WGE	WGE	Continuous	200107
VR1205	COMMANDER AFFTC, 412 OSS/OSAA, 235 E. Flightline Rd., Edwards AFB, CA 93523-6460	COMMANDER AFFTC, 412 OSS/OSR, 300 E. Yeager Blvd., Edwards AFB, CA 93524 DSN 527	KZ	US	WGE	WGE	Continuous	200607
VR1206	COMMANDER AFFTC, 412 OSS/OSAA, 235 S. Flightline Rd, Edwards AFB, CA 93523-6460	COMMANDER AFFTC, 412 OSS/OSR, 300 E. Yeager Blvd, Edwards AFB, CA 93524 DSN 527-	KZ	US	WGE	WGE	Continuous	200607
VR1211	452 OSS/DOT, March Fld, CA 92518 DSN 447-3846, C909-655-3846.	452 OSS/DOT, March Fld, CA 92518 DSN 447-4404/2422, C909-655-4404/2422.	KZ	US	WGE	WGE	Continuous	200204
VR1214	COMMANDER AFFTC, 412 OSS/OSAA, 235 S. Flightline Rd, Edwards AFB, CA 93523-6460	COMMANDER AFFTC, 412 OSS/OSR, 300 E. Yeager Blvd, Edwards AFB, CA 93524 DSN 527-	KZ	US	WGE	WGE	Continuous	200607
VR1215	COMMANDER AFFTC, 412 OSS/OSAA, 235 S. Flightline Rd, Edwards AFB, CA 93523-6460	COMMANDER AFFTC, 412 OSS/OSR, 300 E. Yeager Blvd, Edwards AFB, CA 93524 DSN 527-	KZ	US	WGE	WGE	Sunrise-Sunset daily	200607
VR1217	COMMANDER AFFTC, 412 OSS/OSAA, 235 S. Flightline Rd, Edwards AFB ,CA 93523-6460	COMMANDER AFFTC, 412 OSS/OSR, 300 E. Yeager Blvd, Edwards AFB, CA 93524 DSN 527-	KA	US	WGE	WGE	Sunrise-Sunset daily	200607
VR1218	COMMANDER AFFTC, 412 OSS/OSAA, 235 S. Flightline Rd, Edwards AFB, CA 93523-6460	COMMANDER AFFTC, 412 OSS/OSR, 300 E. Yeager Blvd, Edwards AFB, CA 93524 DSN 527-	KZ	US	WGE	WGE	Sunrise-Sunset daily	200607
VR1233	355 OSS/OSOA, 3895 S. 6th St. Suite 200, Davis-Monthan AFB, AZ 85707 DSN 228-468	355 OSS/OSOSO, Davis-Monthan AFB, AZ 85707-4932, 0730-1630 local Mon- Fri, same	KZ	US	WGE	WGE	1300-0530Z	200513
VR125	27 OSS/OSOH, 110 E Sextant Ave, Suite 1081, Cannon AFB, NM 88103 DSN 681-2279.	27 OSS/OSOS, 110 E Sextant Ave, Suite 1080, Cannon AFB, NM 88103 DSN 681-2276.	KZ	US	WGE	WGE	Continuous	200009
VR1250	Commander, Strike Fighter Wing, U.S. Pacific Fleet, 001 K Street, NAS Lemoore, C	Same as Originating Activity	KZ	US	WGE	WGE	Daylight hours, OT by NOTAM	200013
VR1251	Commander, Strike Fighter Wing, U.S. Pacific Fleet, 001 K Street, NAS Lemoore, C	Same as Originating Activity	KZ	US	WGE	WGE	Daylight hours, OT by NOTAM	200013
VR1252	Commander, Strike Fighter Wing, U.S. Pacific Fleet, 001 K Street, NAS Lemoore, C	Same as Originating Activity	KZ	US	WGE	WGE	Daylight hours, OT by NOTAM	200013
VR1253	Commander, Strike Fighter Wing, U.S. Pacific Fleet, 001 K Street, NAS Lemoore, C	Same as Originating Activity	KZ	US	WGE	WGE	Daylight hours, OT by NOTAM	200013
VR1254	Commander, Strike Fighter Wing, U.S. Pacific Fleet, 001 K Street, NAS Lemoore, C	Same as Originating Activity	KZ	US	WGE	WGE	Daylight hours, OT by NOTAM	200013
VR1255	Commander, Strike Fighter Wing, U.S. Pacific Fleet, 001 K Street, NAS Lemoore, C	Same as Originating Activity	KZ	US	WGE	WGE	Daylight hours, OT by NOTAM	200013
VR1256	Commander, Strike Fighter Wing, U.S. Pacific Fleet, 001 K Street, NAS Lemoore, C	Same as Originating Activity	KZ	US	WGE	WGE	Daylight hours, OT by NOTAM	200013
VR1257	Commander, Strike Fighter Wing, U.S. Pacific Fleet, 001 K Street, Rm 121, NAS Le	Same as Originating Activity	KZ	US	WGE	WGE	Daylight hours, OT by NOTAM	200009
VR1259	Commander, Strike Fighter Wing, U.S. Pacific Fleet, 001 K Street, NAS Lemoore, C	Same as Originating Activity	KZ	US	WGE	WGE	Daylight hours, OT by NOTAM	200013
VR1260	Commander, Strike Fighter Wing, U.S. Pacific Fleet, 001 K Street, NAS Lemoore, C	Same as Originating Activity	KZ	US	WGE	WGE	Daylight hours, OT by NOTAM	200013
VR1261	Commander, Strike Fighter Wing, U.S. Pacific Fleet, 001 K Street, NAS Lemoore, C	Same as Originating Activity	KZ	US	WGE	WGE	Daylight hours, OT by NOTAM	200013
VR1262	Commander, Strike Fighter Wing, U.S. Pacific Fleet, 001 K Street, NAS Lemoore, C	Same as Originating Activity	KZ	US	WGE	WGE	Daylight hours, OT by NOTAM	200013
VR1264	Commander, Strike Fighter Wing, U.S. Pacific Fleet, 001 K Street, NAS Lemoore, C	Same as Originating Activity	KZ	US	WGE	WGE	Daylight hours, OT by NOTAM	200013
VR1265	G-3, 3D MAW, MCAS Miramar, San Diego, CA 92145 DSN 267-9462, C858-577-9462. Non-	Same as Originating Activity	KZ	US	WGE	WGE	Continuous	200406
VR1266	Commanding Officer, Yuma MCAS, Box 99160 Yuma, AZ 85369-9160 DSN 269-2326/2077,	Same as Originating Activity	KZ	US	WGE	WGE	0700-1800 local (daylight hours)	200206
VR1267	Commanding Officer, Yuma MCAS, Box 99160 Yuma, AZ 85369-9160 DSN 269-2326/2077,	Same as Originating Activity	KZ	US	WGE	WGE	0700-1800 local	200206
VR1267A	Commanding Officer, Yuma MCAS, Box 99160 Yuma, AZ 85369-9160 DSN 269-2326/2077,	Same as Originating Activity	KZ	US	WGE	WGE	0700-1800 local	200206
VR1268	Commanding Officer, Yuma MCAS, Box 99160 Yuma, AZ 85369-9160 DSN 269-2326/2077,	Same as Originating Activity	KZ	US	WGE	WGE	0700-1800 local	200206
VR1293	COMMANDER AFFTC, 412 OSS/OSAA, 235 S. Flightline Rd, Edwards AFB, CA 93523-6460	COMMANDER AFFTC, 412 OSS/OSR, 300 E. Yeager Blvd, Edwards AFB, CA 93524 DSN 527-	KZ	US	WGE	WGE	Continuous	200607
VR1300	124 WG/OGAM (ANG), 3996 W. Aeronca St., Boise, ID 83705-8004 DSN 422-5310, C208-	124 WG/OSS (ANG), 3996 W. Aeronca St., Boise, ID 83705-8004 DSN 422-5348, C208-4	KZ	US	WGE	WGE	Continuous or by NOTAM	200007
VR1301	124 WG/OGAM (ANG), 3996 W. Aeronca St., Boise, ID 83705-8004 DSN 422-5310, C208-	124 WG/OSS (ANG), 3996 W. Aeronca St., Boise, ID 83705-8004 DSN 422-5348, C208-4	KA	US	WGE	WGE	Continuous	199910
VR1302	124 WG/OGAM (ANG), 3996 W. Aeronca St., Boise, ID 83705-8004 DSN 422-5310, C208-	124 WG/OSS (ANG), 3996 W. Aeronca St., Boise, ID 83705-8004 DSN 422-5348, C208-4	KZ	US	WGE	WGE	Continuous	199910
VR1303	124 WG/OGAM (ANG), 3996 W. Aeronca St., Boise, ID 83705-8004 DSN 422-5310, C208-	124 WG/OSS (ANG), 3996 W. Aeronca St., Boise, ID 83705-8004 DSN 422-5348, C208-4	KZ	US	WGE	WGE	Continuous or by NOTAM	200007
VR1304	124 WG/OGAM (ANG), 3996 W. Aeronca St., Boise, ID 83705-8004 DSN 422-5310, C208-	124 WG/OSS (ANG), 3996 W. Aeronca St., Boise, ID 83705-8004 DSN 422-5348, C208-4	KZ	US	WGE	WGE	Continuous or by NOTAM	200007
VR1305	124 WG/OGAM (ANG), 3996 W. Aeronca St., Boise, ID 83705-8004 DSN 422-5310, C208-	124 WG/OSS (ANG), 3996 W. Aeronca St., Boise, ID 83705-8004 DSN 422-5348, C208-4	KZ	US	WGE	WGE	Continuous or by NOTAM	200007
VR1350	Commanding Officer (N38), NAS Whidbey Island, 3730 N. Charles Porter Ave, Oak Ha	Same as Originating Activity	KZ	US	WGE	WGE	Continuous	200507
VR1351	Commanding Officer (N38), NAS Whidbey Island, 3730 N. Charles Porter Ave, Oak Ha	Same as Originating Activity	KZ	US	WGE	WGE	Continuous	200507
VR1352	Commanding Officer (N38), NAS Whidbey Island, 3730 N. Charles Porter Ave, Oak Ha	Same as Originating Activity	KZ	US	WGE	WGE	Continuous	200507
VR1353	Commanding Officer (N38), NAS Whidbey Island, 3730 N. Charles Porter Ave, Oak Ha	Same as Originating Activity	KZ	US	WGE	WGE	Continuous	200507
VR1354	Commanding Officer (N38), NAS Whidbey Island, 3730 N. Charles Porter Ave, Oak Ha	Same as Originating Activity	KZ	US	WGE	WGE	Continuous	200507
VR1355	Commanding Officer (N38), NAS Whidbey Island, 3730 N. Charles Porter Ave, Oak Ha	Same as Originating Activity	KZ	US	WGE	WGE	Continuous	200507
VR138	184 ARW (Kansas ANG), McConnell AFB, KS 67221-9010 (1330-2215Z wkd, scheduling r	Same as Originating Activity	KZ	US	WGE	WGE	0700-2100 local daily	200313
VR140	12 OSS/OSOA, Randolph AFB, TX 78150-5000 DSN 487-5580, C210-652-5580.	560 FTS, Randolph AFB, TX 78150 DSN 487-3518, C210-652-3518.	KZ	US	WGE	WGE	Sunrise-Sunset, daily	200208
VR142	12 OSS/OSOA, Randolph AFB, TX 78150 DSN 487-5580, C210-652-5580.	99 FTS, Randolph AFB, TX 78150 DSN 487-6746, C210-652-6746.	KZ	US	WGE	WGE	Sunrise-Sunset, daily	200107
VR1422	388 RANS/RST, 6606 Cedar Lane, Hill AFB, UT 84056-5812, DSN 777-9384, C801-777-9	Same as Originating Activity.	KZ	US	WGE	WGE	0700-2400 lcl Mon-Thurs, 0700-1800 lcl Fri, 0800-1700 lcl Sat	200610
VR1423	388 RANS/RST, 6606 Cedar Lane, Hill AFB, UT 84056-5812, DSN 777-9384, C801-777-9	Same as Originating Activity.	KZ	US	WGE	WGE	0700-2400 lcl Mon-Thurs, 0700-1800 lcl Fri, 0800-1700 lcl Sat	200610
VR1427	140th Wing /DOT, Buckley ANGB, Aurora, CO 80011-9546 DSN 847-9466, C303-340-9470	140th Wing /DOT, Buckley ANGB, Aurora, CO 80011-9546 DSN 847-9472, C720-847-9472	KZ	US	WGE	WGE	0800-1600 local Tue-Sat, OT by NOTAM	200408
VR143	301 OG/SUA, NAS JRB, Fort Worth, TX 76127 DSN 739-6903/04/05, C817-782-6903/04/0	Same as Originating Activity	KZ	US	WGE	WGE	0700-2200 local	200109
VR1445	388 RANS/RST, 6606 Cedar Lane, Hill AFB, UT 84056-5812, DSN 777-9384, C801-777-9	Same as Originating Activity.	KZ	US	WGE	WGE	0700-2400 lcl Mon-Thurs, 0700-1800 lcl Fri, 0800-1700 lcl Sat	200610
VR1446	388 RANS/RST, 6606 Cedar Lane, Hill AFB, UT 84056-5812, DSN 777-9384, C801-777-9	Same as Originating Activity.	KZ	US	WGE	WGE	0700-2400 lcl Mon-Thurs, 0700-1800 lcl Fri, 0800-1700 lcl Sat	200610
VR151	COMTRAWING TWO, NAS Kingsville, TX 78363 DSN 876-6518, C361-516-6518.	Same as Originating Activity. Scheduling hrs-0800-1600 local Mon-Fri ONLY (exclu	KX	US	WGE	WGE	Daily 0600-2200 local	200602
VR152	184 ARW (Kansas ANG), McConnell AFB,KS 67221-9010 (1330-2215Z wkd, sked rqr 2 hr	Same as Originating Activity	KZ	US	WGE	WGE	0600-2200 local	200401
VR1520	114 FW (ANG), Joe Foss Field, Sioux Falls, SD 57104-0264 DSN 798-7745/7746, C605	Same as Originating Activity.	KZ	US	WGE	WGE	Daylight hours, Mon-Sat, OT By NOTAM	200602
VR1521	114 FW (ANG), Joe Foss Field, Sioux Falls, SD 57104-0264 DSN 798-7745/7746, C605	Same as Originating Activity.	KZ	US	WGE	WGE	Daylight hours, Mon-Sat, OT by NOTAM	200602
VR1525	509 OSS/OSKA, 905 Spirit Blvd, Whiteman AFB, MO 65305 DSN 975-2371, C660-687-237	Same as Originating Activity	KZ	US	WGE	WGE	Sunrise-Sunset Tue-Sun	200606
VR1546	188 FW/XP, 4850 Leigh Ave., Fort Smith, AR 72903-6096 DSN 778-5185/5271.	Same as Originating Activity. Route scheduled no more than 24 hr in advance. Min	KZ	US	WGE	WGE	Continuous (except Sunday 1000-1200 local)	200305
VR156	149 FTR GP (TX-ANG), Kelly AFB, TX 78241 DSN 945-5934, C210-925-5934.	Same as Originating Activity	KZ	US	WGE	WGE	0800-1830 local daily, Prior coordination required for Sun-Mon operations	200311
VR158	80th Flying Training Wing, 1911 J. Ave. STE 6, Sheppard AFB, TX 76311-2056 DSN 7	90 FTS/DOTOD, Sheppard AFB, TX 76311 DSN 736-2675/4995, C940-676-2675/4995.	KZ	US	WGE	WGE	Sunrise-Sunset Mon-Fri; OT by NOTAM	200507
VR159	80th Flying Training Wing, 1911 J. Ave. STE 6, Sheppard AFB, TX 76311-2056 DSN 7	90 FTS/DOTOD, Sheppard AFB, TX 76311 DSN 736-2675/4995, C940-676-2675/4995.	KZ	US	WGE	WGE	Sunrise-Sunset Mon-Fri, OT by NOTAM	200507
VR1616	ANG CRTC, Camp Douglas, WI 54618-5001 DSN 871-1445 C608-427-1445.	Same as Originating Activity	KZ	US	WGE	WGE	Sunrise to Sunset Mon-Sat, OT by NOTAM	200408
VR1617	180th TFG/DO (ANG), Toledo Express Airport, Swanton, OH 43558 DSN 580-4084.	Same as Originating Activity	KZ	US	WGE	WGE	Sunrise-2100 local	200009
VR162	80th Flying Training Wing, 1911 J. Ave. STE 6, Sheppard AFB, TX 76311-2056 DSN73	90 FTS/DOTOD, Sheppard AFB, TX 76311 DSN 736-2675/4995, C817-676-2675/4995.	KZ	US	WGE	WGE	Sunrise-Sunset Mon-Fri, OT by NOTAM	200507
VR1624	127th OG/CC, Selfridge ANGB, MI 48045-5029 DSN 273-5055.	Same as Originating Activity	KZ	US	WGE	WGE	Sunrise-Sunset	200610
VR1625	127th OG/CC, Selfridge ANGB, MI 48045-5029 DSN 273-5055.	Same as Originating Activity	KZ	US	WGE	WGE	Sunrise-Sunset	200610
VR1626	127th OG/CC, Selfridge ANGB, MI 48045-5029 DSN 273-5055/5719.	Same as Originating Activity	KZ	US	WGE	WGE	Sunrise-Sunset	200610
VR1627	127th OG/CC, Selfridge ANGB, MI 48045-5029 DSN 273-5055.	Same as Originating Activity	KZ	US	WGE	WGE	Sunrise-Sunset	200610
VR1628	127th OG/CC, Selfridge ANGB, MI 48045-5029 DSN 273-5055.	Same as Originating Activity	KZ	US	WGE	WGE	Sunrise-Sunset	200610
VR1629	127th OG/CC, Selfridge ANGB, MI 48045 DSN 273-5055/5719.	Same as Originating Activity	KZ	US	WGE	WGE	Sunrise-Sunset	200610
VR163	80th Flying Training Wing, 1911 J. Ave. STE 6, Sheppard AFB, TX 76311-2056 DSN 7	90 FTS/DOTOD, Sheppard AFB, TX 76311 DSN 736-2675/4995, C940-676-2675/4995.	KZ	US	WGE	WGE	Sunrise-Sunset Mon-Fri, OT by NOTAM	200507
VR1631	123 ACS, Blue Ash, OH 45242 DSN 340-2950, C513-936-2950.	Same as Originating Activity	KZ	US	WGE	WGE	Continuous	200404
VR1632	123 ACS, Blue Ash, OH 45242 DSN 340-2950, C513-936-2950.	Same as Originating Activity	KZ	US	WGE	WGE	Continuous	200404
VR1633	123 ACS, Blue Ash, OH 45242 DSN 340-2950, C513-936-2950.	Same as Originating Activity	KZ	US	WGE	WGE	Continuous	200404
VR1635	183 FW/OSF, Capital Airport, Springfield, IL 62707 DSN 892-8202.	Same as Originating Activity	KZ	US	WGE	WGE	Sunrise-Sunset only	200402
