MTR_IDENT	RMK_SEQ	REMARKS	CYCLE_DATE
IR040	1	ROUTE WIDTH - 5 NM either side of centerline. Special Operating Procedures: (1) Advise controller when making turns in excess of 20 degrees.	200011
IR040	2	(2) Radar system navigation (SN). (3) Aircraft are required to transmit in the blind on 297.1 their intentions to transit Desoto MOA prior to F.                                              FSS'	200011
IR040	3	s Within 100 NM Radius: DRI, GNV, GWO	200011
IR044	1	ROUTE WIDTH - 4 NM either side of centerline. Special Operating Procedures: (1) Visual road recon (RC).	200101
IR044	2	(2) Instructor/Flight Leader must not descend below 3000' MSL to maintain contact with ATC. (3) Alternate Exit: K.	200101
IR044	3	FSS's Within 100 NM Radius: ANB, DRI, GWO, MKL	200101
IR046	1	TERRAIN FOLLOWING OPERATIONS: Authorized for entire route. ROUTE WIDTH - 4 NM either side of centerline from A to C; 8 NM left and 5 NM right of centerline from C to D; 5 NM either side of centerline from D to I; 6 NM l	200103
IR046	2	eft and 4 NM right of centerline from I to J. Special Operating Procedures: (1) When entering the route from the north enter at A. Refer to A as RILEE in	200103
IR046	3	all ATC communications and file to RILEE on the DD Form 175. If entering the route at B, refer to B as HILTI and file to HILTI on the DD Form 175. (2) All requests for use	200103
IR046	4	of this route must be approved by the 347WG, Det 1/ROA Scheduling Activity a minimum of one day in advance during normal duty hours. Same day changes or cancellations shall be coordinated through the Scheduling Activity.	200103
IR046	5	(3) Contact 347WG Det 1/RO Orginating Activity during normal duty hours for hazard briefing prior to flying route.	200103
IR046	6	(4) Alternate Entry: B from west of W83-25 or south of N28-00; C limited to entry immediately after departure from MacDill AFB; E no restrictions. (5) This route is only used for aircraft scheduled for entry into R-2901 with a	200103
IR046	7	specific range period. There are no Alternate Exit points. (6) Entry/ exit time windows for deconflication with IR-051, IR-056, VR-1098 and other IR-046 traffic. For A Entry, flights must enter 23 minutes prior to sch	200103
IR046	8	eduled range start time (RST) and NLT 28 minutes prior to the range end time (RET). For C Entry, flights must enter NET 20 minutes prior to scheduled RST and NLT 25 minutes prior to RET. For E Entry, enter NET 10 minutes prior to RST and NL	200103
IR046	9	T 17 minutes prior to RET. Flights must exit IR-046 NET the RST and NLT 10 minutes prior to RET. Maintain between 360-540 knots ground speed. Entry outside timewindows not authorized and requires rescheduling.                         (7) R	200103
IR046	10	adar navigation and contour flying authorized from C to J.                (8) E to F is designated a maneuvering area for visual road reconnaissance. (9) Restrictio	200103
IR046	11	ns:                                                                (a) Cross F at or above 1000' AGL;                                            (b) Avoid overflight of town Pine Island N28-34 W82-39, Mabel N28-35 W81-59;	200103
IR046	12	(c) To avoid 1134' tower onroute centerline at N28-07 W81-33, climb to 1500' MSL when passing Highway 27, west of Hanes City.                             (10) Minimum IMC altitude: 3000'	200103
IR046	13	MSL A to C, 2500' MSL C to D, 1700' MSL D to G, 2200'MSL G to H, 1700' MSL H toJ.                                           (11) 15 Oct-15 Mar, Migratory birds. From 1 hour before sunset to 1 hour after sunrise, minimum altitudes are IMC	200103
IR046	14	minimums.                                      (12) CAUTION: Be alert for light aircraft flying above major highways between D to E, and between E and H. Civil aircraft often fly parallel to Highway 60 just north of R-2901D at 500'. Extensi	200103
IR046	15	ve glider activity near F, surface to 5000'. (13) CAUTION: VR-1006 crosses beneath route between D and E and F and G and runs beneath route (opposite direction) between G	200103
IR046	16	to H from 500' to 700'. See and Avoid. (14) This route deconflicted with IR-051, IR-056 and VR-1098 by 6 OSS/OSOS scheduling. IR-046 is MARSA with these MTR's.	200103
IR046	17	(15) Pilots shall file R-2901 as the end point of the route and include any delay times necessary. Miami ARTCC requires enroute delay type flight plans vice a new flight plan departing the range. Flights departi	200103
IR046	18	ng from locations north of 28 degrees must file A. (16) ACC bombers that require dry or multiple passes, file IR-046Z as route in DD Form 175. Include delay time for orbits and range at	200103
IR046	19	R-2901. Orbit route for re-attack is left turn through Marian MOA to join IR-051 between G and I, maintain at or below 2000' MSL while on IR-051. FSS's Within 100 NM Radius: GNV, MIA, PIE	200103
IR047	1	ROUTE WIDTH - 3.5 NM either side of centerline from A to D; 6 NM left and 4 NM right of centerline from D to E. Special Operating Procedures:	200101
IR047	2	(1) All requests for use of this route must be approved by the 347WG, Det 1/ROA Scheduling Activity a minimum of one day in advance during normal duty hours. Same day changes or cancellations shall be coordinated through the Scheduling Acti	200101
IR047	3	vity.                                                                        (2)Alternate Entry: B.                                                       (3) This route will only be scheduled for aircraft entering R-2901. There are no Alte	200101
IR047	4	rnate Exit points.                                                            (4) CAUTION: Heavy commercial and general aviation aircraft traffic in the vicinity of Lakeland.                                                                FS	200101
IR047	5	S's Within 100 NM Radius: GNV, MIA, PIE	200101
IR048	1	ROUTE WIDTH - 6 NM either side of centerline from A to B; 5 NM either side of centerline from B to C. Special Operating Procedures:	200101
IR048	2	(1) All requests for use of this route must be approved by the 347WG, Det 1/ROA Scheduling Activity a minimum of one day in advance during normal duty hours. Same day changes or cancellations shall be coordinated through the Scheduling Acti	200101
IR048	3	vity.                                                                        (2)Alternate Entry/Exit: B.                                                  (3) This route is only for aircraft returning to MacDill AFB from R-2901 or Lake Plac	200101
IR048	4	id MOA. It terminates with a hand-off to Tampa Approach Control.          (4) CAUTION: Numerous light aircraft flying north and south between A and B. FSS's Withi	200101
IR048	5	n 100 NM Radius: GNV, MIA, PIE	200101
IR049	1	TERRAIN FOLLOWING OPERATIONS: Authorized for entire route. ROUTE WIDTH - 8 NM left and 3 NM right of centerline from A to B; 5 NM either side of centerline for entire route from B to D; 6 NM either side of centerline fo	200101
IR049	2	r entire route from D to E; 3.5 NM left and 7 NM right of centerline from E to F. Special Operating Procedures:	200101
IR049	3	(1) All requests for use of this route must be approved by the 347 Rescue Wing, Det 1/ROA Scheduling Activity a minimum of one day in advance during normal dutyhours. Same day changes or cancellations shall be coordinated through the Sched	200101
IR049	4	uling Activity. (2) Contact 347 Rescue Wing, Det 1/ROA during normal duty hours for hazard briefing prior to flight planning.	200101
IR049	5	(3) Alternate Entry: B (A is only authorized on departure from MacDill AFB, FL) (4) This route is only used for aircraft scheduled for entry into R-2901 with specified range period. There are no Alternate Exit points.	200101
IR049	6	(5) Entry/exit time windows for deconfliction with IR-034, IR-050, and other IR-049 traffic. For A Entry, flight must enter NET 15 minutes prior to scheduled range start time (RST) and NLT 20 minutes prior to the range end time (RET). For B	200101
IR049	7	Entry, enter NET 10 minutes prior to RST and NLT 18 minutes prior to RET. Flight must exit IR-049 NET the RST and NLT 10 minutes prior to RET. Maintain between360-540 knots ground speed. Route entry outside the time windows is not authori	200101
IR049	8	zed and requires rescheduling. (6) Radar navigation, contour flying and terrain following radar flying authorized A to F.	200101
IR049	9	(7) Visual road reconnaissance authorized D to E. (8) Restrictions: Avoid overflight of Brownsville at N27-18 W81-49, hospital at N27-12 W81-41 (by 1 NM), Brighton at N27-14 W81-06.	200101
IR049	10	(9) This route is deconflicted with IR-034, IR-050, IR-051 and IR-055 by 347th Wing, Det 1/ROA. (10) CAUTION: IR-049 airspace coincides with: VR-1098 from A to E, VR-1006 at E,	200101
IR049	11	VR-1087/1088 from E to F. In VMC, See and Avoid. (11) CAUTION: Be alert for light aircraft north of Arcadia and in the vicinity of Lake Placid. Avoid flight within 1500' AGL or 3 NM of private airports enroute	200101
IR049	12	. (12) Minimum IMC altitude is 1700' MSL for entire route. (13) 15 Oct-15 Mar/Migratory birds. From 1 hour before sunset to 1 hour after su	200101
IR049	13	nrise, minimum altitude is IMC altitude for entire route. (14) Use Caution: Entry Point A is within 2 NM of Class B and C airspace. (15) Use Caution: Alternate Entry Point B is within 20 NM of Class B and C airsp	200101
IR049	14	ace. FSS's Within 100 NM Radius: MIA, PIE, WBR	200101
IR050	1	TERRAIN FOLLOWING OPERATIONS: Authorized entire route. ROUTE WIDTH - 8 NM left and 3 NM right of centerline from A to B; 5 NM either side of centerline from B to E; 3.5 NM left and 7 NM right of centerline from E to	200101
IR050	2	G. Special Operating Procedures: (1) All requests for use of this route must be approved by the 347 Rescue Wing,	200101
IR050	3	Det 1/ROA Scheduling Activity a minimum of one day in advance during normal dutyhours. Same day changes or cancellations shall be coordinated through the Scheduling Activity.	200101
IR050	4	(2) Contact 347 Rescue Wing, Det 1/ROA during normal duty hours for hazard briefing prior to flying route. (3) Alternate Entry: B (A is only authorized on departure from MacDill AFB, FL)	200101
IR050	5	(4) This route is only used for aircraft scheduled for entry into R-2901 with a specified range period. There are no Alternate Exit points. (5) Entry/exit time windows for deconfliction with IR-034, IR-049 and other IR-0	200101
IR050	6	50 traffic. For A Entry, flight must enter NET 17 minutes prior to the scheduledrange start time (RST) and NLT 22 minutes prior to the range end time (RET). For B Entry, enter NET 15 minutes prior to RST and NLT 20 minutes prior to RET. Fl	200101
IR050	7	ight must exit IR-050 NET the RST and NLT 10 minutes prior to RET. Maintain between 360-540 knots ground speed. Entry outside time windows is not authorized andrequires rescheduling.	200101
IR050	8	(6) Radar navigation and contour flying authorized A to G. (7) Restrictions: Avoid overflight of Brownsville N27-18 W81-49; hospital at N27-12 W81-41 by 1 NM; Arcadia at N27-12.5 W81-50.0; Brighton N27-13.8 W81-05.7.	200101
IR050	9	(8) This route is deconflicted with IR-034, IR-051 and IR-055 by 347 Rescue Wing, Det 1/ROA Scheduling. IR-050 is MARSA with these MTRs. (9) CAUTION: IR-050 airspace coincides with: VR-1006 from D to F, VR-1098 from D	200101
IR050	10	to G, VR-1087 from E to G, and cross VR-1098 at F. In VMC, See and Avoid. (10) CAUTION: Be alert for light aircraft in vicinity of C and D. Avoid flight within 1500' or 3 NM of private airports enroute.	200101
IR050	11	(11) Minimum IMC altitude 1700' MSL for entire route. (12) 15 Oct-15Mar/Mirgatory birds: From 1 hour before sunset to 1 hour after sunrise, minimum altitude is IMC altitude for entire route.	200101
IR050	12	(13) Use Caution: Entry Point A is within 2 NM of Class B and C airspace. (14) Use Caution: Alternate Entry Point B is within 20 NM of Class B and C airspace.	200101
IR050	13	FSS's Within 100 NM Radius: MIA, PIE, WBR	200101
IR051	1	TERRAIN FOLLOWING OPERATIONS: Contour flying and terrain following radar flying authorized from A to D and F to M. Minimum IMC altitude 1700' MSL from A to D and from F to M. Minimum IMC altitude 3000' MSL from D to F.	200101
IR051	2	ROUTE WIDTH - 8 NM left and 3 NM right of centerline from A to B; 5 NM either side of centerline from B to F; 4 NM either side of centerline from F to H; 3 NM either side of centerline from H to L; 6 NM left and 4 NM right of centerline fro	200101
IR051	3	m L to M. Special Operating Procedures: (1) All requests for use of this route must be approved by the 347 Rescue Wing,	200101
IR051	4	Det 1/ROA Scheduling Activity a minimum of one day in advance during normal dutyhours. Same day changes or cancellations shall be coordinated through the Scheduling Activity.	200101
IR051	5	(2) Contact 347 Rescue Wing, Det1/RO Originating Activity during normal duty hours for hazard briefing prior to flying route. (3) Alternate Entry: B and F when flight planned, and between H and I when enter	200101
IR051	6	ing from Marina MOA. (A is only authorized on departure from MacDill AFB, FL) (4) This route is used for aircraft scheduled for entry into R-2901 with a specified range period. There are no Alternate Exit points.	200101
IR051	7	(5) Entry/exit time windows for deconfliction with IR-046, IR-049, IR-050, IR-056, VR-1089, VR-1098 and other IR-051 traffic. For A/B Entry, enter NET 27 minutes prior to scheduled range start time (RST) and NLT 32 minutes prior to range en	200101
IR051	8	d time (RET). For F Entry, enter NET 14 minutes prior to RST and NLT 19 minutes prior to RET. Flight must exit IR-051 NET the RST and NLT 10 minutes prior to RET. Maintain between 420-540 kts ground speed. Round entry outside time windows n	200101
IR051	9	ot authorized and requires rescheduling. (6) Radar navigation authorized A to K. (7) This route is deconflicted with IR-034, IR-046, IR-049, IR-050, IR-055, and	200101
IR051	10	IR-056. IR-051 is MARSA with them. (8) Restrictions: Avoid overflight of hospital N27-12 W81-41 by 1 NM. (9) IR-051 airspace coincides with VR-1006 from F to L. In VMC, See and Avoid.	200101
IR051	11	(10) CAUTION: Be alert for light aircraft in vicinity of C, D, and along the Florida Turnpike. (11) Minimum IMC altitude is 1700' MSL except from D to F where 3000' MSL is man	200101
IR051	12	datory altitude. Numerous MTRs under IR-051 between D to F. (12) 15 Oct-15 Mar/Migratory birds: From 1 hour before sunset to 1 hour after sunrise, minimum altitude is IMC altitude for entire route.	200101
IR051	13	(13) Possible bird hazard area located approximatly N27-20.6 W80-41.4. Avoid this area by 3 NM or above 2000' AGL. (14) Use Caution: Entry Point A is within 2 NM of Class B and C airspace.	200101
IR051	14	(15) Use Caution: Alternate Entry Point B is within 20 NM of Class B and C airspace. FSS's Within 100 NM Radius: GNV, MIA, PIE	200101
IR053	1	ROUTE WIDTH - 5 NM either side of centerlinefrom A to C; 2 NM either side of centerline from C to E; 5 NM either side of centerline E to F. Special Operating Procedures:	200101
IR053	2	(1) All requests for use of this route must be approved by the 347WG, Det 1/ROA Scheduling Activity a minimum of one day in advance during normal duty hours. Same day changes or cancellations shall be coordinated through the Scheduling Acti	200101
IR053	3	vity.                                                                        (2)Alternate Entry: B (A is only authorized on departure from Homestead ARB). (3) Contact	200101
IR053	4	Navy Key West APP CON not later than 5 minutes prior to exit. (4) Clearance to flythis route does not include clearance into W-174E, Marquesas/Patricia target ar	200101
