NAV_IDENT	TYPE	CTRY	NAV_KEY_CD	STATE_PROV	NAME	ICAO	WAC	FREQ	USAGE_CD	CHAN	RCC	FREQ_PROT	POWER	NAV_RANGE	LOC_HDATUM	WGS_DATUM	WGS_LAT	WGS_DLAT	WGS_LONG	WGS_DLONG	SLAVED_VAR	MAG_VAR	ELEV	DME_WGS_LAT	DME_WGS_DLAT	DME_WGS_LONG	DME_WGS_DLONG	DME_ELEV	ARPT_ICAO	OS	CYCLE_DATE
AB	5	US	3	46	RENEY	KZ	0266	203000K	T		MH		U	U	WGE	WGE	N45230962	45.386006	W098194209	-98.328358		E005298 0106	U					U	KABR	I	200204
AB	5	US	4	42	LEEHI	KZ	0310	400000K	T		MH		U	U	WGE	WGE	N40350890	40.585806	W075325840	-75.549556		W012112 0106	U					U	KABE	I	200206
ABA	4	AA	1		ARUBA	TN	0707	112500M	B	072X	HA		U	U	NAS	WGE	N12303541	12.509835	W069562643	-69.940675	W00400175	W009370 0106	00059					U	TNCA	I	200204
ABA	7	AS	1		ALBANY	YM	1461	240000K	B	034X	H		50	60	WGE	WGE	S34570800	-34.952222	E117483800	117.810556		W002034 0106	00243					U	YABA	I	200603
ABB	2	US	1	18	NABB	KZ	0358	112400M	L	071X	L		U	U	WGE	WGE	N38351977	38.588825	W085380959	-85.635997	E00100188	W004045 0106	00710					U	IMS	I	200208
ABB	4	FR	1		ABBEVILLE	LF	0230	108450M	B	021Y	HA	080/50	25	50	WGE	WGE	N50080650	50.135139	E001511690	1.854694	W00300798	W001232 0106	00223					U	LFOI	I	200606
ABC	4	NI	1		ABUJA	DN	0784	116300M	B	110X	L		U	U	WGE	WGE	N09021607	9.037797	E007170635	7.285097		W002022 0106	01240					U	DNAA	I	200512
ABD	4	IR	1		ABADAN	OI	0444	114500M	B	092X	HA		U	U	WGE	WGE	N30231330	30.387028	E048130340	48.217611	E00300197	E003069 0106	00010					U	OIAA	I	200604
ABD	5	SY	1		ABYAD	OS	0426	264000K	B		HH		U	U	WGE	WGE	N33200703	33.335286	E036254148	36.428189		E003530 0106	U					U	OSDI	I	200204
ABG	5	US	1	48	AMBASSADOR	KZ	0407	404000K	T		MH		25	U	WGE	WGE	N32350751	32.585419	W095064680	-95.112999		E003377 0106	00420					U	1TX9	I	200204
ABH	2	SA	1		ABHA	OE	0668	112900M	B	076X	HA		U	U	WGE	WGE	N18143090	18.241917	E042392500	42.656944	E00100798	E002111 0106	06862					U	OEAB	I	200501
ABI	2	US	1	48	ABILENE	KZ	0407	113700M	B	084X	HA		U	U	WGE	WGE	N32285278	32.481328	W099514845	-99.863458	E01001288	E006246 0106	01810					U	KDYS	I	200205
ABI	3	DJ	1		DJIBOUTI/AMBOULI	HD	0790		B	093X	HA		U	U	WGE	WGE	N11325716	11.549211	E043091741	43.154836		E001282 0706	00049					U	HDAM	I	200609
ABK	4	RS	1		ABAKAN	UN	0161	113300M	B	080X	HA		U	U	U	WGE	N53444200	53.745000	E091230600	91.385000	E00400798	E004192 0106	00827					U	UNAA	I	200609
ABL	5	CO	1		AMBALEMA	SK	0829	300000K	B		H		1000	200	WGE	WGE	N04470200	4.783889	W074460300	-74.767500		W005110 0106	U					U		I	200602
ABM	5	IR	1		ABUMUSA ISLAND	OI	0548	285000K	B		MH		U	U	WGE	WGE	N25524010	25.877806	E055012260	55.022944		E001384 0106	00023					U	OIBA	I	200605
ABN	5	IT	1		ALBENGA	LI	0253	420000K	B		MH		40	40	WGE	WGE	N44032100	44.055833	E008131600	8.221111		E000515 0106	U					U	LIMG	I	200205
ABQ	2	US	1	35	ALBUQUERQUE	KZ	0406	113200M	B	079X	HA		U	U	WGE	WGE	N35023767	35.043796	W106485873	-106.816314	E01300165	E009551 0106	05743					U	KIKR	I	200204
ABR	4	US	1	46	ABERDEEN	KZ	0266	113000M	B	077X	HA		U	U	WGE	WGE	N45250248	45.417356	W098220739	-98.368719	E00700188	E005316 0106	01301					U	BTN	I	200204
ABT	5	SP	1		ALBACETE	LE	0346	321000K	L		H		50	50	WGE	WGE	N38563870	38.944083	W001595160	-1.997667		W001399 0106	U					U	LEAB	I	200204
ABU	4	LY	1		ABU ARGUB	HL	0423	115100M	B	098X	HA		U	U	WGE	WGE	N32274600	32.462778	E013101000	13.169444		E001291 0106	00470					U	HLLT	I	200310
ABU	5	GM	1		ALTENBURG	ED	0231	330000K	T		MH		25	25	WGE	WGE	N50593759	50.993775	E012311574	12.521039		E001561 0406	00581					U	EDAC	I	200605
ABV	4	SF	1		ALEXANDER BAY	FA	1396	112100M	B	058X	HA		50	200	WGE	WGE	S28341449	-28.570692	E016320200	16.533889	W01800798	W019183 0106	00098					U	FAAB	I	200511
AC	5	CA	1		PLEASANT LAKE	CZ	0311	230000K	L		MH		U	U	WGE	WGE	N43513909	43.860858	W066023696	-66.043600		W017566 0106	00141					U	CYQI	I	200204
AC	5	US	1	48	COFFI	KZ	0469	358000K	T		H		U	U	WGE	WGE	N31413829	31.693969	W097121372	-97.203811		E004551 0106	U					U	KACT	I	200204
AC	5	US	2	25	WAIVS	KA	0310	248000K	T		MH		U	U	WGE	WGE	N41184011	41.311142	W069591219	-69.986719		W015315 0106	U					U	KACK	I	200204
AC	5	VM	1		ANLOC	VV	0739	320000K	B		H		50	73	WGE	WGE	N10562100	10.939167	E107111800	107.188333		W000138 0106	U					U		I	200208
ACA	4	MX	1		ACAPULCO	MM	0643	115900M	B	106X	HA		200	U	WGE	WGE	N16453050	16.758472	W099451427	-99.753964	E00800797	E006192 0106	00013					U	MMAA	I	200503
ACC	4	GH	1		ACCRA	DG	0816	113100M	B	078X	HA		U	U	WGE	WGE	N05380281	5.634114	W000091924	-0.155344	W00700903	W004426 0106	00205					U	DGAA	I	200404
ACD	5	SP	1		ALCOBENDAS	LE	0319	417000K	L		MH		U	30	WGE	WGE	N40350841	40.585669	W003403544	-3.676511		W002162 0106	U					U	LEMD	I	200204
ACE	5	US	1	02	KACHEMAK	PA	0136	277000K	L		H		1000	U	WGE	WGE	N59382880	59.641333	W151300098	-151.500272		E019119 0106	00078					U	PAHO	I	200204
ACH	2	US	1	35	ANTON CHICO	KZ	0406	117800M	B	125X	HA		U	U	WGE	WGE	N35064214	35.111706	W105022374	-105.039929	E01200165	E009091 0106	05450					U	NM76	I	200204
ACJ	4	BR	1		ARACAJU	SB	1066	112000M	B	057X	HA		U	200	WGE	WGE	S10590239	-10.983997	W037041722	-37.071450	W02200798	W022589 0106	00026					U	SBAR	I	200602
ACJ	5	BR	1		ARACAJU	SB	1066	355000K	B		H		200	20	WGE	WGE	S10591717	-10.988103	W037042530	-37.073694		W022589 0106	00026					U	SBAR	I	200512
ACK	4	US	1	25	NANTUCKET	KZ	0310	116200M	B	109X	HA		U	U	WGE	WGE	N41165464	41.281844	W070013605	-70.026681	W01500188	W015298 0106	00100					U	KACK	I	200204
ACO	4	US	1	39	AKRON	KZ	0309	114400M	L	091X	L		U	U	WGE	WGE	N41062845	41.107903	W081120544	-81.201511	W00400492	W008159 0106	01200					U	1G5	I	200511
ACO	5	PE	1		ATICO	SP	1194	202000K	B		H		50	50	WGE	WGE	S16143700	-16.243611	W073344300	-73.578611		W001193 0106	U					U		I	200211
ACQ	5	US	1	27	WASECA	KZ	0266	371000K	T		MH		U	U	WGE	WGE	N44041287	44.070242	W093330880	-93.552444		E001379 0106	01120					U	ACQ	I	200204
ACT	2	US	1	48	WACO	KZ	0469	115300M	B	100X	HA		U	U	WGE	WGE	N31394439	31.662330	W097160853	-97.269036	E00900865	E004574 0106	00510					U	PWG	I	200313
ACV	4	US	1	06	ARCATA	KZ	0304	110200M	L	039X	T		25	25	WGE	WGE	N40585319	40.981442	W124062995	-124.108319	E01700185	E015535 0106	00193					U	KACV	I	200509
ACY	2	US	1	34	ATLANTIC CITY	KZ	0357	108600M	L	023X	L		U	U	WGE	WGE	N39272114	39.455872	W074343475	-74.576319	W01000288	W012268 0106	00070					U	KACY	I	200204
ACZ	5	US	1	37	PENDY	KZ	0410	379000K	T		MH		25	U	WGE	WGE	N34425861	34.716281	W078001295	-78.003597		W008549 0106	00030					U	ACZ	I	200204
AD	4	AS	1		ADELAIDE	YM	1458	116400M	B	111X	HA		U	U	WGE	WGE	S34564901	-34.946947	E138312800	138.524444	E00700798	E008070 0106	00032					U	YPAD	I	200509
AD	4	IV	1		ABIDJAN	DI	0817	114300M	B	090X	HA		50	U	WGE	WGE	N05163790	5.277194	W003550950	-3.919306	W00700303	W005566 0806	00030					U	DIAP	I	200610
AD	5	AE	1		BATEEN	OM	0548	392000K	B		HH		U	U	WGE	WGE	N24253949	24.427636	E054272118	54.455883		E001274 0106	U					U	OMAD	I	200204
AD	5	AS	1		ADELAIDE	YM	1458	362000K	B		HH		U	85	WGE	WGE	S34564700	-34.946389	E138324600	138.546111		E008075 0106	00020					U	YPAD	I	200210
AD	5	ID	1		RENGAT	WI	0921	280000K	B		H		U	U	WGE	WGE	S00205698	-0.349161	E102200796	102.335544		E000035 0106	00061					U	WIPR	I	200511
AD	5	NO	1		ANDA	EN	0105	288000K	T		MH		U	U	WGE	WGE	N61494644	61.829567	E006065738	6.115939		W001024 0106	U					U	ENSD	I	200409
AD	5	RS	2		SHEREMETYEVO	UU	0167	700000K	T		H		U	80	U	WGE	N55591200	55.986667	E037300600	37.501667		E009438 0106	U					U	UUEE	I	200603
AD	5	RS	3		SOCHI	UR	0324	365000K	T		H		U	80	U	WGE	N43245400	43.415000	E039555400	39.931667		E005528 0106	U					U	URSS	I	200607
AD	5	RS	4		ALDAN	UE	0129	451000K	T		HH		U	80	U	WGE	N58370600	58.618333	E125254800	125.430000		W014051 0106	U					U		I	200402
AD	5	TX	1		ASHGABAT	UT	0338	407000K	T		H		U	U	U	WGE	N38001800	38.005000	E058182400	58.306667		E004222 0106	00689					U	UTAA	I	200204
AD	5	US	1	48	BRONS	KZ	0407	407000K	T		H		U	U	WGE	WGE	N33023959	33.044331	W096521390	-96.870528		E004423 0106	U					U	ADS	I	200204
AD	5	UZ	1		ANDIZHAN	UT	0328	422000K	B		H		U	U	U	WGE	N40440000	40.733333	E072180000	72.300000		E004216 0106	U					U		I	200007
AD	5	WA	1		ARANDIS	FY	1273	327500K	B		H		100	U	WGE	WGE	S22280000	-22.466667	E014573000	14.958333		W013554 0106	U					U	FYAR	I	200310
AD	5	YM	1		ADEN	OY	0687	361000K	B		H		U	200	WGE	WGE	N12521300	12.870278	E045002000	45.005556		E001193 0106	U					U	OYAA	I	200204
ADA	4	BR	1		ALDEIA	SB	1263	112100M	B	058X	HA		U	U	WGE	WGE	S22484598	-22.812772	W042054322	-42.095339		W022048 0606	00061					U	SBES	I	200607
ADA	4	TU	1		ADANA	LT	0341	112700M	B	074X	HA		U	U	WGE	WGE	N36562600	36.940556	E035123700	35.210278	E00300798	E004175 0106	00049					U	LTAF	I	200309
ADA	5	BR	1		ALDEIA	SB	1263	345000K	B		H		100	80	WGE	WGE	S22492266	-22.822961	W042054736	-42.096489		W022047 0606	00061					U	SBES	I	200607
ADA	5	TU	1		ADANA	LT	0341	395000K	B		HH		U	50	WGE	WGE	N36581500	36.970833	E035154200	35.261667		E004179 0106	U					U	LTAF	I	200408
ADA	5	VE	1		AGUADA GRANDE	SV	0771	323000K	B		H		U	U	WGE	WGE	N10370000	10.616667	W069170000	-69.283333		W009453 0106	U					U		I	200311
ADF	5	US	1	05	ARKADELPHIA	KZ	0408	275000K	T		MH		25	25	WGE	WGE	N34031935	34.055376	W093061762	-93.104894		E002132 0106	00181					U	M89	O	200308
ADG	5	US	1	26	ADRIAN	KZ	0309	278000K	T		MH		U	U	WGE	WGE	N41521193	41.869981	W084043893	-84.077481		W006089 0306	00862					U	ADG	I	200605
ADH	4	US	1	40	ADA	KZ	0407	117800M	L	125X	T		U	U	WGE	WGE	N34480920	34.802556	W096401230	-96.670083	E00600190	E004330 0106	00987					U	ADH	I	200604
ADK	7	US	1	02	MOUNT MOFFETT	PA	0209	530000K	B	087X	H		U	U	WGE	WGE	N51521883	51.871897	W176403363	-176.676008		E006285 0106	00332	N51521666	51.871294	W176402675	-176.674097	00379	PADK	I	200204
ADL	4	RS	1		SOCHI	UR	0324	112700M	B	074X	HA		U	U	U	WGE	N43241200	43.403333	E039565400	39.948333	E00500699	E005527 0106	00036					U	URSS	I	200602
ADM	2	US	1	40	ARDMORE	KZ	0407	116700M	B	114X	HA		U	U	WGE	WGE	N34124165	34.211569	W097100597	-97.168325	E00600394	E004523 0106	00925					U	ADM	I	200204
ADM	4	MO	1		AGADIR	GM	0454	117200M	B	119X	HA		U	U	WGE	WGE	N30191900	30.321944	W009230000	-9.383333	W00500798	W003548 0106	00295					U	GMAD	I	200205
ADN	4	MX	1		ROBERTO	MM	0522	115400M	B	101X	HA		100	U	WGE	WGE	N25515559	25.865442	W100141966	-100.238794	E00700498	E006258 0106	01476					U	MMAN	I	200503
ADN	4	UK	1		ABERDEEN	EG	0150	114300M	B	090X	HA	090/50	U	200	WGE	WGE	N57183800	57.310556	W002160200	-2.267222	W00500101	W004148 0106	00600					U	EGPD	I	200205
ADO	5	AR	1		PUERTO DESEADO	SA	1586	210000K	L		HH		U	162	WGE	WGE	S47440000	-47.733333	W065543400	-65.909444		E007234 0106	00266					U	SAWD	I	200205
ADR	4	AG	1		ADRAR	DA	0539	112600M	B	073X	T	200/25	U	U	WGE	WGE	N27490134	27.817039	W000122112	-0.205867		W001172 0106	00920					U	DAUA	I	200602
ADR	5	AG	1		ADRAR	DA	0539	340000K	B		H	125/16	U	125	WGE	WGE	N27470700	27.785278	W000134900	-0.230278		W001160 0506	U					U	DAUA	I	200606
ADS	4	ET	1		ADDIS ABABA	HA	0789	112900M	B	076X	HA		100	63	WGE	WGE	N08583015	8.975042	E038475784	38.799400		E001408 0706	07656					U	HAAB	I	200610
ADT	5	US	1	20	ATWOOD	KZ	0361	365000K	T		MH		U	U	WGE	WGE	N39501910	39.838639	W101024220	-101.045056		E007216 0106	02936					U	ADT	I	200204
ADU	5	US	1	19	AUDUBON	KZ	0307	266000K	T		MH		25	U	WGE	WGE	N41412495	41.690264	W094543595	-94.909986		E002595 0106	01278					U	ADU	I	200204
ADV	5	SV	1		ADVENT	EN	0016	326000K	T		MH		U	U	WGE	WGE	N78103651	78.176808	E016004503	16.012508		E005164 0106	U					U	ENSB	I	200204
ADW	2	US	1	24	ANDREWS	KZ	0357	113100M	L	078X	L		U	U	WGE	WGE	N38482596	38.807211	W076515850	-76.866250	W01000597	W010463 0106	00260					U	KADW	I	200309
ADX	5	SP	1		ANDRAITX	LE	0346	384000K	B		MH		U	30	WGE	WGE	N39325799	39.549442	E002234508	2.395856		W000282 0106	U					U	LESJ	I	200407
AE	1	CD	1		ABECHE	FT	0691	114500M	B		HA		50	U	WGE	WGE	N13504240	13.845111	E020504200	20.845000		E001030 0106	01804					U	FTTC	O	200509
AE	5	US	1	35	DUDLE	KZ	0406	351000K	T		MH		U	15	WGE	WGE	N35130245	35.217347	W106424620	-106.712833		E009540 0106	U					U	AEG	I	200204
AEA	5	US	1	51	JONES	KZ	0357	373000K	T		MH		U	U	WGE	WGE	N36365227	36.614519	W078031142	-78.053172		W009214 0106	00270					U		I	200003
AEE	5	US	1	40	ANTLERS	KZ	0407	391000K	T		MH		25	25	WGE	WGE	N34113036	34.191767	W095390689	-95.651914		E003548 0106	00569					U	80F	O	200506
AEL	4	US	1	27	ALBERT LEA	KZ	0307	109800M	T	035X	T		U	U	WGE	WGE	N43405440	43.681778	W093221470	-93.370750	E00500180	E001315 0106	01265					U	AEL	I	200404
AES	5	US	1	02	NABESNA	PA	0117	390000K	L		H		U	U	WGE	WGE	N62575680	62.965778	W141531789	-141.888303		E023426 0106	U					U	PAOR	I	200204
AEX	2	US	1	22	ALEXANDRIA	KZ	0468	116100M	B	108X	HA		U	U	WGE	WGE	N31152422	31.256728	W092300351	-92.500975	E00300993	E002012 0106	00080					U	MKV	I	200204
AEY	5	US	1	47	WAVERLY	KZ	0359	329000K	T		MH		25	U	WGE	WGE	N36065821	36.116169	W087442858	-87.741272		W001576 0106	00708					U	0M5	I	200204
AF	5	AS	1		ARCHERFIELD	YB	1340	419000K	B		MH		U	30	WGE	WGE	S27341300	-27.570278	E153005800	153.016111		E011088 0106	00063					U	YBAF	I	200208
AFD	5	US	1	38	WATFORD CITY	KZ	0267	400000K	T		MH		U	U	WGE	WGE	N47485420	47.815056	W103153012	-103.258367		E009178 0106	02066					U		I	199809
AFE	7	US	1	02	KAKE	PA	0138	223000K	L	091X	MH		U	U	WGE	WGE	N56575010	56.963917	W133544280	-133.911889		E022201 0106	00170					U	PAFE	I	200212
AFI	4	BE	1		AFFLIGEM	EB	0230	114900M	T	096X	HA	040/25	U	40	WGE	WGE	N50542800	50.907778	E004082000	4.138889	W00201001	W000416 0106	00284					U	EBBR	I	200205
AFK	5	US	1	31	NEBRASKA CITY	KZ	0307	347000K	T		MH		U	U	WGE	WGE	N40362000	40.605556	W095513900	-95.860833		E003476 0106	01160					U	AFK	I	200205
AFM	3	KG	1		MANAS	UA	0328		B	067X	T		U	U	U	WGE	N43034380	43.062167	E074281440	74.470667		E005001 0106	02091					U	UAFM	I	200410
AFO	5	IV	1		AFIENOU	DI	0817	393000K	B		H		50	U	LIB	WGE	N05244010	5.411139	W002545930	-2.916472		W005380 0106	U					U		I	200510
AFP	5	US	1	37	ANSON CO	KZ	0409	283000K	T		MH		25	U	WGE	WGE	N35012633	35.023981	W080045879	-80.082997		W007328 0506	00302					U	AFP	O	200606
AFS	5	BR	1		AFONSOS	SB	1263	270000K	B		H		200	50	WGE	WGE	S22520110	-22.866972	W043220072	-43.366867		W021323 0106	00112					U	SBAF	I	200402
AG	5	ID	1		AEK GODANG	WI	0920	233000K	B		H		U	U	WGE	WGE	N01235402	1.398339	E099254428	99.428967		W000254 0106	00935					U	WIME	I	200410
AG	5	IN	1		AGRA	VI	0552	249500K	B		HH		2500	U	WGE	WGE	N27090068	27.150189	E077575509	77.965303		E000218 0106	U					U	VIAG	I	200204
AG	5	NI	1		ABUJA	DN	0784	321000K	T		MH		U	U	MIN	WGE	N09014093	9.028037	E007163736	7.277045		W002024 0106	U					U	DNAA	I	200608
AG	5	RS	2		AGOY	UR	0249	381000K	B		HH		U	80	U	WGE	N44080000	44.133333	E039020000	39.033333		E005588 0106	U					U		I	200007
AG	5	SN	1		SEMBAWANG	WS	0860	325000K	B		MH		U	30	WGE	WGE	N01252400	1.423333	E103492400	103.823333		E000141 0106	00086					U	WSAG	I	200313
AG	5	US	1	13	BUSHE	KA	0409	233000K	T		MH		U	U	WGE	WGE	N33171302	33.286950	W081564878	-81.946883		W005480 0106	U					U	KAGS	I	200601
AGB	5	GM	1		AUGSBURG	ED	0231	318000K	B		MH		25	25	WGE	WGE	N48252747	48.424297	E010555914	10.933094		E001284 0106	01542					U	EDMA	I	200303
AGC	4	US	1	42	ALLEGHENY	KZ	0309	110000M	L	037X	L		U	U	WGE	WGE	N40164315	40.278653	W080022709	-80.040858	W00900400	W008553 0106	01290					U	P53	I	200205
AGD	9	GM	1		ALTENBURG	ED	0231		T	100X	T		U	25	WGE	WGE	N50585761	50.982669	E012304414	12.512261		E001542 0106	00624					U	EDAC	I	200304
AGG	4	IN	1		AGRA	VI	0552	112000M	B	057X	L		U	U	WGE	WGE	N27090270	27.150750	E077565110	77.947528	E00001104	E000219 0106	00551					U	VIAG	I	200504
AGG	5	MP	1		AGALEGA	FI	1050	429000K	B		H		U	U	WGC	WGE	S10220000	-10.366667	E056360000	56.600000		W009049 0106	U					U		I	200105
AGH	4	GR	1		ANCHIALOS	LG	0343	110400M	B	041X	L	040/25	U	40	WGE	WGE	N39125840	39.216222	E022473093	22.791925	E00001199	E003164 0106	00065					U	LGBL	I	200603
AGI	5	BR	1		ARAGUAINA	SB	1016	205000K	B		H		U	U	WGE	WGE	S07140060	-7.233500	W048142040	-48.239000		W020130 0106	00771					U	SWGN	I	200205
AGN	4	FR	1		AGEN	LF	0319	114800M	B	095X	HA	100/50	25	120	WGE	WGE	N43531690	43.888028	E000522230	0.872861	W00200798	W001062 0106	00868					U		I	200606
AGN	5	BR	1		ALAGOINHAS	SB	1141	310000K	L		H		200	50	WGE	WGE	S12090960	-12.152667	W038232220	-38.389500		W023019 0106	U					U	SBSV	I	200212
AGU	4	MX	1		AGUASCALIENTES	MM	0590	113600M	B	083X	HA		100	U	WGE	WGE	N21424104	21.711400	W102190857	-102.319047	E00800198	E007097 0106	06112					U	MMAS	I	200503
AGU	5	BL	1		MONTEAGUDO	SL	1193	305000K	L		H		U	U	PRP	WGE	S19500774	-19.835483	W063575525	-63.965348		W008191 0106	U					U	SLAG	I	200506
AGV	4	SF	1		AGGENEYS	FA	1396	116700M	B	114X	HA		25	100	WGE	WGE	S29285200	-29.481111	E018334500	18.562500		W020100 0106	03356					U		I	200511
AGV	4	VE	1		ACARIGUA	SV	0771	113400M	B	081X	HA		U	U	WGE	WGE	N09331710	9.554750	W069141030	-69.236194	W00600798	W009393 0306	00640					U	SVAC	I	200605
AGV	5	VE	1		ACARIGUA	SV	0771	225000K	L		H		100	25	WGE	WGE	N09330610	9.551694	W069135830	-69.232861		W009384 0106	00640					U	SVAC	I	200605
AGZ	1	KZ	1		AYAGUZ	UA	0244	113600M	B		HA		U	U	U	WGE	N47555200	47.931111	E080265900	80.449722		E005555 0706	U					U		I	200608
AGZ	5	US	1	46	WAGNER	KZ	0307	392000K	T		MH		U	U	WGE	WGE	N43034498	43.062494	W098173228	-98.292301		E005315 0106	01462					U	AGZ	I	200204
AH	5	IN	1		AHMEDABAD	VA	0560	215000K	B		HH		3000	U	WGE	WGE	N23082900	23.141389	E072415880	72.699667		W000094 0106	U					U	VAAH	I	200602
AH	5	MA	1		ANTALAHA	FM	1156	321000K	B		H		50	U	WGE	WGE	S14595610	-14.998917	E050190450	50.317917		W011368 0106	U					U	FMNH	I	200509
AHC	4	US	1	06	AMEDEE	KZ	0304	109000M	T	027X	T		25	25	WGE	WGE	N40160431	40.267864	W120090703	-120.151953	E01700180	E015017 0106	04028					U	AHC	I	200204
AHH	5	US	1	55	AMERON	KZ	0265	278000K	T		MH		25	U	WGE	WGE	N45165310	45.281417	W092221660	-92.371278		E000248 0106	01080					U	AHH	I	200204
AHN	2	US	2	13	ATHENS	KZ	0409	109600M	B	033X	L		U	U	WGE	WGE	N33565130	33.947583	W083192910	-83.324750	E00000188	W004570 0506	00790					U	KAHN	I	200607
AHO	3	IT	1		ALGHERO	LI	0320		B	030X	HA		50	150	WGE	WGE	N40381000	40.636111	E008172200	8.289444		E000540 0106	00088					U	LIEA	I	200503
AHQ	5	US	1	31	WAHOO	KZ	0307	400000K	T		MH		U	U	WGE	WGE	N41142101	41.239169	W096355410	-96.598361		E004189 0106	01221					U	AHQ	I	200204
AHT	3	JA	1		ASHIYA	RJ	0388		B	023X	HA		50	50	WGE	WGE	N33531800	33.888333	E130390100	130.650278	W00701104	W006527 0106	00084					U	RJFA	I	200413
AHT	7	US	1	02	AMCHITKA	PA	0210	379000K	B	079X	MH		U	U	WGE	WGE	N51224677	51.379658	W179153014	-179.258372		E005106 0106	00221					U		I	200113
AHX	5	US	1	48	ATHENS	KZ	0407	269000K	T		MH		25	U	WGE	WGE	N32093355	32.159320	W095494887	-95.830242		E004054 0106	00440					U	F44	I	200204
AI	5	BR	1		SAO JOAO	SB	0945	320000K	B		H		500	300	WGE	WGE	S01165280	-1.281333	W044541200	-44.903333		W020309 0106	U					U		I	200407
AI	5	CW	1		AITUTAKI	NC	1210	320000K	B		HH		U	100	WGE	WGE	S18492940	-18.824833	W159462460	-159.773500		E012543 0106	00114					U	NCAI	I	200403
AI	5	KZ	1		AKCHI	UA	0329	288000K	B		H		U	U	U	WGE	N43582000	43.972222	E076200900	76.335833		E005062 0106	U					U		I	200308
AI	5	RS	1		TURA	UN	0096	430000K	B		HH		U	80	U	WGE	N64170600	64.285000	E100121200	100.203333		E001598 0106	U					U		I	200506
AI	5	US	1	18	VIDEO	KZ	0308	371000K	T		MH		25	U	WGE	WGE	N40041028	40.069522	W085303847	-85.510686		W004299 0106	00970					U	AID	I	200210
AI	5	US	2	40	ADDMO	KZ	0407	400000K	L		MH		U	U	WGE	WGE	N34135650	34.232361	W096555930	-96.933139		E004436 0106	00715					U	ADM	I	200604
AIA	4	US	1	31	ALLIANCE	KZ	0306	111800M	L	055X	L		U	U	WGE	WGE	N42032030	42.055639	W102481600	-102.804444	E01100188	E008342 0106	03925					U	AIA	I	200204
AIG	5	US	1	55	ANTIGO	KZ	0265	347000K	T		MH		25	U	WGE	WGE	N45093100	45.158611	W089064960	-89.113778		W002322 0106	01518					U	AIG	I	200204
AIK	5	US	1	45	AIKEN	KZ	0409	347000K	T		MH		U	U	WGE	WGE	N33390661	33.651836	W081403744	-81.677067		W006043 0106	00530					U	AIK	I	200204
AIN	5	AE	1		AL AIN	OM	0548	399000K	B		H		U	25	WGE	WGE	N24145500	24.248611	E055361540	55.604278		E001176 0106	U					U	OMAL	I	200204
AIO	5	US	1	19	ATLANTIC	KZ	0307	365000K	L		MH		25	U	WGE	WGE	N41241432	41.403978	W095024653	-95.046258		E003072 0106	01153					U	AIO	I	200604
AIR	4	US	1	39	BELLAIRE	KZ	0309	117100M	B	118X	HA		U	U	WGE	WGE	N40010126	40.017017	W080490211	-80.817253	W00701092	W008152 0106	01290					U	6G5	I	200204
AIT	5	US	1	27	AITKIN	KZ	0266	397000K	T		MH		25	U	WGE	WGE	N46325084	46.547456	W093403089	-93.675248		E001236 0106	01207					U	AIT	I	200204
AIV	5	US	1	01	ALICEVILLE	KZ	0408	254000K	L		MH		49	U	WGE	WGE	N33065045	33.114014	W088110811	-88.185586		W001110 0106	U					U	KAIV	I	200604
AIX	7	US	1	02	NANWAK	PA	0119	323000K	L	076X	H		U	U	WGE	WGE	N60230611	60.385031	W166125319	-166.214775		E012320 0106	00033					U	PAMY	I	200204
AIZ	5	US	1	29	KAISER	KZ	0359	377000K	T		MH		U	U	WGE	WGE	N38054783	38.096619	W092331106	-92.553072		E001290 0106	00863					U	AIZ	I	200301
AJ	5	CN	1		OUANI	FM	1155	369000K	B		H		50	50	WGE	WGE	S12075530	-12.132028	E044254291	44.428586		W007093 0106	U					U	FMCV	I	200310
AJ	5	IR	1		AGHAJARI	OI	0444	365000K	B		HH		U	U	WGE	WGE	N30450000	30.750000	E049410000	49.683333		E003037 0106	00088					U	OIAG	I	200205
AJ	5	RS	1		KRASNOYARSK	UN	0159	334000K	T		H		U	80	U	WGE	N56113600	56.193333	E092242400	92.406667		E004407 0106	U					U	UNKL	I	200610
AJ	5	RS	2		STARITSA	UU	0154	430000K	B		HH		U	80	U	WGE	N56310000	56.516667	E034560000	34.933333		E009152 0106	U					U	UNKL	I	200301
AJA	5	GQ	1		MT MACAJNA	KZ	0731	385000K	T		HH		U	U	WGE	WGE	N13271777	13.454936	E144441290	144.736917		E001274 0106	00660					U	PGUM	I	200204
AJE	4	JA	1		AWAJI	RJ	0388	115600M	B	103X	T		100	U	WGE	WGE	N34161309	34.270303	E134424659	134.712942	W00701104	W006560 0106	00884					U		I	200413
AJF	2	SA	1		AL JOUF	OE	0446	117800M	B	125X	HA		U	U	WGE	WGE	N29472040	29.789000	E040042720	40.074222		E003290 0106	02261					U	OESK	I	200503
AJG	5	US	1	17	MT CARMEL	KZ	0359	524000K	L		MH		25	U	WGE	WGE	N38364317	38.611992	W087433410	-87.726139		W002235 0106	00430					U	AJG	I	200204
AJO	4	FR	2		AJACCIO	LF	0320	114800M	B	095X	HA	100/50	25	50	WGE	WGE	N41461390	41.770528	E008462880	8.774667	E00000798	E001002 0106	02142	N41461230	41.770083	E008462810	8.774472	U		I	200606
