ARPT_IDENT	COMM_TYPE	COMM_NAME	SYM	FREQ_1	FREQ_2	FREQ_3	FREQ_4	FREQ_5	SEC	S_OPR_H	CYCLE_DATE
AS19700	FSS	BRISBANE CNTR		122.1   M							200009
AS19988	CTAF	CTAF		126.7   M							200002
AS19988	FSS	BRISBANE CNTR		121.2   M							200014
AS20319	CTAF	CTAF		126.7   M							199812
AS20319	FSS	BRISBANE CNTR		124.8   M							200009
AS20878	FSS	MELBOURNE CNTR		122.4   M							200009
AS20878	UNIC	CTAF/UNICOM		118.8   M						UNICOM opr 2200-0700Z++.	200205
AS20919	CTAF	CTAF		118.1   M							200512
AS20919	FSS	MELBOURNE CNTR		119.4   M	120.7   M	124.0   M					200506
AS21460	CTAF	CTAF		118.2   M							200512
AS21460	FSS	MELBOURNE CNTR		119.5   M							200009
AS21736	APP	BRISBANE APP		123.5   M							200012
AS21736	ATIS	ATIS		112.3   M	134.5   M					Opr by NOTAM	200313
AS21736	CTAF	CTAF		118.7   M						Outside twr hrs.	200512
AS21736	FSS	BRISBANE RADAR		119.5   M						Outside twr hrs.	200014
AS21736	GCCD	GND		121.8   M						Opr by NOTAM	200313
AS21736	TWR	TWR		118.7   M						Opr by NOTAM	200313
AS22891	CTAF	CTAF		126.7   M							200512
AS22891	FSS	BRISBANE CNTR		122.1   M							200009
AS23021	CTAF	CTAF		126.7   M							199813
AS23021	FSS	MELBOURNE CNTR		125.8   M							200009
AS23151	CTAF	CTAF		126.7   M							200007
AS23151	FSS	BRISBANE CNTR		125.7   M							200014
AS23431	CTAF	CTAF		124.2   M							200512
AS23431	FSS	BRISBANE CNTR		120.3   M							200009
AS23849	CTAF	CTAF		122.9   M							200006
AS23849	FSS	MELBOURNE CNTR		118.6   M							200009
AS23941	CTAF	CTAF		126.7   M							199806
AS23941	FSS	MELBOURNE CNTR		120.7   M							200009
AS24432	CTAF	CTAF		126.7   M							200001
AS24432	FSS	MELBOURNE CNTR		123.9   M							200009
AS24555	CTAF	CTAF		126.7   M							199807
AS24555	FSS	MELBOURNE CNTR		123.9   M							200009
AS24761	CTAF	CTAF		128.0   M							200409
AS24761	FSS	BRISBANE CNTR		124.8   M							200009
AS25359	CTAF	CTAF		126.9   M							200512
AS25359	FSS	MELBOURNE CNTR		120.7   M							200009
AS25631	CTAF	CTAF		126.7   M							199813
AS25631	FSS	BRISBANE CNTR		122.1   M							200009
AS26605	CTAF	CTAF		126.7   M							199813
AS26605	FSS	BRISBANE CNTR		126.0   M							200009
AS27004	CTAF	CTAF		126.7   M							199812
AS27004	FSS	BRISBANE CNTR		127.1   M							200009
AS28197	ATIS	ATIS		120.9   M	398.0   M					Opr 2200-0800Z++ Thu-Mon, 2200-1100Z++ Tue-Wed.	200507
AS28197	CTAF	CTAF		118.1   M						Outside twr hrs.	200512
AS28197	FSS	MOORABBIN CNTR		120.0   M							200503
AS28197	GND	GND		119.9   M							200503
AS28197	TWR	TWR		118.1   M	123.0   M					Opr 2200-0800Z++ Thu-Mon, 2200-1100Z++ Tue-Wed.	200607
AS28309	ATIS	ATIS		112.7   M	128.0   M						200202
AS28309	CLD	MACKAY CLNC DEL		121.7   M							200609
AS28309	CTAF	CTAF		124.5   M						Outside twr hrs.	200512
AS28309	FSS	BRISBANE CNTR		135.5   M						Outside twr hrs	200009
AS28309	TWR	TWR		124.5   M						2125-1100Z dly.	200512
AS28469	CTAF	CTAF		119.1   M							199813
AS28469	FSS	MELBOURNE CNTR		125.8   M							200009
AS29442	CTAF	CTAF		124.2   M							199813
AS29442	FSS	BRISBANE CNTR		125.75  M							200009
AS29547	CTAF	CTAF		126.7   M							199812
AS29547	FSS	MELBOURNE CNTR		135.25  M							200009
AS29962	ACP	RICCOM COMD POST		261.7   M							199905
AS29962	APP	SYDNEY APP		135.9   M	363.8   M						200003
AS29962	ATIS	ATIS		347.0   M	274.55  M						200104
AS29962	CTAF	CTAF		135.5   M							200512
AS29962	FSS	SYDNEY RADAR		124.55  M							200009
AS29962	GCA	AMC OPS		349.4   M							200206
AS29962	GND	GND		128.25  M							200005
AS29962	SFA	AOCS HF NET		8974    K	11235   K	13206   K	3032    K	5687    K			200004
AS29962	TWR	TWR		135.5   M	257.3   M						199813
AS31041	CTAF	CTAF		126.7   M							199813
AS31041	FSS	BRISBANE CNTR		123.95  M							200110
AS31554	CTAF	CTAF		127.65  M						Outside twr hrs.	200512
AS31554	FSS	BRISBANE CNTR		121.2   M	134.3   M						200009
AS31563	CTAF	CTAF		126.7   M							199813
AS31563	FSS	BRISBANE CNTR		118.8   M							200009
AS31707	CTAF	CTAF		126.7   M							199813
AS31707	FSS	BRISBANE CNTR		118.6   M							200009
AS31732	CTAF	CTAF		126.7   M							199812
AS31732	FSS	BRISBANE CNTR		123.9   M							200009
AS31983	CTAF	CTAF		126.7   M							200007
AS31983	FSS	BRISBANE CNTR		122.3   M							200009
AS32127	CTAF	CTAF		126.8   M							200512
AS32127	FSS	MELBOURNE CNTR		118.4   M							200101
AS32763	CTAF	CTAF		126.7   M							200005
AS32763	FSS	MELBOURNE CNTR		124.9   M							200009
AS33215	CTAF	CTAF		126.7   M							199813
AS33215	FSS	MELBOURNE CNTR		125.8   M							200212
AS33304	CTAF	CTAF		119.0   M							199813
AS33304	FSS	MELBOURNE CNTR		135.25  M							200009
AS34122	CTAF	CTAF		126.7   M							199807
AS34122	FSS	MELBOURNE CNTR		122.1   M							200009
AS35471	CTAF	CTAF		119.1   M							199813
AS35471	FSS	MELBOURNE CNTR		125.8   M							200009
AS35689	CTAF	CTAF		124.2   M							200512
AS35689	FSS	BRISBANE CNTR		120.3   M	124.3   M						200009
AS35800	APP	SALE APP	U	123.3   M	243.0   M	340.2   M					200009
AS35800	ATIS	ATIS		316.2   M	350.0   M						200001
AS35800	CLD	SALE CLNC DEL		133.6   M							200001
AS35800	CTAF	CTAF		118.3   M						Outside twr hrs.	200512
AS35800	FSS	MELBOURNE CNTR		124.0   M							200009
AS35800	GND	SALE GND		134.1   M	127.25  M						200202
AS35800	TWR	SALE TWR	U	118.3   M	257.8   M	350.0   M					200607
AS35829	CTAF	CTAF		119.3   M							199812
AS35829	FSS	MELBOURNE CNTR		126.8   M							200009
AS36455	CTAF	CTAF		126.7   M							200101
AS36455	FSS	CAIRNS APP		126.1   M							200009
AS37481	CTAF	CTAF		126.7   M							199812
AS37481	FSS	MELBOURNE CNTR		120.0   M							200009
AS37664	CTAF	CTAF		126.9   M							200512
AS37664	FSS	MELBOURNE CNTR		123.9   M							200204
AS38268	APP	APP		135.1   M							200002
AS38268	ATIS	ATIS		126.25  M	112.1   M	428.0   M					200010
AS38268	CLD	CLNC DEL		133.8   M							200205
AS38268	DEP	DEP		123.0   M	129.7   M	118.4   M					200002
AS38268	GND	GND		121.7   M	126.5   M						200009
AS38268	OPS	RAAF AIR OPS		11235   K	13206   K	3032    K	5687    K				200602
AS38268	TWR	TWR		120.5   M	124.7   M						200009
AS38830	CTAF	CTAF/UNICOM		126.7   M							200513
AS38830	FSS	MELBOURNE CNTR		125.9   M							200009
AS39123	CTAF	CTAF		118.8   M							200512
AS39123	FSS	BRISBANE CNTR		119.55  M							200107
AS39166	CTAF	CTAF		126.7   M							200512
AS39166	FSS	MELBOURNE CNTR		123.4   M							200104
AS39570	ATIS	ATIS		115.6   M							199913
AS39570	CTAF	CTAF		124.2   M						Outside twr hrs.	200512
AS39570	FSS	MELBOURNE CNTR		125.2   M						Outside Twr hrs.	200009
AS39570	TWR	TWR		124.2   M						Opr 2015-1030Z++ Mon-Fri; 2330-0715Z++ Sat; 2300-1030Z++ Sun.	200208
AS41736	CTAF	CTAF		126.7   M							199813
AS41736	FSS	BRISBANE CNTR		124.6   M							200009
AS42217	CTAF	CTAF		126.7   M							200105
AS42217	FSS	BRISBANE CNTR		122.3   M							200009
AS42456	ATIS	ATIS		116.9   M	128.5   M						200007
AS42456	CTAF	CTAF		118.1   M						Outside twr hrs.	200604
AS42456	FSS	BRISBANE CNTR		119.55  M						Outside twr hrs	200107
AS42456	GND	ROCKY GND		121.8   M							200505
AS42456	TWR	TWR		118.1   M						Opr 2130-1035Z Mon-Fri, 2215-1035Z Sat-Sun.	200311
AS42929	FSS	MELBOURNE CNTR		125.8   M							200009
AS42929	UNIC	CTAF/UNICOM		118.8   M							200203
AS43020	APP	WILLY APP	RU	135.7   M	293.4   M	243.0   M					200604
AS43020	ATIS	ATIS		316.1   M	365.0   M						200103
AS43020	CLD	CLNC DEL		130.35  M							200311
AS43020	CTAF	CTAF		118.3   M						Outside twr hrs.	200512
AS43020	FSS	BRISBANE CNTR		125.7   M							200009
AS43020	GND	GND		121.8   M							200311
AS43020	TWR	TWR	RU	118.3   M	257.8   M	243.0   M					200311
AS44093	CTAF	CTAF		126.7   M							199812
AS44093	FSS	MELBOURNE CNTR		125.8   M							200009
AS44277	ATIS	ATIS		120.9   M							199901
AS44277	CLD	CLNC DEL		132.95  M							200311
AS44277	CTAF	CTAF		118.1   M						Outside twr hr.	200512
AS44277	FSS	RADAR		135.25  M							200506
AS44277	GND	GND		124.3   M						Opr Jun-Aug 0001-1200Z Mon-Fri, 0001-1000Z Sat-Sun. Sep-May 0001-1300Z Mon-Fri.	200509
AS44277	TWR	TWR		118.1   M	119.4   M					Opr Jun-Aug 0001-1200Z Mon-Fri, 0001-1000Z Sat-Sun. Sep-May 0001-1300Z Mon-Fri.	200509
AS44307	CTAF	CTAF		126.7   M							199807
AS44307	FSS	MELBOURNE CNTR		122.0   M							200009
AS44603	CTAF	CTAF		126.7   M							200607
AS44603	FSS	BRISBANE CNTR		122.4   M							200009
AS44667	CTAF	CTAF		122.7   M							199813
AS44667	FSS	BRISBANE CNTR		121.2   M	123.9   M						200105
AS44736	CTAF	CTAF		126.7   M							199813
AS44736	FSS	BRISBANE  CNTR		128.55  M							200303
AS44801	CTAF	CTAF		126.7   M							200513
AS44801	FSS	MELBOURNE CNTR		121.2   M							200009
AS44801	UNIC	LEIGH CREEK UNICOM		126.7   M						2300-0600Z	200513
AS45562	APP	SALE APP		123.3   M	243.0   M	340.2   M				Opr 2200-1200Z++ Mon-Thu, 2200-0500Z++ Fri, OT as rqr.	200013
AS45562	CLD	SALE CLNC DEL		133.6   M						Opr 2200-1200Z++ Mon-Thu, 2200-0500Z++ Fri, OT as rqr.	200013
AS45562	CTAF	CTAF		118.3   M							199813
AS45562	FSS	MELBOURNE CNTR		124.0   M							200009
AS45974	ATIS	ATIS		125.1   M	281.0   M						200103
AS45974	CTAF	CTAF		120.1   M						Outside twr hrs.	200512
AS45974	FSS	SYDNEY RADAR		124.55  M							200009
AS45974	GND	GND		121.9   M							200002
AS45974	TWR	TWR		120.1   M						Opr 2300-0700Z++ Sat and Sun, OT by NOTAM.	200309
AS46476	CTAF	CTAF		126.7   M							199813
AS46476	FSS	BRISBANE CNTR		120.55  M							200009
AS46891	CTAF	CTAF		126.7   M							200512
AS46891	FSS	MELBOURNE CNTR		133.2   M							200313
AS47060	CTAF	CTAF		126.7   M							199813
AS47060	FSS	BRISBANE CNTR		128.5   M							200407
AS47290	ATIS	ATIS		126.55  M							200105
AS47290	CTAF	CTAF		126.0   M						Outside twr hrs	200512
AS47290	FSS	BRISBANE CNTR		123.9   M							200009
AS47493	CTAF	CTAF		126.0   M							199807
AS47493	FSS	PERTH RADAR		135.25  M							200507
AS48018	CTAF	CTAF		127.15  M							200512
AS48018	FSS	BRISBANE CNTR		123.4   M							200009
AS48039	CTAF	CTAF		126.7   M							199813
AS48039	FSS	BRISBANE CNTR		133.05  M							200009
AS48128	CTAF	CTAF		126.7   M							199813
AS48128	FSS	BRISBANE CNTR		123.95  M							200112
AS48360	CTAF	CTAF		126.7   M							200512
AS48360	FSS	MELBOURNE CNTR		119.5   M							200009
AS48380	CTAF	CTAF		126.7   M							199813
AS48380	FSS	BRISBANE CNTR		125.7   M							200009
AS49046	CTAF	CTAF		126.55  M							200512
AS49046	FSS	BRISBANE CNTR		124.6   M							200009
AS49268	CTAF	CTAF		126.7   M							199813
AS49268	FSS	BRISBANE CNTR		120.15  M							200009
AS49345	CTAF	CTAF		126.7   M							199813
AS49345	FSS	MELBOURNE CNTR		135.25  M							200009
AS49651	A/D	APP/DEP	RU	126.8   M	276.0   M	307.8   M	335.8   M	282.4   M		Opr 1930-1200Z Mon-Fri; 2000-1200Z Sat, Sun and Hol.	200309
AS49651	ATIS	ATIS		133.5   M	114.1   M	276.0   M					200112
AS49651	CLD	CLNC DEL		128.1   M	236.1   M						200005
AS49651	CTAF	CTAF		118.3   M						Outside twr hrs	200512
AS49651	FSS	BRISBANE CNTR		120.55  M						Outside twr hrs	200012
AS49651	GND	GND		121.8   M	264.6   M	119.45  M					200112
AS49651	OPS	RAAF AIR OPS		8974    K	11235   K	13206   K	3032    K	5687    K			200304
AS49651	TWR	TWR	U	118.3   M	257.8   M	276.0   M				Opr 1930-1200Z Mon-Fri; 2000-1200Z Sat, Sun and Hol.	200309
AS49779	CTAF	CTAF		126.7   M							200512
AS49779	FSS	BRISBANE CNTR		118.2   M							200009
AS49837	APP	ADELAIDE APP	RU	128.6   M	306.3   M						200003
AS49837	ATIS	ATIS		316.3   M							200003
AS49837	CTAF	CTAF		118.3   M	257.8   M					Outside twr hrs.	200512
AS49837	FSS	FLIGHTWATCH		128.6   M							200305
AS49837	GND	GND		134.1   M							200003
AS49837	TWR	TWR	U	118.3   M	257.8   M	311.0   M					200003
AS50389	CTAF	CTAF		126.7   M							199812
AS50389	FSS	MELBOURNE CNTR		124.1   M	126.0   M						200313
AS50429	CTAF	CTAF		126.7   M							199813
AS50429	FSS	BRISBANE CNTR		128.55  M							200009
AS50510	ATIS	ATIS		115.9   M	335.0   M					Opr 2200-0930Z	200103
AS50510	CTAF	CTAF		118.3   M						Outside twr hrs	200607
AS50510	FSS	MELBOURNE CNTR		119.8   M						Outside twr hrs	200607
AS50510	TWR	TWR		118.3   M						Opr 2200-0930Z	200607
AS50693	CTAF	CTAF		126.7   M							199812
AS50693	FSS	BRISBANE CNTR		127.1   M							200009
AS51598	CTAF	CTAF		127.35  M							200512
AS51598	FSS	MELBOURNE CNTR		122.4   M							200104
AS51716	CTAF	CTAF		126.9   M							200512
AS51716	FSS	MELBOURNE CNTR		122.6   M							200009
AS51890	A/D	APP/DEP	RU	118.2   M	124.2   M	243.0   M	306.3   M	128.6   M			200412
AS51890	ATIS	ATIS		116.4   M	362.0   M	134.5   M					200103
AS51890	CLD	CLNC DEL		126.1   M							199806
AS51890	GND	GND		121.7   M							200002
AS51890	TWR	TWR		120.5   M							199806
AS52621	APP	NOWRA APP		123.5   M	352.15  M	118.35  M				2200-1300Z++ Mon-Thu, 2200-0230Z++ Fri exc hol.	200503
AS52621	CNTR	NOWRA CNTR		132.3   M	325.8   M					2200-1300Z++ Mon-Thu, 2200-0230Z++ Fri exc hol	200503
AS52621	CTAF	CTAF		118.85  M							200512
AS52621	FSS	MELBOURNE CNTR		121.2   M							200010
AS52622	CTAF	CTAF		124.2   M							200512
AS52622	FSS	BRISBANE CNTR		120.3   M							200009
AS53590	ATIS	ATIS		126.55  M							200301
AS53590	CTAF	CTAF		126.9   M							200512
AS53590	FSS	MELBOURNE CNTR		121.85  M							200009
AS53839	CTAF	CTAF		126.7   M							200512
AS53839	FSS	MELBOURNE CNTR		125.7   M							200104
AS54289	APP	APP	R	123.6   M							200506
AS54289	ATIS	ATIS		113.7   M	272.0   M	123.8   M					200602
AS54289	CLD	CLNC DEL		118.55  M	132.95  M						199905
AS54289	DEP	DEP	R	118.7   M							200003
AS54289	FSS	PERTH RADAR		135.25  M							200506
AS54289	GND	GND		121.7   M							200003
AS54289	OPS	RAAF AIR OPS		8974    K	11235   K	13206   K	3032    K	5687    K			200003
AS54289	TWR	TWR		120.5   M							200003
AS55383	ATIS	ATIS		120.9   M	416.0   M					Opr 2230-0830Z++	200103
AS55383	CTAF	CTAF		118.7   M						(Outside Twr hrs)	200512
AS55383	GND	PARAFIELD GND		119.9   M							200004
AS55383	TWR	PARAFIELD TWR		118.7   M	124.6   M					Opr 2230-0830Z++	200004
AS55549	CTAF	CTAF		126.7   M							199812
AS55549	FSS	MELBOURNE CNTR		124.0   M							200009
AS55563	CTAF	CTAF		126.7   M							200004
AS55563	FSS	MELBOURNE CNTR		124.9   M							200009
AS55710	CTAF	CTAF		126.6   M							200512
AS55710	FSS	MELBOURNE CNTR		122.1   M							200101
AS55710	UNIC	UNICOM AIR BP		126.6   M							200501
AS56752	CTAF	CTAF		126.7   M							200001
AS56752	FSS	MELBOURNE CNTR		126.0   M							200009
AS57465	CTAF	CTAF		134.0   M							200512
AS57465	FSS	MELBOURNE CNTR		123.9   M							200009
AS58031	CTAF	CTAF		126.7   M							199807
AS58031	FSS	MELBOURNE CNTR		124.3   M							200009
AS58386	ATIS	ATIS		120.9   M	416.0   M						200103
AS58386	CTAF	CTAF		132.8   M						Outside twr hrs.	200512
AS58386	FSS	SYDNEY RADAR		124.55  M							200608
AS58386	GND	GND		119.9   M							200503
AS58386	TWR	TWR		132.8   M	123.6   M						200608
AS58950	CTAF	CTAF		126.7   M							199813
AS58950	FSS	BRISBANE CNTR		127.1   M							200009
AS59282	CTAF	CTAF		126.55  M							200512
AS59282	FSS	MELBOURNE CNTR		126.0   M							200009
AS59355	CTAF	CTAF		126.0   M							199812
AS59355	FSS	MELBOURNE CNTR		126.8   M							200009
AS59361	CTAF	CTAF		126.7   M							199812
AS59361	FSS	MELBOURNE CNTR		118.6   M							200009
AS60329	CTAF	CTAF		126.7   M							199807
AS60329	FSS	MELBOURNE CNTR		123.9   M							200009
AS61375	CTAF	CTAF		127.0   M							200512
AS61375	FSS	BRISBANE CNTR		122.4   M							200009
AS62283	CTAF	CTAF		119.0   M							199812
AS62283	FSS	MELBOURNE CNTR		118.6   M							200009
AS62722	ATIS	ATIS		112.6   M	242.0   M					Opr 2000-1145Z++ dly.	200507
AS62722	CTAF	CTAF		118.7   M						Outside twr hrs.	200512
AS62722	FSS	MELBOURNE CNTR		126.5   M							200009
AS62722	TWR	TWR		118.7   M						Opr 2000-1145Z++ dly.	200507
AS62965	ATIS	ATIS		114.4   M							200006
AS62965	CTAF	CTAF		126.7   M						Outside twr hrs.	200512
AS62965	FSS	BRISBANE CNTR		135.5   M						Outside twr hrs	200113
AS62965	TWR	TWR		118.7   M						Opr by NOTAM	200302
AS63032	CTAF	CTAF		126.7   M							199813
AS63032	FSS	BRISBANE CNTR		118.95  M							200507
AS63151	CTAF	CTAF		118.8   M							200512
AS63151	FSS	MELBOURNE CNTR		122.1   M							200012
AS63679	CTAF	CTAF		126.7   M							199813
AS63679	FSS	BRISBANE CNTR		118.8   M							200009
AS63955	CTAF	CTAF		127.5   M							200512
AS63955	FSS	BRISBANE CNTR		123.4   M	123.9   M						200105
AS64221	APP	APP	R	132.0   M							200002
AS64221	ATIS	ATIS		114.1   M	132.7   M						199905
AS64221	CLD	CLNC DEL		127.2   M							199905
AS64221	DEP	DEP	R	118.9   M	129.4   M				118.9 rte 264 rad  N to 092. 129.4 rte 263 rad S to 093		200112
AS64221	GND	GND		121.7   M							200002
AS64221	TWR	TWR	R	120.5   M							199905
AS64717	ATIS	ATIS		114.2   M	119.8   M						200205
AS64717	CTAF	CTAF		124.4   M						Outside twr hrs.	200512
AS64717	FSS	BRISBANE CNTR		129.0   M	123.0   M					Outside twr hrs.	200305
AS64717	GND	GND		121.1   M							200002
AS64717	TWR	TWR		124.4   M						By NOTAM. Check ATIS.	200607
AS65049	APP	APP	RU	335.8   M	126.2   M	359.0   M					200201
AS65049	ATIS	ATIS		316.2   M	359.0   M					Dur twr hrs.	200204
AS65049	CLD	CLNC DEL		134.6   M							200010
AS65049	CTAF	CTAF		118.3   M						Outside twr hrs.	200512
AS65049	FSS	BRISBANE CNTR		121.2   M	134.3   M					Outside Twr hrs.	200201
AS65049	GND	GND		129.35  M							200002
AS65049	TWR	TWR	U	264.6   M	118.3   M	359.0   M				Opr by NOTAM	200309
AS66054	CTAF	CTAF		126.7   M							199813
AS66054	FSS	MELBOURNE CNTR		126.0   M							200009
AS66500	CTAF	CTAF		126.7   M							200512
AS66500	FSS	MELBOURNE CNTR		122.6   M							200009
AS66613	CTAF	CTAF		126.7   M							200512
AS66613	FSS	MELBOURNE CNTR		122.6   M							200104
AS67729	CTAF	CTAF		126.7   M							199813
AS67729	FSS	BRISBANE CNTR		125.7   M							200009
AS67749	CTAF	CTAF		126.7   M							200513
AS67749	FSS	MELBOURNE CNTR		120.3   M							200506
AS69721	CTAF	CTAF		126.7   M							199807
AS69721	FSS	MELBOURNE CNTR		125.9   M							200009
AS69801	CTAF	CTAF		119.1   M							199812
AS69801	FSS	MELBOURNE CNTR		126.8   M							200009
AS70425	CTAF	CTAF		126.7   M							199812
AS70425	FSS	BRISBANE CNTR		134.2   M							200009
AS71301	CTAF	CTAF		126.9   M							200512
AS71301	FSS	BRISBANE CNTR		124.1   M							200208
AS71795	CTAF	CTAF		127.0   M							200502
AS71795	FSS	SYDNEY RADAR		124.55  M							200009
AS74021	CTAF	CTAF		126.7   M							199813
AS74021	FSS	MELBOURNE CNTR		123.9   M							200009
AS74211	CTAF	CTAF		126.7   M							200512
AS74211	FSS	BRISBANE CNTR		122.3   M							200009
AS74334	CTAF	CTAF		126.7   M							199813
AS74334	FSS	BRISBANE CNTR		122.1   M							200009
AS74678	CTAF	CTAF		119.1   M							199813
AS74678	FSS	MELBOURNE CNTR		122.6   M							200009
AS75000	CTAF	CTAF		118.3   M						Outside twr hr.	200512
AS75000	FSS	MELBOURNE CNTR		122.0   M							200009
AS75000	GND	GND		259.3   M							200003
AS75000	TWR	TWR		257.8   M	118.3   M					Opr by NOTAM (when clsd call 122.0)	200009
AS75283	CTAF	CTAF/UNICOM		126.7   M							200512
AS75283	FSS	MELBOURNE CNTR		122.1   M							200203
AS75381	CTAF	CTAF		126.7   M							200005
AS75381	FSS	BRISBANE CNTR		122.6   M							200009
AS75935	CTAF	CTAF		118.1   M							199901
AS75935	FSS	BRISBANE CNTR		120.55  M							200011
AS76453	CTAF	CTAF		126.7   M							200512
AS76453	FSS	MELBOURNE CNTR		119.8   M							200203
AS77947	CTAF	CTAF		126.7   M							200512
AS77947	FSS	BRISBANE CNTR		122.4   M							200009
AS78207	CTAF	CTAF		127.3   M							200009
AS78207	FSS	SYDNEY RADAR		124.55  M							200009
AS79262	CTAF	CTAF		126.7   M						Outside twr hrs.	200512
AS79262	FSS	BRISBANE CNTR		122.1   M							200009
AS79367	CTAF	CTAF		126.7   M							200512
AS79367	FSS	MELBOURNE CNTR		125.9   M							200009
AS79403	CTAF	CTAF		126.7   M							199813
AS79403	FSS	BRISBANE CNTR		122.6   M							200009
AS79711	CTAF	CTAF		124.2   M							199812
AS79711	FSS	MELBOURNE CNTR		125.8   M							200009
AS80814	CTAF	CTAF		126.7   M							199813
AS80814	FSS	BRISBANE CNTR		122.1   M							200009
AS81905	CTAF	CTAF		127.3   M							200512
AS81905	FSS	BRISBANE CNTR		122.4   M							200203
AS82144	CTAF	CTAF		126.7   M							199813
AS82144	FSS	BRISBANE CNTR		122.1   M							200009
AS82556	ATIS	ATIS		112.7   M	128.45  M						200206
AS82556	CTAF	CTAF		118.1   M						Outside twr hrs.	200512
AS82556	FSS	MELBOURNE CNTR		125.55  M						Outside twr hrs.	200010
AS82556	TWR	TWR		118.1   M							200010
AS82557	APP	APP	R	132.0   M							200503
AS82557	ATIS	ATIS		119.8   M	356.0   M						200103
AS82557	DEP	DEP	R	118.9   M	129.4   M				118.9 rte 264 rad N to 092. 129.4 rte 263 rad S to 093.		200503
AS82557	GND	GND		121.9   M							200311
AS82557	TWR	TWR	R	125.1   M						Mon-Fri 2015-1200, Sat. 2100-1200, Sun. 2200-1200.	200607
AS82612	CTAF	CTAF		126.7   M							199812
AS82612	FSS	MELBOURNE CNTR		125.8   M							200009
AS83442	APP	APP	U	123.5   M	352.15  M						200007
