ARPT_IDENT	COMM_TYPE	RMK_SEQ	REMARK	CYCLE_DATE
CA23180	CNTR	1	(ARR DEP svc)	200311
CA23415	ATIS	1	C450-476-3031.	200209
CA23415	RDR	1	(TERMINAL RADAR)	200005
CA23415	TWR	1	Emerg only C450-476-3141.	200208
CA23507	A/G	1	(RDO)	200207
CA23507	RCO	1	(RCO)	200603
CA23507	RDO	1	Emerg only C250-492-3001.	200208
CA24665	RCO	1	(KAMLOOPS FSS)	200507
CA24665	RDO	1	(Emerg only C250-635-2110)	200102
CA25699	CTAF	1	This is a mandatory frequency to be used at 10 NM and 3200' asl.	200602
CA25699	RDO	1	(Emerg only C867-777-2522)	200302
CA25904	A/D	1	(APP/DEP svc)	200404
CA25904	UNIC	1	Excluding airspace within Ottawa TCA,class D airspace.	200603
CA26865	RCO	1	(RCO)	200211
CA26924	A/D	1	(APP/DEP svc)	200404
CA27512	A/D	1	(APP/DEP svc)	200404
CA27512	TWR	1	Emerg only C519-648-3055.	200208
CA27771	A/D	1	(APP DEP svc)	200306
CA27771	RCO	1	(RCO)	200306
CA27771	RDO	1	(Winnipeg RDO)	200308
CA27783	A/D	1	(APP DEP svc)	200310
CA28311	A/G	1	MANDATORY FREQUENCY 5NM TO 4300 MSL	199711
CA28311	FSS	1	(Emerg only C250-774-3124)	200102
CA28359	RCO	1	(Emerg only C403-886-4547)	200604
CA28359	TWR	1	(emerg only 780-413-5501)	200407
CA28674	RCO	1	(RCO)	200006
CA28674	RDO	1	CATF corridor outside MF zone, see Section C Quebec.	200212
CA28862	UNIC	1	UNICOM Ops ltd hrs(French only), for ops hr ctc Sept Iles FSS. OT corridor tfc 123.5 aprx 55 NM wide along Jacques Cartier Strait, up to and including 12,500', see Section C Quebec.	200202
CA29147	CNTR	1	(APP/DEP svc)	200404
CA29147	RCO	1	(RCO)	200305
CA29147	RDO	1	Emerg only C819-764-4664.	200202
CA29266	RCO	1	(RCO)(Key mike 4 times)	200006
CA29765	RDO	1	(122.5 GCO. Key 4 times.)	200207
CA29767	TWR	1	Emerg only C450-347-4233.	200209
CA29783	CNTR	1	(APP/DEP svc)	200404
CA29802	RDO	1	Emerg only C902-873-6117.	200408
CA29802	TWR	1	Emerg only C902-873-1364.	200213
CA29808	A/D	1	(APP/DEP svc)	200404
CA30066	CNTR	1	(Blw FL290)	200007
CA30066	FSS	1	(Emerg only C780-926-3606)	200102
CA30219	RDO	1	(RCO) (APP/DEP svc)	200404
CA30350	ATIS	1	C506-867-7224	200005
CA30350	RCO	1	(RCO)	200207
CA30350	TWR	1	Emerg only C506-867-7220.	200103
CA31334	RCO	1	(RCO)	200112
CA32420	A/D	1	(APP DEP svc)	200209
CA32420	RCO	1	(RCO)	200305
CA32420	RDO	1	Emerg only C709-282-6224.	200110
CA32478	AWOS	1	Phone C204-638-6316	200007
CA33055	TWR	1	(Emerg only C403-216-7116)	200209
CA34199	MISC	1	C780-842-1363 ext 1610,Dsn 319-530-1610.	200014
CA34208	CNTR	1	(APP/DEP svc)	200404
CA34208	RCO	1	(RCO)	200005
CA34208	TWR	1	Emerg only C705-693-3661.	200108
CA34696	AWOS	1	(At Falls Intl)	200108
CA34696	CNTR	1	(APP/DEP svc)	200404
CA35278	FSS	1	(Emerg only C403-886-4547)	200102
CA35619	RCO	1	(RCO)	200005
CA35702	FSS	1	(Emerg only C780-539-5185)	200102
CA36595	RCO	1	(RCO)	200305
CA36895	RCO	1	(KAMLOOPS FSS)	200507
CA38508	CNTR	1	(APP DEP svc)	200310
CA38508	FSS	1	Emerg only C807-548-5067	200310
CA38508	RCO	1	(RCO)(FISE)	200406
CA39094	CNTR	1	(APP/DEP svc)	200404
CA39142	A/G	1	MANDATORY FREQ	199712
CA39142	INFO	1	C306-764-1404.	200008
CA39142	MISC	1	P AND A AVN.FONE C306-764-4077.	199712
CA39142	RDO	1	(Emerg only C306-765-8801)	200102
CA39290	CNTR	1	(ARR DEP CON svc)	199906
CA40994	CNTR	1	(APP/DEP svc)	200404
CA40994	RDO	1	Emerg only C506-446-3420.	200112
CA41480	A/D	1	(APP/DEP svc)	200404
CA41480	TWR	1	Emerg only C905-678-3220.	200109
CA41535	RCO	1	(RCO)	200006
CA41623	AAS	1	(See Edmonton VTPC)	200006
CA41623	FSS	1	(Emerg only C780-890-8386)	200209
CA41623	INFO	1	Phone C780-890-1300 or C800-668-4766.	200505
CA41623	TWR	1	(emerg only 780-890-4733)	200006
CA42046	CNTR	1	(ARR DEP CON svc)	199906
CA42046	RCO	1	(RCO)	200006
CA42367	ARR	1	(APP/DEP svc)	200507
CA43051	A/G	1	(APP DEP svc)	200209
CA43051	CNTR	1	(APP DEP svc.)(RCAG on afld)	200209
CA43051	RCO	1	Emerg only C819-964-2841.	200112
CA44156	A/G	1	MANDATORY FREQUENCY	199809
CA44156	TWR	1	(Emerg only C403-216-7132)	200209
CA44243	CNTR	1	(APP/DEP svc)	200404
CA46396	CNTR	1	(ARR DEP svc)	200006
CA46396	RCO	1	(RCO)	200006
CA46468	RCO	1	Key mic button 4 distinct times in 4 sec.(KAMLOOPS FSS)	200507
CA46492	RCO	1	(KAMLOOPS RCO)	200507
CA46492	RDO	1	Emerg only C250-426-6312.	200207
CA46676	A/D	1	(APP/DEP svc)	200404
CA46676	RCO	1	(RCO)	200304
CA46676	RDO	1	Emerg only C905-688-8367.	200304
CA46832	RDO	1	(RCO)	200005
CA46832	TWR	1	Emerg only C519-969-3751.	200108
CA47260	A/G	1	(Call RDO)	200207
CA47260	RCO	1	(RCO)	200603
CA47260	RDO	1	Emerg only C204-728-7169	200107
CA48487	CNTR	1	(APP/DEP svc)	200404
CA48487	FSS	1	Emerg only C418-775-0055.	200209
CA48487	RCO	1	(RCO)	200404
CA48654	RCO	1	(RCO)(APP DEP svc).	200208
CA49259	CNTR	1	(APP/DEP svc)	200404
CA49759	A/G	1	Emerg only C705-779-3327.	200605
CA49759	CNTR	1	(APP/DEP svc)	200404
CA49759	RCO	1	(RCO)	200305
CA49759	TWR	1	Emerg only C705-779-3707.	200208
CA49855	CNTR	1	(APP/DEP svc)	200404
CA50477	RDO	1	(Emerg only C250-782-5375)	200102
CA50503	RDO	1	(APP DEP svc)	200309
CA50509	CLD	1	All acft ctc.	200108
CA50509	RCO	1	(RCO)	200006
CA50509	RMP	1	(122.275 Trml 1 and Infield) (122.075 Trml 2) (122.875 Trml 3)	200406
CA50509	TWR	1	Emerg only C905-676-3588.	200208
CA51073	A/D	1	ATS REQUIREMENTS; All VFR acft entering the Vancouver Tower Class C airspace require a transponder code.  Call Vancouver ACC at 888-987-2633 or 604-586-4595 forcode assignment at least 30 min prior to flight or file a VFR Flight Plan/Fligh	200506
CA51073	A/D	2	t Itinerary.	200506
CA51073	A/G	1	3NM TO 1500' MSL.	199711
CA51073	ATIS	1	ctc C604-946-0180.	200203
CA51988	CNTR	1	(APP/DEP svc)	200404
CA51988	RDO	1	(123.55 GCO. Key 4 times.)	200205
CA53335	CNTR	1	APP/DEP svc)	200507
CA53707	A/G	1	Emerg only C306-665-4249	200405
CA53707	TWR	1	Emerg only C306-665-4249	200104
CA53821	A/D	1	(AAPP/DEP CON svc)	200406
CA53821	INFO	1	For a description of HF Aeromobile Operations in the NAT and associated hrs of operation for Gander IFSS, refer to AIP COMM section 6.  SATCOM routine communications INMARSAT Code 431613, Public Phone C709-651-5328.	200406
CA53821	RCO	1	(RCO)(FISE)	200406
CA53821	TWR	1	Emerg only 709-651-5329.	200209
CA53865	RCO	1	(KAMLOOPS FSS)	200507
CA54178	A/D	1	(APP/DEP svc)	200404
CA54669	AWOS	1	(YMO)	200006
CA54669	CTAF	1	(RCO)(Flight Information Service Enroute)	200402
CA54669	RCO	1	(RCO)(Remote Aerodrome Advisory Service)(APP DEP CON svc)	200402
CA54776	CNTR	1	(124.0 DEP) (132.35 ARR)	200507
CA54776	RDO	1	(123.25 GCO. Key 4 times.)	200303
CA57194	A/D	1	(APP DEP svc)	200209
CA57194	ATIS	1	(418-673-3013)	200210
CA57194	CLD	1	Prior to dep pilots must ctc Bagotville Trml for IFR clnc at 888-813-8508.	200201
CA57194	TWR	1	Emerg only 418-673-4353.	200209
CA57373	RCO	1	(RCO)(Invermere)	200511
CA57748	RCO	1	(RCO)	200006
CA57748	RDO	1	CTAF Corridor outside MF zone, see Section C Quebec.	199907
CA58566	RCO	1	(RCO) (APP/DEP svc)	200404
CA58890	CNTR	1	(APP DEP CON svc)	200208
CA58890	RCO	1	(RCO).	200403
CA58890	RDO	1	Emerg only C819-638-8513.	200304
CA59582	FSS	1	Emerg only C780-778-5333	200203
CA59670	CNTR	1	(APP DEP CON svc)	200209
CA59670	FSS	1	Emerg only C709-635-2848.	200209
CA59670	RCO	1	(RCO)	200206
CA59751	CNTR	1	(APP/DEP svc)	200311
CA59751	RDO	1	(122.1 GCO. Key 4 times.)	200207
CA59867	RCO	1	(May not be receivable on the ground)	200508
CA59965	A/D	1	(Yellowknife RCO)	200009
CA60262	APP	1	Avbl 1400-2400Z Mon-Fri, clsd Sat & Sun.	200513
CA61199	FSS	1	(Emerg only C250-787-0434)	200102
CA61662	RDO	1	(Campbell River)	200508
CA62092	CNTR	1	(APP/DEP svc)	200404
CA62092	RCO	1	(RCO)	200005
CA62529	CNTR	1	(APP/DEP svc)	200404
CA62639	CTAF	1	5NM TO 3200' MSL.	199809
CA62639	RCO	1	(KAMLOOPS FSS)	200507
CA63232	FSS	1	Emerg only C867-393-6758	200307
CA63232	TWR	1	For emergencies only during non-operational hours call C867-667-8426.	200006
CA63430	AWOS	1	C250-992-5320.	200509
CA63684	RCO	1	(RCO)	200312
CA63684	RDO	1	Emerg only C807-737-2819	200208
CA64982	A/G	1	Emerg only C807-473-4311.	200305
CA64982	RCO	1	(RCO)	200306
CA64982	TWR	1	Emerg only C807-473-5252.	200108
CA65802	TWR	1	Emerg only C416-973-9240.	200108
CA65849	A/D	1	(APP/DEP svc)	200404
CA65906	A/D	1	(APP/DEP svc)	200404
CA65912	A/D	1	C867-587-2555.	200606
CA66349	CNTR	1	(APP/DEP svc)	200404
CA66512	A/D	1	(APP/DEP svc)	200412
CA66512	RCO	1	(RCO)	200006
CA66512	RDO	1	Emerg only C819-643-2961.	200209
CA66864	CNTR	1	(APP DEP CON svc)	200208
CA66864	RCO	1	(RCO)	200208
CA66864	TWR	1	Emerg only C709-724-1055	200605
CA66979	APP	1	(APP DEP CON svc)	200301
CA66979	CNTR	1	(ARR DEP CON svc)	199906
CA66979	MISC	1	(Royal AF svc C709-896-6818).	200212
CA66979	RCO	1	(RCO)	200006
CA66979	RDR	1	Maint Apr 1 - Oct 31, Sun 1200-1600Z++; Nov 1 - Mar 31, Mon 1200-1600Z++.	200406
CA67443	MISC	1	C250-698-7732.	200505
CA67821	CNTR	1	(APP/DEP svc)	200404
CA68922	RCO	1	(GCO)(Key mike 4 times)	200310
CA69226	CNTR	1	(APP DEP CON svc)(RCAG Grindstone)	200209
CA69226	FSS	1	Emerg only C418-969-4332.	200209
CA69226	RCO	1	(RCO)	200006
CA69801	AWOS	1	C705-487-6231	200608
CA69801	CNTR	1	(APP/DEP svc)	200404
CA70019	CNTR	1	(APP/DEP svc)	200404
CA70019	RDO	1	(126.7 GCO. Key 4 times.)	200303
CA70521	A/D	1	For IFR clearance outside FSS hr ctc Comox Tml C250-339-8115 before takeoff.	200507
CA70521	FSS	1	(emergency only C250-923-3942)	200102
CA70521	RCO	1	(KAMLOOPS FSS)	200507
CA70650	CNTR	1	(APP/DEP svc)	200404
CA70650	RDO	1	(RCO)	200005
CA70965	CNTR	1	(APP/DEP svc)	200404
CA71083	FSS	1	(Emerg only C250-376-7941)	200102
CA71083	RCO	1	(KAMLOOPS FSS)	200507
CA71642	RCO	1	(KAMLOOPS FSS)	200507
CA71642	RDO	1	Emerg only C250-949-6331	200105
CA72587	A/G	1	(Emerg only C204-677-4043)	200102
CA72706	FSS	1	(Emerg only C306-425-2368)	200303
CA72781	A/G	1	Unusable blw 12000 ASL byd 5 NM btn 180 -270  and byd 20 NM btn 360 -070	200502
CA72781	FSS	1	(Emerg only C250-847-2035)	200102
CA72781	RCO	1	(KAMLOOPS FSS)	200507
CA73360	A/D	1	(APP/DEP svc)	200602
CA73360	UNIC	1	Exclud airspace within Ottawa TCA,Class D airspace.	200603
CA73396	FSS	1	(Emerg only C867-979-5865)	200109
CA73664	CNTR	1	(APP DEP svc)	200209
CA73664	FSS	1	Emerg only C902-564-7730.	200110
CA73664	RCO	1	(RCO).	200209
CA73725	CNTR	1	(APP/DEP svc)	200404
CA73725	RCO	1	(122.1 GCO. Key 4 times.)	200208
CA76787	CLD	1	All dep acft ctc clnc del.	200104
CA76787	FSS	1	(123.25 wx) (Emerg only C204-983-8407)	200102
CA76787	TWR	1	(emerg only 204-983-6705)	200006
CA76850	A/D	1	(APP-South, DEP-Southbound).	200310
CA76850	TCA	1	(APP-North, DEP-Northbound).	200310
CA76885	RCO	1	(KAMLOOPS FSS)	200507
CA77205	A/D	1	(ARR DEP svc)	200110
CA77648	CNTR	1	(APP DEP svc)	200209
CA78708	CLD	1	All dep acft ctc.	200109
CA78708	RDO	1	(RCO)	200005
CA78708	TWR	1	Emerg only C613-248-3814.	200109
CA78797	RDO	1	5nm joined to Mont-Joli MF circle by a corridor equal to the width of their diameter 3200'MSL, see Mont-Joli-Rimouski VTPC.	200503
CA78798	RCO	1	(GCO. Key 4 times)	200206
CA78798	UNIC	1	(UNICOM French only)	200006
CA79075	RCO	1	(KAMLOOPS FSS)	200507
CA79075	RDO	1	(Emerg only C250-989-4415)	200102
CA79273	RDO	1	Emerg only C613-389-7558. (APP/DEP svc)	200404
CA80399	RDO	1	Emerg only C780-743-2511	200506
CA80589	CTAF	1	Corridor traffic 123.5 approximately 30 NM wide along shore, to 12500', see section C Quebec.	200007
CA80801	A/D	1	(APP DEP CON svc)	200209
CA80943	CNTR	1	(APP/DEP svc)	200404
CA81138	A/D	1	(ARR DEP CON svc)	199906
CA81138	OPS	1	All tran mil acft call stating requirements 10 min prior to ldg.	199805
CA81999	CNTR	1	(APP/DEP svc)	200404
CA82470	RDO	1	(122.5 GCO. Key 4 times.)	200204
CA82538	A/G	1	(RCO)	200207
CA82538	CNTR	1	(APP/DEP svc)	200404
CA82538	RDO	1	(RCO)	200006
CA82538	TWR	1	Emerg only C450-926-6458.	200208
CA83001	CNTR	1	(APP/DEP svc)	200406
CA83349	AWOS	1	(C250-442-0043)	200512
CA83349	RCO	1	(KAMLOOPS RCO)	200507
CA83598	RCO	1	(RCO)	200312
CA83598	TWR	1	Emerg only C905-477-6576.	200108
CA83600	RCO	1	(RCO)(APP/DEP svc)	200404
CA83957	CNTR	1	(APP/DEP svc)	200404
CA83957	RDO	1	Emerg only C519-452-4049.	200108
CA83957	TWR	1	Emerg only C519-451-9610.	200208
CA84081	RCO	1	Dial-up Remote Communications Outlet. Key mike 4 times.(KAMLOOPS FSS)	200507
CA84322	RDO	1	(RCO)	200412
CA85901	RCO	1	(KAMLOOPS FSS)	200507
CA85901	RDO	1	Emerg Only C250-989-4415.	200610
CA85901	TWR	1	(emerg only C250-963-9177)	200610
CA87988	A/G	1	(RDO)	200207
CA87988	RDO	1	Emerg only C403-526-3040	200103
CA88050	RDO	1	122.1 also used for lighting activation.	199704
CA88266	CTAF	1	Area underlies SE quad of Trenton Mil CZ. Ctc Trenton Twr prior entering area.	200309
CA88266	OPS	1	Ctc prior to ldg.	200311
CA89045	CNTR	1	(APP/DEP svc)	200404
CA89937	A/D	1	(APP/DEP svc)	200404
CA90345	RDO	1	Exc the portion S of the N shore of Riviere des Milles-Iles 1 NM around Lac Agile Mascouche Afld to 2500'.	200209
CA90990	CNTR	1	(APP DEP svc)	200310
CA90990	FSS	1	Emerg only C418-962-8229	200310
CA90990	RCO	1	(RCO)	200303
CA91363	A/G	1	(KAMLOOPS FSS)	200507
CA91363	ATIS	1	phone 250-491-0310	200006
CA91363	TWR	1	(emerg only 250-765-3426)	200006
CA92686	MISC	1	NAT D(SELCAL)	200005
CA92686	RCO	1	(RCO)	200206
CA92686	TWR	1	Emerg only C514-633-3311.	200208
CA93731	CNTR	1	(APP DEP svc)	200208
CA93731	RCO	1	(RCO)	200006
CA94273	CNTR	1	(APP DEP svc)	200209
CA94273	FSS	1	Emerg only C709-454-8813.	200209
CA94273	RCO	1	(RCO)	200206
CA94574	UNIC	1	Special VFR tfc advisory producures apply outside MF zone.	200511
CA95339	RCO	1	(Emergency Only C250-627-5384)	200508
CA95723	RCO	1	(KAMLOOPS FSS)	200507
CA96693	APP	1	(133.4 APP/DEP svc)(351.8 APP svc)(363.8 DEP svc)	200406
CA96693	TWR	1	Emerg only C905-576-2398.	200406
CA97354	RCO	1	(RCO)(APP DEP)	200403
CA97354	RDO	1	Emerg only C418-275-2383.	200305
CA97812	A/D	1	(APP svc)	200105
CA98239	RDO	1	(GCO. Key 4 times.)	200303
CA99620	CNTR	1	(APP/DEP svc)	200404
CA99620	RDO	1	Emerg only C902-566-7900.	200301
CA99804	OPS	1	From Resolute or Thule 3 hours prior PNR.	200209
CA99809	RCO	1	(Arctic RCO)	199910
CA99817	RDO	1	oper. hrs. cont; 1800-0300Z++, sun. exc hol.122.1 is also used for runway lighting control.	200604
CA99819	CTAF	1	(ARCTIC FSS)	199910
CA99826	ACC	1	(ARTIC RCO)	199908
CA99835	RDO	1	The radio is remotely located.	200005
CA99855	FSS	1	(NORMAN WELLS RCO)	199908
CA99867	FSS	1	(Arctic RCO)	199910
CA99869	RDO	1	1145-2215Z++ Mon-Fri, 1345-2015Z++ Sat-Sun, Exc Hol. O-T ctc 867-462-4802 or 4132 up to 2 hrs PNR, Call-out charge required.	200102
CA99883	RCO	1	(GCO. Key 4 times)	200301
CA99885	RDO	1	Exc federal observed holiday.	200602
CA99892	RDO	1	when airport unattended use 122.1 as ctaf.	199706
CA99906	RCO	1	(WHITEHORSE RCO)	199908
CA99906	RDO	1	Also used as the Mandatory Frequency.	199908
CD30703	TWR	1	Provides APP.	200102
CG20000	A/G	1	(MIL)	200005
CG33125	A/G	1	(CIV)	200001
CG54254	A/G	1	(CIV)	200001
CI11988	INFO	1	(Establish ctc prior to 5 NM.)	200003
CI28038	TWR	1	(Btn SR-1259Z++ ctc SANTIAGO RDO 127.1 or ACC 128.1 to activate FPL).	200003
CI48882	RDO	1	GRD FREQ CHG TO 122.2 NOTAM (B0117/03)	200304
CI58565	RDO	1	FIS will only be provided in upper airspace btn lat S22 0 00.0' and S28 0 30.0' on Antofagasta/Santiago rdo freq 10024.	200408
CI92286	CNTR	1	Puerto Montt Cntr will provide ctl svc 100 NM S of MON VOR on 128.5 due to trouble with 128.3.	200006
CK48211	FSS	1	INO-1,SEA-1B 11285	200111
CM01231	AFIS	1	wx info trans only.	200001
CM26012	TWR	1	Opr 0500-1800Z, OT OR prior to 1200Z.(APP CON Svc)	200006
CM63719	AFIS	1	(WX INFO only)	200001
CN33527	TWR	1	(on test).	200001
CN69827	A/G	1	(CIV)	200001
CN70552	A/G	1	(CIV)	200001
CO20071	RDO	1	(Call SAN JOSE DEL GUAVIARE RDO)	200005
CO56633	RDO	1	(6649, 8855, 8918, 10024, 10096  O/S UFN.)	200303
CQ57302	CNTR	1	290.5.	200307
CQ67976	A/D	1	(APP DEP svc)	200313
CQ76485	CNTR	1	(118.4 290.5 APP DEP svc)	200312
CT01165	A/G	1	(CIV)	200005
CT01165	TWR	1	Provides APP.	200102
CU64698	PMSV	1	(RADAR wx advsy svc.)	200006
CY76674	ATIS	1	Fone C011-357-25-27-6076	200609
DA18687	MISC	1	(121.825 Apn East, Area South-req start up, push-back, taxi inst)(118.575 Apn West-req start up, push-back, taxi inst)	200607
DR41586	APP	1	Radar ctl svc avbl 1130-0400Z dly.	199909
DR98390	APP	1	Radar svc avbl 1130-0230Z++ dly.	200106
DR98414	APP	1	Radar ctl svc avbl 1130-0230Z dly	199912
EG33021	MISC	1	(Within 20NM)	200005
EG90656	EMR	1	(Within 20NM)	200003
EI93757	TWR	1	0550-0630Z++, 0730-0815Z++, 0930-1700Z++, 1815-1930Z++, 2100-2300Z++ Mon-Fri; 0600-0700Z++, 1000-1700Z++ Sat; 0900-1700Z++, 1815-1930Z++, 2130-2300Z++ Sun. OT by NOTAM.	200404
ES76339	APP	1	(blw 7000')	200301
EZ36746	APP	1	Call PRAHA RADAR (136.075 Opr HX.)	200401
EZ36746	GND	1	(118.1 Opr 2000-0600Z++.)	200206
EZ36746	INFO	1	(Opr 0700-1600Z Apr-Oct; 0900-1500Z Nov-Mar)	200403
EZ36746	TWR	1	(119.7 Opr HX.)	200111
EZ52653	APP	1	(119.9 Opr HO.)	200005
EZ52653	TWR	1	(125.425 Opr HO.)	200005
FJ44035	A/G	1	Major World Air Route Area SELCAL	200308
FJ44035	ACC	1	Domestic Flight Information Service 3425 6553 8846 11339.	200409
FK00004	APP	1	When ATC svc not avbl, acft will monitor Magenta on freq 119.0.	200507
FM34101	RDO	1	(123.6 AAS)(5205X USB and 2182 emerg only)	200106
FM75079	RDO	1	(123.6 AAS)(5205x USB and 2182 Emerg only.)	200308
FM84082	RDO	1	(5205x USB and 2182 emerg only.)	200106
FP13720	TWR	1	ATS C (689)86-1150 or (689)86-1151.	200607
FP17182	AFIS	1	Noncoml-avbl 30 min prior to arr of and up to 15 min aft tkof of coml ops. O/T A/A is in French only.	200604
FP21035	AFIS	1	If AFIS unavbl, QNH from Tahiti ctl. O/T A/A in French only.	200604
FP44889	AFIS	1	O/T A/A is in French only.	200604
FP66699	MISC	1	Gonio	200606
FP67494	AFIS	1	O/T A/A in French only.	200604
FP73653	AFIS	1	O/T A/A is in French only.	200604
FP74129	AFIS	1	OT A/A is in French only.	200604
FP75436	AFIS	1	If AFIS is unavbl, obtain QNH from Tahiti ctl. C(689)86-1070.	200607
FP83733	AFIS	1	OT A/A in French only.	200604
FP94137	TWR	1	OT ATS, ctc Tahiti Ctl.	200509
FP99475	AFIS	1	OT AA in French only.	200604
FP99490	AFIS	1	OT A/A in French only. If AFIS unavbl, obtain QNH from Tahiti ctl.	200604
FR17485	AFIS	1	Compulsory rdo ctc.	200003
FR18006	AFIS	1	Opr 0730-1100Z++, 1330-1700Z++ Mon-Fri exc hol; OT PPR before 1600Z++ prev bus day.	200302
FR19404	AFIS	1	Opr 0500-1815Z++, 1900-2030Z++ Mon-Fri; 0800-1100Z++, 1300-1900Z++ Sat, hol; 0800-1100Z++, 1300-1815Z++, 1900-2030Z++ Sun	200302
FR35409	AFIS	1	Opr 0730-0800Z++, 1600-1630Z++ Mon-Thu; 0730-0800Z++, 1400-1510Z++ Fri. PPR 48 hr Sat, Sun and hol.	200605
FR36025	TWR	1	Opr 0500-2100Z++ Mon-Fri; 0530-1100Z++, 1300-1830Z++ Sat; 0800-1100Z++, 1300-1830Z++ Sun and hol. OT PPR 24 hr.	200403
FR36875	AFIS	1	Opr 0830-1100Z++, 1330-1700Z++ Tue-Thu (0830-1100Z++, 1330-1700Z++ Tue-Fri 1 May-30 Sep)	200406
FR38226	TWR	1	Opr 0500-2145Z++ Mon-Fri, 0500-1900Z++, 2125-2200Z++ Sat, 0800-2145Z++ Sun. OT PPR before 1100Z++ prev bus day, fone C02 98 94 01 15.	200313
FR39152	AFIS	1	Opr 0500-0900Z++, 2000-2130Z++ Mon-Fri; 0500-1100Z++, 1300-1900Z++ Sat; 0700-1100Z++, 1300-1900Z++ Sun and hol. OT 6hr PPR.	200207
FR43013	ATIS	1	Opr 0700-1600Z++ Mon-Thu; 0700-1550Z++ Fri; PPR before 1400Z++ Sat, Sun and hol.	200310
FR50037	TWR	1	Opr 1230-2000Z++ Mon, Fri; 0430-2000Z++ Tue, Thu; 0430-1600Z++ Wed; 0800-SS+30 (no later than 1800Z++) Sat, Sun; 0800-1100Z++, 1300-SS+30 (no later than 1800Z++) hol.	200603
FR51618	AFIS	1	Opr 0700-1730Z++ PPR for possible extn Mon-Fri; PPR the Fri or last bus day before 1100Z++ for Sat, Sun and hol.	200601
FR56453	AFIS	1	Opr 0900-1100Z++, 1400-1700Z++ fr 15-30 Jun and 1-15 Sep daily exc Tue; 0830-1130Z++, 1400-1800Z++ fr 1 Jul-31 Aug daily.	200204
FR64647	AFIS	1	Opr 0730-1130Z++, 1300-1630Z++ Mon-Fri; OT and hol PPR before 1100Z++ prev bus day.	200312
FR70014	AFIS	1	Opr 0900-1100Z++ exc Thu, 1300-1500Z++ exc Wed, Thu 16 Sep to 15 Apr; 0900-1100Z++ exc Thu, 1300-1700Z++ exc Wed, Thu 16 Apr to 15 Sep.	200204
FR87329	TWR	1	(Announce arr on 118.275)	200005
FR87690	AFIS	1	Opr 1600-1900Z++ Mon-Thu; 1400-1900Z++ Fri; 0800-1800Z++ Sat, Sun and hol.OT PPR, fone C02.47.49.37.00.	200312
GB26874	TWR	1	(Provides APP)	200108
GB29286	TWR	1	(APP CON svc)	200307
GB97880	A/G	1	Opr 0600-1800Z and OR prior 1600Z	200009
GB97880	TWR	1	(APP CON svc)	200012
GG00007	TWR	1	Russian only.	200404
GH09328	A/G	1	(CIV)	200008
GH64117	A/G	1	(CIV)	200008
GH71088	A/G	1	(CIV)	200008
GL35880	AFIS	1	Two way radio communication is required prior to engine start and monitoring isrequired at all times when engines are running.	200607
GL41618	AFIS	1	TWO WAY RADIO COMMUNICATION WITH AFIS IS REQUIRED PRIOR TO ENGINE START AND AFISFREQUENCY IS TO BE MONITORED AT ALL TIMES WHEN ENGINES ARE RUNNING.	200607
GL49251	A/D	1	Coverage ltd blw 13,000 ft to 80 NM btn 180  MAG and 270  MAG fr BGSF.	200312
GL52085	TWR	1	All acft ctc Base Ops prior to engine start. All acft ctc Thule ATC OT Base Ops when TWR closed to request engine start.	200205
GM00002	GND	1	Call for start-up and taxi.	200110
GM00018	TWR	1	Opr 0600-1600Z++ Mon-Fri; clsd Sat, Sun and US hol; OT advsy svc only. All freq advsy svc when twr not in operation. For flt flw svc inside EDR137 ctc twr.	200113
GM00424	TWR	1	INFO when twr not opr.	200304
GM01853	ATIS	1	(114.2 FFM)	200603
GM02973	AAS	1	mnt wkend and hol	200602
GM26015	ATIS	1	(109.8 MHV)	200603
GM29186	TWR	1	Opr 0700-1500Z++ Mon-Fri, 0800-1600Z++ Sat, Sun, hol. 1600-1900Z++ PPR before 1100Z++ prev day.	200506
GM30895	ATIS	1	MP 0200-0500Z++ Mon-Sun.	200306
GM34171	ATIS	1	(112.15 KBO)	200603
GM43621	PMSV	1	PMSV com N of Taunus mt severely rstd blw 3000' MSL, btn 270  and 360 .	200503
GM51956	ATIS	1	(115.15 DUS)	200603
GM51956	MISC	1	State, 'Dusseldorf de-icing, flt nr/call sign/acft type'.	200603
GM61269	TWR	1	Copters - dep N use 118.7, dep S use 120.5)	200108
GM61279	CLD	1	Initial call and start req	200602
GM64671	ATIS	1	(115.2 DLE)	200603
GM68553	AAS	1	Opr 0700-1600Z++ Mon-Wed and Fri; 0700-1400Z++ Thu, US, GM  and trng hol; clsd combined US and GM hol; OT wkd 24 hr PPR, wkend and hol 72 hr PPR.	200409
GM68553	PMSV	1	Full wx svc and PMSV (140.3) avbl dur Twr opr hrs only. DSN 475-8349/6253, C09641-83-8349/6253. H24 WX svc avbl thru 21st OWS. No PMSV capability thru 21st OWS.DSN 496-6145/6146,  C06302-67-6145/6146.	200601
GM90728	A/D	1	MP 0700-0800Z++ Fri.	200109
GQ17129	A/D	1	TRSA 15 NM out; sfc to 9000' within 5 SM, 2000' to 9000' btn 5 SM-15 NM.	200404
GQ17129	A/G	1	See Global HF Systems listing in FIH.	200404
GQ17129	ACP	1	(COBRA CON)Air Mobility Ctl Cntr - (Call Andersen AMCC)	200605
