ARPT_IDENT	TYPE	RMK_SEQ	ICAO	REMARKS	CYCLE_DATE
AR18278	CAUTION	1	SAVV	Bird haz.	199907
AR18278	FUEL	1	SAVV	(NC-100LL, A1)	199907
AR18278	OPR HOURS	1	SAVV	Opr 0900-2400Z Mon - Fri.	200513
AR18331	OPR HOURS	1	SA	Opr SR-SS.	200311
AR18834	CAUTION	1	SANU	Bird haz.	199907
AR18834	FUEL	1	SANU	(NC-100LL, A1)	199907
AR18834	OPR HOURS	1	SANU	Opr 1000-2400Z.	200004
AR19562	OPR HOURS	1	SA	Opr SR-SS.	200311
AR20031	FUEL	1	SADM	(NC-100LL, A1)	199907
AR20031	OPR HOURS	1	SADM	Opr SR-SS.	200311
AR20512	FUEL	1	SA	(NC-80)	200309
AR20512	OPR HOURS	1	SA	Opr SR-SS.	200309
AR21041	OPR HOURS	1	SA	Opr SR-SS.	200311
AR21785	CAUTION	1	SAVT	Bird and animal haz.	200506
AR21785	CSTMS/IMG	1	SAVT	IMG O/R.	200504
AR21785	FUEL	1	SAVT	(NC-100LL, A1)	199907
AR23316	FUEL	1	SA	(NC-100LL)	199907
AR23316	OPR HOURS	1	SA	Opr SR-SS.	200311
AR23763	OPR HOURS	1	SA	Opr SR-SS.	200311
AR24555	FUEL	1	SACA	(NC-100LL, A1)	200513
AR24649	CAUTION	1	SAWG	Bird and animal haz.	199907
AR24649	CSTMS/AG/IMG	1	SAWG	CSTMS and IMG avbl O/R.	200005
AR24649	FUEL	1	SAWG	(NC-100LL, A1)	199907
AR25841	CAUTION	1	SAZM	Bird haz.	199907
AR25841	CSTMS/AG/IMG	1	SAZM	Avbl O/R; IMG H24.	200610
AR25841	FUEL	1	SAZM	(NC-100LL, A1)	200601
AR26262	CAUTION	1	SARF	Bird haz.	199907
AR26262	CSTMS/AG/IMG	1	SARF	CSTMS avbl 1000-2100Z, IMG avbl H24.	200607
AR26262	FUEL	1	SARF	(NC-100LL, A1)	199907
AR26262	OPR HOURS	1	SARF	Opr 21 Oct - 20 Mar 0900-2400Z; 21 Mar - 20 Oct 1000-2300Z.	200607
AR27439	CAUTION	1	SAZB	Bird haz.	199907
AR27439	FUEL	1	SAZB	(NC-100LL, A1)	200608
AR28505	FUEL	1	SAZP	(NC-100LL, A1)	199907
AR28505	OPR HOURS	1	SAZP	Opr SR-SS.	199907
AR28581	FUEL	1	SAZW	(NC-A1)	200513
AR28581	MISC	1	SAZW	Rwy 03-21 2132x49 ASP N end.	199907
AR28581	OPR HOURS	1	SAZW	Opr SR-SS.	200311
AR30950	CAUTION	1	SAST	Bird haz.	199907
AR30950	FUEL	1	SAST	(NC-100LL, A1)	199907
AR30950	OPR HOURS	1	SAST	Opr 1000-2300Z.	200609
AR31110	CAUTION	1	SAZT	Bird haz.	199907
AR31110	FUEL	1	SAZT	(NC-100LL, A1)	199907
AR31110	OPR HOURS	1	SAZT	Opr 1000-2400Z.	200513
AR33085	FUEL	1	SAOC	(NC-100LL, A1)	200513
AR33085	OPR HOURS	1	SAOC	Opr 1000-2400Z.	200513
AR33829	OPR HOURS	1	SARM	Opr SR-SS.	199907
AR34601	LGT	1	SAZO	VASI Rwy 36 GS 2.8	199907
AR34601	OPR HOURS	1	SAZO	Opr 1000-1700Z.	200105
AR35687	CSTMS/AG/IMG	1	SAZY	CSTMS avbl O/R exclusively for flt to/fr Valdivia (Chile).	199907
AR35687	FUEL	1	SAZY	(NC-100LL, A1)	200605
AR35687	OPR HOURS	1	SAZY	Opr 1200-2100Z.	200605
AR35895	FUEL	1	SA	(NC-100LL)	200601
AR38055	OPR HOURS	1	SA	Opr SR-SS.	200606
AR38330	OPR HOURS	1	SA	Opr SR-SS.	200311
AR42574	CAUTION	1	SAVB	Rwy sfc deteriorating.	199907
AR42574	OPR HOURS	1	SAVB	Opr SR-SS.	199907
AR44994	FUEL	1	SA	(NC-80)	200005
AR44994	OPR HOURS	1	SA	Opr SR-SS.	200311
AR45202	OPR HOURS	1	SAWJ	Opr 0900-2400Z.	200513
AR46542	FUEL	1	SADL	(NC-100LL, A1)	199907
AR46542	RSTD	1	SADL	Rwy 14-32 clsd exc btw Rwy 02-20 and parl twy dur daylt VMC cond.	200610
AR46954	FUEL	1	SA	(NC-100LL, A1)	199907
AR46954	OPR HOURS	1	SA	Opr SR-SS.	200311
AR47770	CSTMS/AG/IMG	1	SARL	CSTMS avbl O/R, IMG avbl arpt hr.	199907
AR47770	OPR HOURS	1	SARL	Opr 0900-2400Z (1000-2400Z 13 Mar-20 Oct).	200104
AR48120	CAUTION	1	SANL	Bird haz.	199907
AR48120	FUEL	1	SANL	(NC-A1)	199907
AR48120	OPR HOURS	1	SANL	Opr 0900-2400Z.	199907
AR49061	CAUTION	1	SADP	Bird haz.	200609
AR49061	FUEL	1	SADP	A-1(Repsol YPF Argentina 54-11-329-7255)	200511
AR49376	CAUTION	1	SAZG	Bird haz	200513
AR49376	FUEL	1	SAZG	(NC-100LL, A1)	199907
AR49376	OPR HOURS	1	SAZG	Opr 1000-2400Z	200513
AR50642	CAUTION	1	SAZN	Bird and animal haz. Hi tension line lctd within 1600' of thld RWY 08.	200607
AR50642	CSTMS/AG/IMG	1	SAZN	Avbl O/R.	199907
AR50642	FUEL	1	SAZN	(NC-100LL, A1)	199907
AR50642	LGT	1	SAZN	PAPI Rwy 08 GS 2.7 .RWY 26 3 .	200410
AR50642	OPR HOURS	1	SAZN	Opr 1000-0200Z.	199907
AR51177	CAUTION	1	SASA	Bird haz.	199907
AR51177	CSTMS/AG/IMG	1	SASA	CSTMS, IMG O/R.	200004
AR51177	FUEL	1	SASA	(NC-100LL, A1)	199907
AR51177	OPR HOURS	1	SASA	Opr 1000-2400Z.	199907
AR51559	CAUTION	1	SAZR	Bird haz.	199907
AR51559	FUEL	1	SAZR	(NC-100LL, A1)	199907
AR51559	OPR HOURS	1	SAZR	Opr 1000-2400Z.	200609
AR51559	RSTD	1	SAZR	All tfc pat must stay E of fld.	199907
AR51711	CAUTION	1	SARC	Bird haz.	199907
AR51711	CSTMS/AG/IMG	1	SARC	CSTMS avbl O/R.	200411
AR51711	FUEL	1	SARC	(NC-100LL, A1)	199907
AR51711	OPR HOURS	1	SARC	Opr 0900-2400Z.	200411
AR53303	FUEL	1	SADO	(NC-A1)	200605
AR53303	RSTD	1	SADO	Mil acft only. All tfc pat must stay W of rwy at max alt of 650'.	199907
AR54310	FUEL	1	SA	(NC-100LL)	199907
AR54310	OPR HOURS	1	SA	Opr SR-SS.	200311
AR56245	OPR HOURS	1	SAWD	Opr 1000-2200Z.	200005
AR56501	OPR HOURS	1	SAVN	Opr SR-SS.	199907
AR58399	CAUTION	1	SABE	Bird haz.	199907
AR58399	CSTMS/AG/IMG	1	SABE	CSTMS, IMG avbl exclusively for flt to/fr UY.	199907
AR58399	FUEL	1	SABE	(NC-100LL, A1)	199907
AR58399	LGT	1	SABE	PAPI Rwy 13 GS 2.75 .	200211
AR58399	RSTD	1	SABE	No private pilot opr. Single eng acft opr proh exc copter. Rwy 13-31 -- 180  turns proh for acft with wheel base greater or equal to 59 ft exc at rwy ends.	200610
AR60215	CAUTION	1	SADF	Bird and animal haz.	200607
AR60215	CSTMS/AG/IMG	1	SADF	CSTMS/IMG -Avbl 0700-1900Z.	200003
AR60215	FUEL	1	SADF	(NC-100LL, A1)	199907
AR60215	RSTD	1	SADF	Rwy 05 TORA and TODA 5034.	200506
AR60988	CAUTION	1	SADJ	4 unlgtd ant twr 3300' fr thld Rwy 34.  Bird and animal haz.	200606
AR60988	FUEL	1	SADJ	(NC-A1)	200601
AR60988	LGT	1	SADJ	VASI Rwy 16 and 34 GS 2.4	200606
AR60988	OPR HOURS	1	SADJ	Opr 1100Z-SS.	200602
AR61241	OPR HOURS	1	SA	Opr SR-SS.	200311
AR62473	FUEL	1	SA	(NC-80)	200004
AR63145	FUEL	1	SA	(NC-100LL)	199907
AR63145	OPR HOURS	1	SA	Opr SR-SS.	200311
AR63628	FUEL	1	SAOM	(NC-A1)	199907
AR64070	OPR HOURS	1	SAVH	Opr SR-SS.	200311
AR64206	CAUTION	1	SAZV	Bird haz.	200511
AR64206	OPR HOURS	1	SAZV	Opr 1000-0100Z.	199907
AR64453	OPR HOURS	1	SAWU	Opr 1100-2100Z Mon-Fri.	200005
AR67911	OPR HOURS	1	SAVJ	Opr SR-SS.	200311
AR69106	CAUTION	1	SAZS	Bird haz.	199907
AR69106	CSTMS/AG/IMG	1	SAZS	O/R (IMG rqr 24 hr PN).	200607
AR69106	FUEL	1	SAZS	(NC-100LL, A1) O/R.	200413
AR69106	OPR HOURS	1	SAZS	Opr 1000-0100Z.	200411
AR69106	RSTD	1	SAZS	NORDO proh.	199907
AR70558	FUEL	1	SANO	(NC-A1)	200605
AR70558	OPR HOURS	1	SANO	Opr SR-SS	200311
AR72888	OPR HOURS	1	SA	Opr SR-SS.	200311
AR73229	OPR HOURS	1	SA	Opr SR-SS.	200311
AR73651	FUEL	1	SAAN	(NC-100LL)	199907
AR73651	OPR HOURS	1	SAAN	Opr SR-SS.	200311
AR73997	CAUTION	1	SAOU	Bird haz. Water accumulation on rwy dur and after rain.	199907
AR73997	FUEL	1	SAOU	(NC-100LL, A1)	199907
AR73997	OPR HOURS	1	SAOU	Opr 1000-2400Z.	200005
AR75372	CAUTION	1	SARI	Bird haz.	199907
AR75372	CSTMS/AG/IMG	1	SARI	CSTMS avbl 1000Z Untill Last  Flt, OT O/R.	200411
AR75372	FUEL	1	SARI	(NC-100LL, A1)	199907
AR76772	OPR HOURS	1	SA	Opr SR-SS.	200311
AR77408	CSTMS/AG/IMG	1	SAAG	CSTMS avbl O/R.	199908
AR77408	OPR HOURS	1	SAAG	Opr SR-SS.	199907
AR77902	MISC	1	SATD	Ngt OPS rqr 2 hr PN.	200606
AR78928	CAUTION	1	SANT	Bird haz.	199907
AR78928	CSTMS/AG/IMG	1	SANT	CSTMS and IMG avbl O/R.	200005
AR78928	FUEL	1	SANT	(NC-100LL, A1)	199907
AR78928	LGT	1	SANT	VASI Rwy 01 GS 2.9 .	200210
AR78928	OPR HOURS	1	SANT	Opr 1000-2400Z.	199907
AR80200	CAUTION	1	SAEZ	Bird haz.	199907
AR80200	FUEL	1	SAEZ	A1 (Repsol YPF Argentina 54-11-5071-3738)	200507
AR80200	MISC	1	SAEZ	Fst 2860' of Rwy 29 grooved conc.  Fst 960' of Rwy 17 and 1325' of Rwy 35 conc.	200601
AR80200	RSTD	1	SAEZ	Rwy 17-35 only, 180  turns allowed at thld, 229' width.	200506
AR80600	CAUTION	1	SAWO	Ushuaia Malvinas Argentinas rwy 07-25 lctd 0.8 NM fr end of rwy 16. Bird haz.	200609
AR80927	FUEL	1	SAZH	(NC- 80)	200006
AR80927	OPR HOURS	1	SAZH	Opr SR-SS.	200311
AR83516	CAUTION	1	SAMR	Bird haz.	199907
AR83516	FUEL	1	SAMR	(NC-A1)	200610
AR83516	OPR HOURS	1	SAMR	Opr 1000-2400Z.	200513
AR84748	CAUTION	1	SARE	Bird haz. Ant off both ends of Rwy.	199907
AR84748	CSTMS/AG/IMG	1	SARE	IMG avbl H24.	200503
AR84748	FUEL	1	SARE	(NC-100LL, A1)	199907
AR84901	OPR HOURS	1	SA	Opr SR-SS.	200311
AR85191	CAUTION	1	SANC	Bird haz.	199907
AR85191	FUEL	1	SANC	(NC-100LL, A1)	199907
AR85191	OPR HOURS	1	SANC	Opr 1000-2400Z.	199907
AR87723	CAUTION	1	SARP	Bird haz.	199907
AR87723	CSTMS/AG/IMG	1	SARP	CSTMS avbl O/R, IMG avbl arpt hr.	199907
AR87723	FUEL	1	SARP	(NC-100LL, A1)	199907
AR87723	LGT	1	SARP	PAPI Rwy 19 GS 2.9  MEHT 59'.	200109
AR87723	OPR HOURS	1	SARP	Opr 0900-2400Z.	199907
AR90202	OPR HOURS	1	SA	Opr SR-SS	200513
AR91139	CAUTION	1	SAAR	Bird and animal haz.	199907
AR91139	CSTMS/AG/IMG	1	SAAR	CSTMS avbl 0800-1800Z, IMG avbl O/R.	199907
AR91139	FUEL	1	SAAR	(NC-100LL, A1)	200413
AR93230	CAUTION	1	SAAV	Bird haz.	199907
AR93230	FUEL	1	SAAV	(NC-100LL, A1)	199907
AR93230	OPR HOURS	1	SAAV	Opr 0900-2400Z.	199907
AR93476	OPR HOURS	1	SATG	Opr 1000-2200Z.	200107
AR94425	FUEL	1	SAVE	(NC-100LL, A1)	199907
AR94425	OPR HOURS	1	SAVE	Opr 1100-2200Z	200601
AR94545	CAUTION	1	SAVC	Bird and animal haz.	199907
AR94545	CSTMS/AG/IMG	1	SAVC	CSTMS/IMG O/R.	200603
AR94545	FUEL	1	SAVC	(NC-100LL, A1)	199907
AR94822	OPR HOURS	1	SASO	Opr 1000-2400Z.	200004
AR96413	FUEL	1	SAMM	(NC-A1)	199907
AR96413	OPR HOURS	1	SAMM	Opr 1000-2400Z.	200607
AR98318	CAUTION	1	SANE	Bird haz.	199907
AR98318	FUEL	1	SANE	(NC-100LL, A1)	200004
AR98318	OPR HOURS	1	SANE	Opr 1000-2400Z.	200513
AR99022	OPR HOURS	1	SAHZ	Opr SR-SS.	200311
AR99058	OPR HOURS	1	SATO	Opr SR-SS.	200311
AR99194	OPR HOURS	1	SA	Opr SR-SS.	200512
AR99194	RSTD	1	SA	VMC Ops.	200512
AR99276	FUEL	1	SA	(NC-100LL, A1)	200604
AR99703	FUEL	1	SA	(NC-100LL)	200604
AR99886	FUEL	1	SAOL	(NC-100LL, A1)	200605
AS00001	A-GEAR	1	YBSG	Portable hook arrestor sys.	199907
AS00001	CAUTION	1	YBSG	Animal haz. Trees 100', 246' fr rwy cntrline.	200406
AS00001	CSTMS/IMG	1	YBSG	Avbl, PN rqr.	200211
AS00001	LGT	1	YBSG	PAPI; Rwy 12-30 MEHT 48'. Rwy lgt 24 hr PN fone C074-082-3070.	200609
AS00001	RSTD	1	YBSG	Mil acft rqr 24 hr PN, fone C074-082-3070.	200513
AS00002	CAUTION	1	YPAM	Hills East and West of arpt	200605
AS00002	LGT	1	YPAM	ACTIVATE-Rwy 14-32-121.3. Portable lgt emerg only.	200505
AS00002	MISC	1	YPAM	Arpt Opr fone C074-770-1177. Ldg fees.	200509
AS00002	TFC PAT	1	YPAM	Rwy 14 rgt circuits.	200512
AS00003	CAUTION	1	YCNY	Acft avoid ovft of mine 288 , 4.5 NM from arpt due to blasting, fone C074-769-5408 for blasting times. Hills to west of arpt infringe inner horiz surface.	200504
AS00003	FUEL	1	YCNY	O/R type unk, fone C041-125-5730.	200511
AS00003	LGT	1	YCNY	ACTIVATE-Rwy 14-32 and PAPI 119.65. PAPI; Rwy14-32 MEHT 46'. Portable lgt, emergonly.	200505
AS00003	RSTD	1	YCNY	PPR. Arpt Opr fone C074-769-5031.	200504
AS00003	TFC PAT	1	YCNY	Rwy 32 rgt circuits.	200512
AS00004	CAUTION	1	YLLE	High pressure gas discharge, SUAS YBD611, 0.86 NM N of afld.	200212
AS00004	LGT	1	YLLE	ACTIVATE-Rwy 03-21 and PAPI 120.05. PAPI; Rwy 03-21 MEHT 43'. Portable lgt emergonly.	200505
AS00004	MISC	1	YLLE	Ldg fee.  Arpt opr fone C074-655-6133.	200504
AS00004	RSTD	1	YLLE	PPR.  Acft abv 12,500 lb must use turning nodes for 180  turns.	200106
AS00004	TFC PAT	1	YLLE	No cir W of arpt.  Rwy 03 rgt circuits.	200511
AS00006	FUEL	1	YTST	(NC-100LL, A1) PPR. C089-161-4395.	200608
AS00006	LGT	1	YTST	PN fone C089-161-4395.	200604
AS00006	RSTD	1	YTST	PPR. No turns on rwy, use turning nodes at rwy ends.	200606
AS00007	CAUTION	1	YMGT	Haz cond exist for lgt acft when ldg with westerly cross wind.	200105
AS00007	LGT	1	YMGT	ACTIVATE - Rwy 02-20-120.25.	200605
AS00007	MISC	1	YMGT	Arpt unlicensed. Ctc arpt for current info. Fone C089-780-5255.	200505
AS00007	RSTD	1	YMGT	PPR	200307
AS00008	FUEL	1	YMJM	(NC-100LL) PN, fone C042-871-1269.	200606
AS00008	LGT	1	YMJM	ACTIVATE - Rwy 12-30 - 122.4.	200105
AS00008	MISC	1	YMJM	Arpt unlicensed. Ctc arpt for current info. Fone C089-771-7777.	200606
AS00010	CAUTION	1	YBWG	Mine site BRG 233 deg, 1.6 NM.	200302
AS00010	MISC	1	YBWG	Arpt unlicensed. Ctc arpt for current info. Fone C089-037-8000.	200504
AS00010	RSTD	1	YBWG	PPR	200105
AS00011	FUEL	1	YMMI	(NC-A1)	200610
AS00011	LGT	1	YMMI	Rwy 03-21 PAPI MEHT 50'.	200610
AS00011	MISC	1	YMMI	Fone C089-088-5348.	200608
AS00011	RSTD	1	YMMI	PPR.	200105
AS00012	LGT	1	YTEE	Rwy 14-32 PAPI MEHT 50'. Portable lgt emerg only.	200609
AS00012	RSTD	1	YTEE	PPR. Fone C074-769-2100.	200504
AS00012	TFC PAT	1	YTEE	Rwy 14 rgt circuits.	200513
AS00013	LGT	1	YTMO	ACTIVATE - Rwy 14-32-119.65. PAPI MEHT 49'.	200512
AS00013	MISC	1	YTMO	Arpt  unlicensed. Ctc arpt for current info, fone C074-747-0400.	200504
AS00013	RSTD	1	YTMO	PPR.	200409
AS00014	LGT	1	YCUS	Portable lgt PN, fone C088-676-2208.	200504
AS00014	MISC	1	YCUS	Arpt unlicensed. Ctc arpt for current info, fone C088-676-2208.	200504
AS00015	CAUTION	1	YLZI	Trees infringe both sides of rwy.	200203
AS00015	FUEL	1	YLZI	(NC-A1) PPR, fone C074-043-1999.	200507
AS00015	LGT	1	YLZI	Portable lgt emerg only.	200212
AS00015	MISC	1	YLZI	Ldg fees.	200504
AS00015	RSTD	1	YLZI	PPR fr arpt admin fone C07-4060-3999. Inbd pilots are req to bcst intention on freq 128.8.	200504
AS00015	TFC PAT	1	YLZI	Rwy 12 rgt circuits.	200513
AS00016	CAUTION	1	YWIS	Fragile rwy surface, make max rad turns at nodes. High terrain 2.2 NM N of AD. Animal haz.	200504
AS00016	RSTD	1	YWIS	PPR.	200203
AS00017	CAUTION	1	YKUB	Bird haz.	200406
AS00017	RSTD	1	YKUB	PPR. Fone C074-069-4154.	200505
AS00022	CAUTION	1	YMUL	Animal haz.	200610
AS00022	FUEL	1	YMUL	(NC-100LL) PN rqr.	200610
AS00022	LGT	1	YMUL	ACTIVATE-Rwy 05-23 119.1	200609
AS00022	MISC	1	YMUL	Arpt unlicensed. Ctc arpt opr for current info.	200205
AS00022	RSTD	1	YMUL	Rwy 27 tkof proh.Turns at rwy ends only.	200610
AS00022	TFC PAT	1	YMUL	Rwy 05 rgt circuits.	200509
AS00024	CAUTION	1	YPMP	Bird haz.	200605
AS00024	LGT	1	YPMP	ACTIVATE Rwy 14-32-120.6. Portable lgt, emerg only.	200605
AS00024	MISC	1	YPMP	Arpt unlicensed. Ctc arpt for current info, fone C074-060-4175. Ldg fees.	200504
AS00027	CAUTION	1	YLEV	Animal haz.	200504
AS00027	LGT	1	YLEV	Portable lgt emerg only.	200505
AS00027	RSTD	1	YLEV	180  turns at rwy ends only. Acft to make max rad turns on all sealed sfc.	200605
AS00034	FUEL	1	YWBR	(NC-100LL, A1) PN fone C088-954-0016.	200604
AS00039	CAUTION	1	YBRY	Animal haz.	200406
AS00039	FUEL	1	YBRY	(NC-A1) Pvt stock, contact Arpt Manager.	200406
AS00039	LGT	1	YBRY	1hr PPR fr Arpt Manager. PAPI; Rwy 10-28 MEHT 42'.	200505
AS00039	RSTD	1	YBRY	PPR fr Arpt Manager, fone C089-158-2582. Acft abv 12,500 lbs use turning nodes for 180 degree turns.	200504
AS00039	TFC PAT	1	YBRY	Rwy 10 rgt circuits.	200513
AS00041	FUEL	1	YHOT	(NC-A1) Avbl Jun-Sep 2200-0600Z++ dly, OT PN fone C040-904-1307. (NC-100LL) AvblPN fone C035-159-6777.	200504
AS00041	LGT	1	YHOT	PAPI; Rwy 11, 3.9 , MEHT 42', Rwy 29 MEHT 41'.	200505
AS00041	MISC	1	YHOT	Ldg Fees. Pilots requested to not overfly the Alpine National Park.	200505
AS00041	RSTD	1	YHOT	PPR, Fone C035-159-6777. Acft must use turning nodes for 180  degree turns. Parltaxiway not avbl to acft abv 12,500 lbs.	200505
AS00041	TFC PAT	1	YHOT	Rwy 29 rgt circuits.	200513
AS00042	CAUTION	1	YWCK	Animal haz. Glider Ops SR-SS Sat, Sun and hol.	200504
AS00042	RSTD	1	YWCK	PPR. Fone C074-661-0300.	200504
AS00043	CAUTION	1	YLEG	PJE and glider activity SR-SS Sat, Sun and hol.	200605
AS00043	MISC	1	YLEG	Ldg fees.	200504
AS00043	RSTD	1	YLEG	PPR, fone C035-664-3288. Ops to N of Afld SR-SS and VMC only.	200505
AS00043	TFC PAT	1	YLEG	Rwys 04 and 36 rgt circuits.	200513
AS00045	LGT	1	YNRV	ACTIVATE Rwy 06-24-119.6. PAPI MEHT 50'. Portable lgt PN emerg only.	200506
AS00045	MISC	1	YNRV	Ldg fee.	200506
AS00045	RSTD	1	YNRV	Acft abv 12,500 lbs use rwy ends only for 180  turns.	200513
AS00046	CAUTION	1	YYWG	Unlit twr 475' MSL, 1475' W of rwy.	200603
AS00046	FUEL	1	YYWG	(NC-100LL).	200603
AS00046	LGT	1	YYWG	Activate rwy lgts 120.25.	200603
AS00049	CAUTION	1	YMDY	Mil acft may conduct OPS within R224A without external lighting. Animal haz.	200603
AS00049	MISC	1	YMDY	Arpt unlicensed, ctc operator for current info, fone C088-985-9600.	200604
AS00049	RSTD	1	YMDY	All acft must be in ctc with DPRAC prior to entering R224A/B. C130 acft conduct max rad turns at turning areas.	200603
AS00049	TFC PAT	1	YMDY	F/W acft conduct circuits to NE of arpt.	200603
AS00052	CAUTION	1	YBIR	P-line 36' AGL, 1116' W of Rwy 09-27 and 1181' SW end Rwy 04-22.	200605
AS00052	LGT	1	YBIR	ACTIVATE-Rwy 04-22-122.2.	200605
AS00052	RSTD	1	YBIR	Arpt not avbl to acft abv 12,500 lb GWT.	200605
AS00053	LGT	1	YOSB	ACTIVATE 12-30  120.25.	200609
AS00053	RSTD	1	YOSB	PPR. Fone C074-781-8723.	200609
AS00058	LGT	1	YSNB	Rwy lgt PN. Portable lgt emerg only.	200505
AS00058	MISC	1	YSNB	Arpt fone C088-978-3858. Ldg fees.	200504
AS00058	RSTD	1	YSNB	Arpt on Aboriginal Reserve.  PPR to enter Township or Aboriginal Reserve.	200105
AS00740	A-GEAR	1	YPDN	BAK-12/14 bi-directional hook cables ea end Rwy 11-29, cables are recessed into rwy, no cros speed rstd in down posn. In the event of pwr failure, cables will rise to a height of 10 CM til pwr is restored.	200513
AS00740	CAUTION	1	YPDN	Possible wind shear/turbulence on short final all rwys. Bird haz. Several rifle ranges wi Darwin CTLZ, activity indicated by red flags. Model acft opr to 400', 270  2.9 NM fr AD.	200302
AS00740	FUEL	1	YPDN	(NC-100LL) Avbl 2030-0800Z dly, OT 1 hr PN, fone C043-845-0038. (NC-A1, A1+) Avbl H24.	200512
AS00740	JASU	1	YPDN	1(E14) C CM  1(A1) 1(E1) 1(E4) 1(E5) 1(E6) 1(E9) .	199908
AS00740	LGT	1	YPDN	T-VASI; Rwy 11 MEHT 39', Rwy 29 MEHT 76'. Portable lgts PN.	200505
AS00740	MISC	1	YPDN	Rwy 11-29 wt limits: L1011-414,000 lb. Rwy 18-36 avbl as twy S of Rwy 11-29 SS-SR. Rwy 11-29 grooved.	200304
AS00740	NS ABTMT	1	YPDN	See FLIP PLANNING AP/3.	200003
AS00740	OIL	1	YPDN	O-117.	200006
AS00740	RSTD	1	YPDN	RAAF refueling of Mil acft 24 hr PN. PPR for overnight prk, fone C088-920-1850. All Mil and Mil Charter (incl foreign Mil) acft req handling at RAAF Darwin are to CTC the Base Command Post, fone C618-923-5594. Mil acft rqr svc ctc Base Ops	200604
AS00740	RSTD	2	YPDN	361.1 inbd. Rwy 11-29 acft abv 220,460 lbs (except B767) 180   turns only at rwyends.	200604
AS01794	CAUTION	1	YTRE	Animal haz.	199907
AS01794	FUEL	1	YTRE	(NC-100LL) Avbl Wed-Sun 2200-0700Z++ 1 hr PN, fone C026-553-9301.	200511
AS01794	LGT	1	YTRE	ACTIVATE-Rwy 04-22-122.4.	199907
AS01794	MISC	1	YTRE	Ldg fees.	200006
AS01794	OIL	1	YTRE	O-117-123	200512
AS01863	FUEL	1	YGLB	(NC-100LL) Avbl 2000-0700Z++ Mon-Fri exc hol, OT 24 hr PN fone C040-336-8933.	200511
AS01863	LGT	1	YGLB	ACTIVATE-Rwy 04-22-119.6.	199907
AS01863	MISC	1	YGLB	PJE act wi 5 NM of arpt up to 14,000'. Drop acft will bcst on CTAF freq prior todrop. Ldg fees.	200607
AS01976	CAUTION	1	YDBI	Animal haz.	199907
AS01976	LGT	1	YDBI	ACTIVATE-Rwy 01-19-119.6.	200009
AS02967	CAUTION	1	YBAM	Max rad turns only on rwy.	199907
AS02967	FUEL	1	YBAM	(NC-type ukn) avbl 2200-0700Z Mon-Fri, OT 24 hr PN; fone C074-069-3383.	200511
AS02967	LGT	1	YBAM	ACTIVATE-Rwy 13-31-119.6.	200605
AS02967	MISC	1	YBAM	Arpt Opr fone C074-069-3252. Ldg fees.	200609
AS02967	RSTD	1	YBAM	Arpt on Aboriginal Reserve. PPR to enter Township or  Reserve area.	200208
AS03598	CAUTION	1	YCKN	Bird and animal haz. Mt Cook 762', 6 NM NE of Rwy 11 cntrln.	200605
AS03598	FUEL	1	YCKN	(NC-100LL, A1) drums, fone C074-069-5360.	200511
AS03598	LGT	1	YCKN	ACTIVATE-Rwy 11-29 123.9.	200510
AS03598	MISC	1	YCKN	Ldg fees.	200006
AS04258	CAUTION	1	YMAV	Bird haz.	199907
AS04258	FUEL	1	YMAV	(NC-A1) Shell Aviation Ltd fone C442-0793-48220, avbl 0930-0730Z++ dly.	200511
AS04258	LGT	1	YMAV	ACTIVATE-Rwy 18-36 , Rwy 36 T-VASIS and Rwy 18 PAPI-120.1, PN outside twr hrs. T-VASI; Rwy 36 MEHT 42'. PAPI; Rwy 36 avbl O/R.	200604
AS04258	MISC	1	YMAV	Ldg fees.	200006
AS04258	NS ABTMT	1	YMAV	See FLIP PLANNING AP/3.	200003
AS04258	RSTD	1	YMAV	PPR. No cir W of Rwy 18-36. B707, B767, A300 and B747 acft 180  turns on rwy only perms at int with intermediate twy.	200511
AS04349	CAUTION	1	YBTH	Bird haz. Intensive glider ops 7 NM W of Afld. Rwy 17-35 opposite ends not visible when taking off, rdo calls advised.	200504
AS04349	FUEL	1	YBTH	(NC-100LL) Avbl 2200-0700Z++ 1 hr PN, OT 24 hr PN, fone C026-337-3310.  (NC-A1) Avbl 2200-0800Z++ Mon-Fri OT PN fone C026-337-3737.	200512
AS04349	LGT	1	YBTH	ACTIVATE-Rwy 17-35-120.6.	199907
AS04349	MISC	1	YBTH	Ldg fees.	200006
AS04349	TFC PAT	1	YBTH	Rwy 35, 2200 lcl - SR, rgt circuits.	200513
AS05794	FUEL	1	YCOE	(NC-100LL, A1) avbl SR-SS Mon-Fri exc hol, 30 min PN, fone C074-060-1136.	200511
AS05794	LGT	1	YCOE	Emerg only.	199907
AS05794	MISC	1	YCOE	Ldg fees.	200007
AS06003	CAUTION	1	YFRT	Animal haz. Rwy 18-36 trns sfc may be infringed by acft prk on apn. Unlgtd twr 782' 62   2.48 NM fr thld 09.	200512
AS06003	FUEL	1	YFRT	(NC-100LL, A1) PN fone C089-022-6403.	200511
AS06003	LGT	1	YFRT	ACTIVATE-Rwy 18-36-119.6. Portable lgt emerg only.	200504
AS06003	MISC	1	YFRT	Ldg fees.	200504
