ARPT_IDENT	ICAO	ALT_NAME	CITY_CROSS_REF	ISL_GROUP	NOTAM	OPR_HRS	CLEAR_STATUS	UTM_GRID	TIME	DAYLIGHT_SAVE	FLIP_PUB	CYCLE_DATE
AS28309	YBMK							55KGS2631757298	UTC+10		17C	200012
AS28469	YSWL							54HXD5472995760	UTC+10(+11DT)	OT	16H	199910
AS29442	YARM							56JLM6734021886	UTC+10(+11DT)		17A	199907
AS29547	YFBS							55HED8698508012	UTC+10(+11DT)	OT	18H	199910
AS29962	YSRI					O	AOE	56HKH9409079925	UTC+10(+11DT)		18H, T-2F	200012
AS31041	YJLC							54KWC7525514391	UTC+10		15D	199907
AS31554	YTWB					O		56JLQ9300752977	UTC+10		17A	199907
AS31563	YTGM							54JYQ7646501121	UTC+10		16H	199907
AS31707	YNTN							54KWF0745344817	UTC+10		15D	199907
AS31732	YGDI							56JKP3775042109	UTC+10		17A	199907
AS31983	YAPH							55KDP5753384891	UTC+10		17B	199907
AS32127	YLTN							51JVJ4367934686	UTC+8		16F	199907
AS32763	YWCA							54JYL2548009614	UTC+10(+11DT)	OT	16H	199910
AS33215	YNRC							54HVE7552706725	UTC+9:30(+10:30DT)	OT	16H	200012
AS33304	YORG							55HFD9841704367	UTC+10(+11DT)		18H	199907
AS34122	YKBY							53HMD3381166691	UTC+9:30(+10:30DT)	OT	16G	200209
AS35471	YSWH							54HYF3008382332	UTC+10(+11DT)	OT	16H	199910
AS35689	YBNA							56JNP5487510288	UTC+10(+11DT)		17A	199907
AS35800	YMES					O		55HET1310383202	UTC+10(+11DT)		18F	200012
AS35829	YBDG							55HBV6157630707	UTC+10(+11DT)	OT	16H, 18G	199909
AS36455	YMBA							55KCB3177512112	UTC+10		17D	199907
AS37481	YBRW							55JDG8231384094	UTC+10(+11DT)	OT	17A	199909
AS37664	YWHA							53HQD3476339373	UTC+9:30(+10:30DT)	OT	16G	200004
AS38268	YSSY	KINGSFORD SMITH					AOE	56HLH3155342323	UTC+10(+11DT)		11A, 18H, T-2F	200012
AS38830	YCEE							53HPC3943569012	UTC+9:30(+10:30DT)		16G	200111
AS39123	YGLA							56KLU1903659061	UTC+10		17B	199907
AS39166	YNWN							50KQV8642007445	UTC+8		15A	199907
AS39570	YMAY							55HDA9622308533	UTC+10(+11DT)	OT	18G	199910
AS41736	YIFL							55KCA9511158282	UTC+10		17C	199907
AS42217	YCMT							55KEQ6370281469	UTC+10		17B	199907
AS42456	YBRK					O		56KKV4193911941	UTC+10		17B	200012
AS42929	YHSM							54HXE0480141125	UTC+10(+11DT)	OT	16H	199910
AS43020	YWLM	NEWCASTLE				O		56HLJ9086470838	UTC+10(+11DT)		18H	200409
AS44093	YDOD							54HXE8011674219	UTC+10(+11DT)	OT	16H	199910
AS44277	YPJT							50HLK9442448209	UTC+8		16E	199907
AS44307	YOLD							53JPG8012925974	UTC+9:30(+10:30DT)	OT	16G	200004
AS44603	YBOU							54KUV8716565652	UTC+10		15D	199907
AS44667	YKRY							56JLR8459359468	UTC+10		17B	199907
AS44736	YMMU							55KFQ7497477334	UTC+10		17B	199907
AS44801	YLEC							54JTM5319012088	UTC+9:30(+10:30DT)	OT	16H	200004
AS45562	YWSL							55HDT9695584014	UTC+10(+11DT)		18F	199907
AS45974	YSCN							56HKH8649930965	UTC+10(+11DT)		18h, T-2F	199907
AS46476	YCHT							55KDT2397783589	UTC+10		17C	200210
AS46891	YESP							51HUC9088372210	UTC+8		16F	200012
AS47060	YBRL							53KPC3928522299	UTC+9:30	NN	15C	200007
AS47290	YBRM							51KVA1863515762	UTC+8		15B	199907
AS47493	YRTI							50HLK6207257894	UTC+8		16E, T-2F	200002
AS48018	YELD							53LNG6210771232	UTC+9:30		14F	199910
AS48039	YMDG							55HGD4515294205	UTC+10(+11DT)		18H	199907
AS48128	YRMD							54KYC2025209401	UTC+10		15D	199907
AS48360	YOOM							54JVP2111391521	UTC+9:30(+10:30DT)		16H	199907
AS48380	YDMG							54KTF6927315070	UTC+10		15D	199907
AS49046	YHBA							56JMS8795099736	UTC+10		17B	199907
AS49268	YCGO							55KBB3709902978	UTC+10		15D	199907
AS49345	YPKS							55HFD1559033464	UTC+10(+11DT)		18H	199907
AS49651	YBTL	RAAF GARBUTT				O	AOE	55KDU7533371217	UTC+10		17C	200409
AS49779	YKOW							54LWH8059787827	UTC+10		15D	199907
AS49837	YPED					O		54HTG8209257371	UTC+9:30(+10:30DT)		16H	200012
AS50389	YCTM							55HEB9424168185	UTC+10(+11DT)		18G	199907
AS50429	YMRB							55KFR1118060385	UTC+10		17C	199907
AS50510	YBAS							53KLP8817366745	UTC+9:30	NO	15C	200211
AS50693	YIVL							56JLM2079392142	UTC+10(+11DT)		17A	199907
AS51598	YPKA							50KMC7639809684	UTC+8		15A, 20H	199907
AS51716	YWYY							55GCQ9328160591	UTC+10(+11DT)	OT	18E	199910
AS51890	YPAD						AOE	54HTG7448430272	UTC+9:30(+10:30DT)	OT	16H	200012
AS52621	YJBY							56HKG9022608203	UTC+10(+11DT)		18G	199907
AS52622	YLIS							56JNP2536510790	UTC+10(+11DT)		17A	199907
AS53590	YAYE							52JFT9907712983	UTC+9:30		15C	199907
AS53839	YPBO							50KNV7628237343	UTC+8		15A	199907
AS54289	YPPH						AOE	50JMK0235765718	UTC+8		16E, T-2F	200012
AS55383	YPPF							54HTG8344947322	UTC+9:30(+10:30DT)	OT	16H	200004
AS55549	YBNS							55HEU4992606515	UTC+10(+11DT)		18F	199912
AS55563	YCBA							55JCF8550510104	UTC+10(+11DT)	OT	17A, 18H	199910
AS55710	YPKG							51JUF5281192721	UTC+8		16F	199907
AS56752	YWWL							55HEC1768744788	UTC+10(+11DT)	OT	18H	199910
AS57465	YSDU							55HFE4839834461	UTC+10(+11DT)		18H	199907
AS58031	YREN							54HVH6995416020	UTC+9:30(+10:30DT)	OT	16H	200004
AS58386	YSBK	BANKSTOWN						56HLH1404844399	UTC+10(+11DT)		18H, T-2F	199907
AS58950	YNBR							55JGG7185742460	UTC+10(+11DT)		17A	199907
AS59282	YGTH							55HDC1411309638	UTC+10(+11DT)	OT	18G	199910
AS59355	YBLT							54HYD4669444704	UTC+10(+11DT)	OT	16H, 18F	199910
AS59361	YBRN							54HYG3637865673	UTC+10(+11DT)	OT	16H	199910
AS60329	YPAG							53HQE5522300118	UTC+9:30(+10:30DT)	OT	16H	200004
AS61375	YPKU							52LDH6867155593	UTC+8		15B	199907
AS62283	YDLQ							55HCA1387662974	UTC+10(+11DT)	OT	16H, 18G	199910
AS62722	YMLT							55GEQ1786300687	UTC+10(+11DT)	OT	18E	199910
AS62965	YBHM					O		55KGT0371947688	UTC+10		17C	200113
AS63032	YSGE							55JFJ5679196263	UTC+10(+11DT)		17A	199907
AS63151	YMIA							54HWH9998111901	UTC+10(+11DT)	OT	16H	199910
AS63679	YQLP							55JBL2644253574	UTC+10		16H	199907
AS63955	YMGD							53LMG1664767125	UTC+9:30		14F	199907
AS64221	YMML						AOE	55HCU0980228240	UTC+10(+11DT)	OT	16H, 18F, T-2H	200012
AS64717	YBMC							56JNR0907157495	UTC+10		17B	199907
AS65049	YAMB		Ipswich			O	AOE	56JMQ7158442581	UTC+10		17A, T-2G	200012
AS66054	YNAR							55HDB5532959870	UTC+10(+11DT)	OT	18G	199910
AS66500	YBHI							54HWK4455159313	UTC+9:30(+10:30DT)	OT	16H	200009
AS66613	YMEK							50JPR5409855643	UTC+8		16E	199907
AS67729	YBKT							54KUF4462037021	UTC+10		15D	199907
AS67749	YCUN							50JNL2054901416	UTC+8		16E, T-2G	200002
AS69721	YWUD							53HND4175743820	UTC+9:30(+10:30DT)	OT	16G	200004
AS69801	YECH							55HBV9867596293	UTC+10(+11DT)	OT	16H, 18G	199910
AS70425	YGLI							56JLN7318416508	UTC+10(+11DT)		17A	199907
AS71301	YBUD							56JMT3118745522	UTC+10		17B	199907
AS71795	YHOX							56HLH0143045777	UTC+10(+11DT)		18h, T-2F	199907
AS74021	YNRM							55HFE1544135106	UTC+10(+11DT)		18H	199907
AS74211	YEML							55KFP2033893161	UTC+10		17B	199907
AS74334	YWTN							54KYA1475425438	UTC+10		15D	199907
AS74678	YSMI							55GCQ3842377792	UTC+10(+11DT)	OT	18E	199910
AS75000	YPWR					O		53JPF7320953000	UTC+9:30(+10:30DT)	OT	16G	200409
AS75283	YSHK							49JGM5820833530	UTC+8		16E	199907
AS75381	YGFN							56JNN0290007869	UTC+10(+11DT)		17A	199907
AS75935	YKMP							56JML7803362125	UTC+10(+11DT)		17A	199907
AS76453	YYND							52KGA8675036402	UTC+9:30		15C	199907
AS77947	YCCY							54KVC4838414449	UTC+10		15D	199907
AS78207	YWOL							56HKG9711773405	UTC+10(+11DT)		18G	199907
AS79262	YDBY							51KWA7017479392	UTC+8		15B	199907
AS79367	YPLC							53HNB8071270377	UTC+9:30(+10:30DT)	OT	16G	200004
AS79403	YNGU							53LMD7282072320	UTC+9.30		15C	199907
AS79711	YHML							54HWD9397432607	UTC+10(+11DT)	OT	16H	199910
AS80814	YBCK							55JCN4069297508	UTC+10		17B	199907
AS81905	YARG							52KDG4149260527	UTC+8		15B	199907
AS82144	YISF							55JBP3856114757	UTC+10		15D	199907
AS82556	YMHB						AOE	55GEN4170257258	UTC+10(+11DT)	OT	18E	200012
AS82557	YMEN							55HCU1510822285	UTC+10(+11DT)	OT	16h, 18f, T-2H	200012
AS82612	YHPN							54HXF2299146779	UTC+10(+11DT)	OT	16H	199910
AS83442	YSNW					O		56HKG7507829855	UTC+10(+11DT)		18G	200012
AS83910	YHAY							55HCB0081976783	UTC+10(+11DT)	OT	16H, 18G	200112
AS84044	YIVO							55HBD4834358438	UTC+10(+11DT)		16H	199907
AS84399	YMOR							55JGH7579433367	UTC+10(+11DT)		17A	199907
AS85241	YCOR							55HDA4201416446	UTC+10(+11DT)	OT	18G	199910
AS86484	YWKB							54HXE2741479500	UTC+10(+11DT)	OT	16H	199910
AS86625	YCRG							55HEV7982995413	UTC+10(+11DT)		18G	199907
AS86864	YPEA					O		50JMK0662595966	UTC+8		16E, T-2F	200012
AS88192	YTNG							56JKT5436588936	UTC+10		17B	199907
AS88731	YMNG							55HCV3819115976	UTC+10(+11DT)		16H, 18G, T-2H	200408
AS89407	YPTN		Katherine			O		53LKD1738793018	UTC+9:30		15C	200012
AS89470	YWDH							54JXS6768788267	UTC+10		15D	199907
AS89481	YGYM							56JMR7024392965	UTC+10		17B	199907
AS89710	YBTI							52LFM7649298462	UTC+9:30		13D, 14E, T-2H	200111
AS90222	YBDV							54JUS3446434624	UTC+10		15D	199907
AS90382	YCDO							55HED1952541549	UTC+10(+11DT)	OT	18H	199910
AS90598	YHLS							55HCC6282393044	UTC+10(+11DT)		16H, 18H	199907
AS90640	YBPN							55KFT6187232973	UTC+10		17C	199907
AS91410	YWLG							55JFG0855277049	UTC+10(+11DT)		17A	199907
AS91631	YGEL							50JKP7624212446	UTC+8		16E	199907
AS92453	YDYS							55KFQ4016997657	UTC+10		17B	199907
AS92507	YLTV							55HDT5362371060	UTC+10(+11DT)		18F	199907
AS92640	YGIG					O		50JLL9201418273	UTC+8		16E, T-2F	200002
AS92800	YAYR							55KEU3452234470	UTC+10		17C	199907
AS92844	YTEM							55HEB4701791001	UTC+10(+11DT)	OT	18G	199910
AS92969	YBWX							50KLB3418492033	UTC+8		15A	199907
AS93211	YWGT							55HDV3786669705	UTC+10(+11DT)		18G	199907
AS93985	YEVD							56JNN4089881601	UTC+10(+11DT)		17A	199907
AS94590	YSCH							56JNM1118945688	UTC+10(+11DT)		17A	199907
AS95215	YIGM							55KDV1053136519	UTC+10		17C	199907
AS96104	YBKE							55JCG9892876412	UTC+10(+11DT)	OT	17A	199909
AS96507	YMYB							56JMS7136178179	UTC+10		17B	199907
AS96953	YMRY							56HKF4227023622	UTC+10(+11DT)		18G	199907
AS97513	YBTR							55KFP8436688555	UTC+10		17B	199907
AS98022	YBIE							54JUU4380206588	UTC+10		15D	199907
AS98392	YKSC							53HQA2808844854	UTC+9:30(+10:30DT)	OT	16H	200004
AS98836	YSCB	FAIRBAIRN					AOE	55HFA9956390707	UTC+10(+11DT)		18G	200012
AS98970	YPLM						AOE	50KJA9989038213	UTC+8		15A, 20H	200112
AS99699	YGDH							56JKL3736771465	UTC+10(+11DT)		17A	199907
AS99702	YGPT					H		52LFN5513939135	UTC+9:30		13D, 14A, T-2H	200509
AS99706	YWYM							52LDH0916484931	UTC+8		15B	200206
AS99715	YMGB							53LMG8842363001	UTC+9:30		14F	200213
AS99716	YPKT							52LEK5708424560	UTC+9:30		15B, T-2H	199907
AS99721	YOEN							53LKG8311036702	UTC+9:30		14F, 15C	200209
AS99731	YJAB							53LKF7116599725	UTC+9:30		14F, 15C	200209
AS99733	YRNG					N		53LMG8885734035	UTC+9:30	NO	14F,15C	200604
AS99735	YNUM							53LNE7730322109	UTC+9:30		15C	200205
AS99736	YAUR							54LWL7805823615	UTC+10		14G, 15D	200205
AS99754	YMTI							54KUG0569556894	UTC+10		15D	200209
AS99776	YKKG					N		52KFF9203571752	UTC+9:30	NN	15B	200603
AS99777	YFTZ							51KYV7065587798	UTC+8		15B	199907
AS99778	YHLC					N		52KCE5935083427	UTC+8		15B	200001
AS99793	YTEF							51KVR2021798519	UTC+8		15B	199907
AS99859	YWLU							51JTL2327351627	UTC+8		16E	199907
AS99860	YLST					N		51JTK7382618034	UTC+8		16F	200002
AS99862	YKBR					H		50JKQ2993534137	UTC+8	NN	16E	200609
AS99865	YMOG							50JNP8266889649	UTC+8		16E	200112
AS99873	YLEO							51JUJ3564904357	UTC+8		16F	200112
AS99880	YGDA							55JEH3660783831	UTC+10(+11DT)	OT	17A	200406
AS99882	YTIB							54JXN0258041568	UTC+10(+11DT)	OT	16H	199910
AS99885	YLRD							55JEH9546341015	UTC+10(+11DT)	OT	17A	199910
AS99890	YMGI							55JGH0056993962	UTC+10(+11DT)		17A	199907
AS99891	YQDI							56JKL6385113353	UTC+10(+11DT)		17A, 18H	199907
AS99903	YTMU							55HFA1286897110	UTC+10(+11DT)		18G	199907
AS99905	YKER							54HYF6579139640	UTC+10(+11DT)	OT	16H	199910
AS99915	YWKI					U		54HVH1066617030	UTC+9:30(+10:30DT)		16H	200006
AS99918	YCDU							53HLE7829544364	UTC+9:30(+10:30DT)	OT	16G	200111
AS99920	YBLN							50HLH5126870783	UTC+8		16E	199907
AS99923	YBUN					N		50HLJ7690605988	UTC+8	NN	16E	200010
AS99925	YKII							54HYA4615181873	UTC+10		18F	200603
AS99928	YNHL							54HWE5753081507	UTC+10(+11DT)	OT	16H	199910
AS99929	YMCT							54HVD4403340194	UTC+9:30(+10:30DT)	OT	16H	200203
AS99931	YSTA							54HXE9542243207	UTC+10(+11DT)		16H	200507
AS99933	YMBU					H		54HYD4094798029	UTC+10(+11DT)	OT	16H	200606
AS99934	YBLA							55HDV1110054371	UTC+10(+11DT)	OT	18G	200213
AS99936	YMER							55HGV5849411333	UTC+10(+11DT)		18G	199907
AS99946	YMNE							51JTK5796679475	UTC+8	NO	16F	200307
AS99947	YMHU							53KPB1568481807	UTC+9:30		15C	199907
AU22312	LOWG	GRAZ INTL				O	AOE	33TWN3342904265	UTC+1(+2DT)	MC	H-4E, L-10E	200304
AU25150	LOWW	VIENNA	Wien			O	AOE	33UXP1684329749	UTC+1(+2DT)	MC	H-4E, L-10F	200012
AU26904	LOAN					O		33TWN9428499656	UTC+1(+2DT)	MC	L-6J-10E	199908
AU49706	LOWI					O	AOE	32TPT7733036747	UTC+1(+2DT)	MC	H-6I-7D, L-9C	200011
AU58217	LOWS	W A MOZART				O	AOE	33TUN5054195256	UTC+1(+2DT)	MC	H-6J, L-6I	200012
AU58982	LOXZ					O		33TVN8062827727	UTC+1(+2DT)	MC	H-4E-6J, L-10E	199908
AU65763	LOXK	WORTHERSEE INTL				O	AOE	33TVM4931665652	UTC+1(+2DT)	MC	H-4E-6J-7D, L-9D-10E	200011
AU76587	LOWL	HORSCHING				O	AOE	33UVP3966642541	UTC+1(+2DT)	MC	H-6J, L-6J-10E	200012
AU97619	LOLW					O		33UVP2870737119	UTC+1(+2DT)	MC	L-6J-10E	199908
AV35446	TQPF		The Valley	Anguilla I		O		20QMF9417512849	UTC-4		L-5C-6H	199907
AY00001	NZPG							58CEU3548845249	UTC+12(+13DT)		19B,C,D	200010
AY00002	NZIR							58CEU3449557497	UTC+12(+13DT)		19B,C,D	200010
AY06435	NZWD	WILLIAMS FIELD				N		58CEU4824355587	UTC+12(+13DT)	OT	19B,C,D	200012
AY06437	SA					O		21EWK3829860813	UTC-4		19D L-18H	200009
AY06438	SCRM			King George I		O		21EUM9660702975	UTC-4		CSA L-18H; PAA 19D	200001
AY06443	SAWB			Seymour I		O		21DWJ1790376375	UTC-4		19D	199913
AY06444	NZ					N		20DMP4986016203	UTC-4		19D	199913
AY06454	NZSP	JACK F PAULUS SKIWAY				N		S  POLAR REGION	UTC+12(+13DT)	OT	19C	200002
BA36166	OBBS					O		39RVJ5899566707	UTC+3	NN	H-14G, L-18F	200207
BA86670	OBBI		Muharraq			H	AOE	39RVK6341705729	UTC+3	NN	H-14G, L-18F	200012
BB61122	TBPB		Bridgetown	Barbados I			AOE	21PTQ2971946716	UTC-4		H-3B, L-6H-13A	200012
BC20648	FBJW					O		35JKN6621177122	UTC+2		4F	200011
BC29713	FBFT					I	AOE	35KNS4926560115	UTC+2		4F	199908
BC30370	FBSK		Gaborone			O	AOE	35JLN9044383870	UTC+2		4F	199907
BC53390	FBMN					O	AOE	34KGC5440789710	UTC+2		4F	200009
BC66443	FBKE					O	AOE	35KLA0525727348	UTC+2		4F	200009
BC73360	FBTP	MOLEPOLOLE AIR BASE						35JLP3217220299				199907
BC84528	FBSP					S	AOE	35KNR8551360482	UTC+2		4F	199907
BC84585	FBSN					I		35KMT0783027032	UTC+2		4F	199907
BD02940	TXKF					H	AOE	20SLA4205882027	UTC-4(-3DT)	AO	H-2E, L-5D	200012
BE01114	EBBX	JEHONVILLE				O		31UFR5973128957	UTC+1(+2DT)	MC	H-6H, L-6F	200011
BE02778	EBKT		Kortrijk			O		31UES1442229520	UTC+1(+2DT)	MC	H-6G, L-4H	200308
BE14555	EBUL							31UES3318265960	UTC+1(+2DT)		H-6G, L-4H	200313
BE14726	EBZR	OOSTMALLE						31UFS2232580724				199907
BE20484	EBST	BRUSTEM	Brusten					31UFS5517228999	UTC+1(+2DT)		L-5	200501
BE33386	EBWE							31UFS3637095551				199907
BE38965	EBSL							31UFS8197147182				199907
BE42791	EBLG	BIERSET	Bierset			O	AOE	31UFS7276212354	UTC+1(+2DT)	MC	H-6H, L-5A	200308
BE44819	EBBE					O	AOE	31UFS2472224473	UTC+1(+2DT)	MC	H-6G, L-5A	200308
BE46050	EBOS						AOE	31UDS9037471951	UTC+1(+2DT)		H-6G, L-4H	200308
BE46743	EBCV		Casteau			O	AOE	31UES5884102987	UTC+1(+2DT)	MC	H-6G, L-5A	200513
BE62801	EBFN					O	AOE	31UDS7568359922	UTC+1(+2DT)	MC	H-6G, L-4H	200308
BE62806	EBBL					O	AOE	31UFS7268071445	UTC+1(+2DT)	MC	H-6H, L-5A	200308
BE68546	EBCI	CHARLEROI	Charleroi			O	AOE	31UFR0319390698	UTC+1(+2DT)	MC	H-6G, L-5A	200308
BE93570	EBBR	MELSBROEK				H	AOE	31UFS0438139909	UTC+1(+2DT)	MC	H-6G, L-5A	200308
BE96687	EBAW	ANTWERPEN	Antwerpen			O	AOE	31UFS0204771906	UTC+1(+2DT)	MC	L-5A	200513
BE98354	EBFS					O	AOE	31UFR1735366982	UTC+1(+2DT)	MC	H-6G, L-6F	200012
BE98360	EBSU					U		31UFR7216345384	UTC+1(+2DT)	MC	H-6H, L-6F	200404
BE98362	EBCH	CASTEAU						31UER6926794558	UTC+1(+2DT)	MC		200209
BF00001	MYCZ			Andros I		H	AOE	18RTN1948835620	UTC-5(-4DT)	AO	T-2E, SKETCH	200309
BF00002	MYES			Exuma I		S		18RUM5381473698	UTC-5(-4DT)	AO	L-5A	200212
BF00004	MYRP			RUM CAY		S		18QWM1670219293	UTC-5(-4DT)	AO	T-2E	200609
BF11330	MYBS			Bimini I		S		17RPJ7412543592	UTC-5(-4DT)	AO	T-2E	200108
BF11861	MYLD			Long I		S		18QVL9042163340	UTC-5(-4DT)	AO	L-3D-5A	200313
BF14403	MYAM			Abaco I		S	AOE	18RTQ9237434006	UTC-5(-4DT)	AO	T-2F	200609
BF19757	MYIG			Great Inagua I		S	AOE	18QXJ3858419958	UTC-5(-4DT)	AO	H-2F, L-5B	200012
BF21428	MYAP			Acklins I		S		18QXK0590182096	UTC-5(-4DT)	AO	H-2F, L-5B	200002
BF37729	MYAT			Abaco I		S	AOE	18RTQ6217660464	UTC-5(-4DT)		T-2F	200609
BF43426	MYBC			Berry I		S	AOE	18RTP1020614264	UTC-5(-4DT)		T-2E	199907
BF51174	MYLS			Long I		S	AOE	18QVM7240107914	UTC-5(-4DT)	AO	L-5A	200002
BF52201	MYCA			Cat I		S		18RVN3180624082	UTC-5(-4DT)	AO	H-1D-2F, L-5A	200411
BF54714	MYSM			San Salvador I		S	AOE	18RWM4839561314	UTC-5(-4DT)	AO	H-2F, L-5B	200108
BF62920	MYAB			Andros I		S		18RTM2748988703	UTC-5(-4DT)	AO	H-1D-2F, L-3D-5A	200411
BF65424	MYAF	ANDROS TOWN		Andros I		S	AOE	18RTN1713734425	UTC-5(-4DT)	AO	T-2E	200012
BF72035	MYGF			Grand Bahama I		O	AOE	17RQK2955939622	UTC-5(-4DT)	AO	T-2E	200012
BF72616	MYER			Eleuthera I		O	AOE	18RUN8104553471	UTC-5(-4DT)		H-2F, L-5A	200605
BF76121	MYBG			Berry I		S	AOE	18RTP1506849775	UTC-5(-4DT)	AO	T-2E	199909
BF77144	MYAK			Andros I		S	AOE	18RTM3685774258	UTC-5(-4DT)	AO	L-3D-5A	200313
BF82945	MYEH			Eleuthera I		O	AOE	18RUP3076318600	UTC-5(-4DT)	AO	T-2F	200602
BF86359	MYCI			Crooked I		S		18QWL8395215586	UTC-5(-4DT)	AO	L-5B	199908
BF88806	MYEM			Eleuthera I		O	AOE	18RUN6599297138	UTC-5(-4DT)	AO	T-2F	200605
BF90556	MYEF			Exuma I		S	AOE	18QVM1040006079	UTC-5(-4DT)	AO	H-1D-2F, L-3D-5B	200609
BF99643	MYNN	NASSAU INTL		New Providence I		H	AOE	18RTN5116271529	UTC-5(-4DT)	AO	T-2F	200012
BF99647	MYAX			Abaco I		S		18RTQ4745783471	UTC-5(-4DT)	AO	T-2F	200013
BF99648	MYCB			Cat I		S		18RVM5410589209	UTC-5(-4DT)		L-3D, 5A	200313
BF99649	MYAN			Andros I		S	AOE	17RQH9774074155	UTC-5(-4DT)	AO	T-2E	200002
BF99650	MYEN			Exuma I		S		18RUN1570421240	UTC-5(-4DT)		L-3D, 5A	200313
BF99657	MYAS			Abaco I		S	AOE	18RTP6023278396	UTC-5(-4DT)		T-2F	199907
BF99666	MYMM					S	AOE	18QYK0452776187	UTC-5(-4DT)		H-2F, L-5B	200013
BF99667	MYEG			Exuma Island		S		18QVL2017095398	UTC-5(-4DT)	AO	H-1D,2F,L-3D-5A	200313
BF99673	MYRD			Ragged I		S		18QVK2480053131	UTC-5(-4DT)	AO	L-5A	200203
BG03748	VGSY		Sylhet			I		46RCN8560961355	UTC+6		8H, 9D	200009
BG20530	VGJR					I		45QYF2118165509	UTC+6		8H, 9D	200010
BG25495	VGIS					I		45RYG0823572635	UTC+6		9D	199907
BG25835	VGEG	M A HANNAN INTL	Chittagong			I	AOE	46QCK7771660935	UTC+6		8H	200012
BG41212	VGSD					I		45RXJ9144550407	UTC+6		9D	199907
BG62126	VGCB					O		46QCJ9264272550	UTC+6		8H	199907
BG65330	VGTJ							46QBM3327432193	UTC+6		8H,9D	200410
BG69130	VGZR						AOE	46QBM3494439316	UTC+6		8H, 9D	200009
BG94348	VGRJ					I		45RXH6387103591	UTC+6		9D	199907
BG94354	VGBR							46QBL2294324024	UTC+6		8H, 9D	200008
BH40793	MZBZ	BELIZE INTL	Belize			O	AOE	16QCE6114539677	UTC-6		H-1C, L-2G	200313
BH40809	MZ					S		16QCE9714680932	UTC-6		L-2G	200313
BK00005	LQMG					O		34TCQ2255368998	UTC+1(+2DT)		L-10F	199907
BK27902	LQBK					O		33TXK8126379013	UTC+1(+2DT)	MC	H-4E, L-10F	200012
BK56123	LQSA					O		34TBP8542055851	UTC+1(+2DT)	MC	H-4F, L-12F	200105
BK62790	LQTZ							34TCQ1899725335	UTC+1(+2DT)		H-4F, L-10F-12G	200012
BK62812	LQMO					O		33TYH3090296164	UTC+1(+2DT)	MC	H-4F, L-12F	200012
BL00003	SLCB		Cochabamba				AOE	19KGA9989871651	UTC-4		SKETCH, H-5C, L-10H, L-11C	200412
BL09243	SLPS		Puerto Suarez			S		21KVV1361801707	UTC-4		H-4G, 5C, L-11D	200412
BL27485	SLSU		Sucre			O		20KKD5906996821	UTC-4		H-5C, L-10H-12F	200513
BL42125	SLET		Santa Cruz			S		20KMF8182730652	UTC-4		H-5C, L-11C	200012
BL62794	SLPO		Potosi			I		20KKD1418936808	UTC-4		H-5C, L-10H-12F	199907
BL70630	SLTR		Trinidad			S	AOE	20LKJ9359260838	UTC-4		SKETCH, H-5C, L-11C	200009
BL82257	SLVR		Santa Cruz				AOE	20KMF8564249111	UTC-4		H-5C, L-11C-12F	200411
BL83224	SLTJ		Tarija			O		20KLB2382715384	UTC-4		H-5C, L-12F	199907
BL94927	SLLP		La Paz			H	AOE	19KEB8620074108	UTC-4		H-5C, L-10H-11C, AACDTD	200012
BL94936	SLCO		Cobija			S		19LEH2370679541	UTC-4		H-5B, L-10G-11B	200412
BL95002	SLSA					S		20LKK3668677240	UTC-4		L-11C	200412
BL96092	SLOR		Oruro			S		19KGA0372912898	UTC-4		H-5C, L-10H-12F	200409
BL96185	SLCH							20KKG7199220304	UTC-4		L-11C	199907
BL96266	SLYA					S		20KMA3271571355	UTC-4		H-4F-5C, L-12F	200412
BL96267	SLBJ							20KLV6522280974	UTC-4		L-12F	200313
BL96269	SLVM		Villamontes					20KMB5791749551	UTC-4		L-12	200412
BM00003	VYAN					I		46QFG0749986262	UTC+6:30		8H	200309
BM00004	VY					N		47PMN7116532513	UTC+6:30		8F, 20H	200605
BM00006	VY							46QGH0576329694				200607
BM00007	VYHL							46RFN9332555190				200604
BM00010	VYEL	ELA	Pyinmana			I		47QKB0643272228	UTC+6:30		8G	200605
BM00012	VYXG	NEW KYAUKTU						46QFJ1715367577				200610
BM01991	VYKT					I		47PMM4937510894	UTC+6:30		8F	200309
BM02307	VYTD					I		46QFF3728241653	UTC+6:30		8G	200306
BM04151	VYSW					I		46QDH8668726172	UTC+6:30		8H	200306
BM07964	VYPY							46QGF3879582931	UTC+6:30		8G	199907
BM11805	VYLY							46QFJ8952116625	UTC+6:30		8H	199907
BM19817	VYKP					I		46QEG5614748101	UTC+6:30		8H	200309
BM21182	VYKG					I		47QND6596655661	UTC+6:30		6E, 8H	200309
BM24709	VYDW					I		47PMR1403659361	UTC+6:30		8G	200309
BM31618	VYMM					I		47QLU5701318605	UTC+6:30		8G	200309
BM32141	VYME					I		47PMP5886275216	UTC+6:30		8F	200309
BM35977	VYMO					O		47QKF5880155707	UTC+6:30		8H	199907
BM38779	VYYY	MINGALADON	Rangoon			H	AOE	47QJU9459571524	UTC+6:30		8G	200309
BM42105	VYBG		Nyaung U			I		46QGJ0038943151	UTC+6:30		8H	200405
BM46459	VYBM					I		47RLG2196985133	UTC+6:30		8H	200309
BM47740	VYNP		Myitkyina					47RLJ2844505281	UTC+6:30		8H	200201
