ARPT_IDENT	PROC	TRM_IDENT	APP_TYPE	ICAO	CAT_A_DH	CAT_A_RV	CAT_A_HA	CAT_A_WX_CL	CAT_A_WX_PV	CAT_B_DH	CAT_B_RV	CAT_B_HA	CAT_B_WX_CL	CAT_B_WX_PV	CAT_C_DH	CAT_C_RV	CAT_C_HA	CAT_C_WX_CL	CAT_C_WX_PV	CAT_D_DH	CAT_D_RV	CAT_D_HA	CAT_D_WX_CL	CAT_D_WX_PV	CAT_E_DH	CAT_E_RV	CAT_E_HA	CAT_E_WX_CL	CAT_E_WX_PV	MIN_RMK	CYCLE_DATE
AR58399	3	I13    VORDME ILSDME RW13 1	S-ILS 13*	SABE	00238	-800M	220	0300	800M 	00238	-800M	220	0300	800M 	00238	-800M	220	0300	800M 	00238	-800M	220	0300	800M 	NA			    	     	*S-ILS 13 No light vis all CAT 1200m.	200505
AR58399	3	I13    VORDME ILSDME RW13 1	S-LOC 13**	SABE	00680	-1600M	662	0700	1600M	00680	-1600M	662	0700	1600M	00680	-2800M	662	0700	2800M	00680	-3200M	662	0700	3200M	NA			    	     	**When ALS inop, increase vis all CAT 400m.	200402
AR60215	3	D23    NR1 VOR/DME RW23	CIRCLING*	SADF	01020	-3200M	1010	1100	3200M	01030	-3200M	1020	1100	3200M	01120	-3700M	1110	1200	3700M	NA			    	     	NA			    	     	*Circling not authorized SW of Rwy 05-23.	200505
AR60215	3	D23    NR1 VOR/DME RW23	S-23	SADF	00590	-2000M	580	0600	2000M	00590	-2000M	580	0600	2000M	00590	-2800M	580	0600	2800M	00590	-3200M	580	0600	3200M	NA			    	     		200505
AR69106	3	I29    NR1VORDMEILS/DME RW29	CIRCLING*	SAZS	03350	-2400M	576	0600	2400M	03350	-2800M	576	0600	2800M	03800	-3700M	1026	1100	3700M	03800	-4600M	1026	1100	4600M	NA			    	     	*Circling NA SOUTH of Rwy 11/29.	200402
AR69106	3	I29    NR1VORDMEILS/DME RW29	S-ILS 29	SAZS	03010	-1200M	237	0300	1200M	03010	-1200M	237	0300	1200M	03010	-1200M	237	0300	1200M	03010	-1200M	237	0300	1200M	NA			    	     		200402
AR69106	3	I29    NR1VORDMEILS/DME RW29	S-LOC 29	SAZS	03150	-2400M	377	0400	2400M	03150	-2400M	377	0400	2400M	03150	-2400M	377	0400	2400M	03150	-2800M	377	0400	2800M	NA			    	     		200402
AR80200	3	D11    VORDME LO LI RW11 7	CIRCLING**	SAEZ	00610	-2000M	543	0600	2000M	00610	-2800M	543	0600	2800M	00800	-3700M	733	0800	3700M	00900	-4600M	833	0900	4600M	NA			    	     	**Circling CAT D not authorized N of RWY11/29.	200505
AR80200	3	D11    VORDME LO LI RW11 7	S-11*	SAEZ	00460	-1600M	398	0400	1600M	00460	-1600M	398	0400	1600M	00460	-2000M	398	0400	2000M	00460	-2400M	398	0400	2400M	NA			    	     	* When ALS inop, increase vis 400m.	200505
AR80200	3	D35    VORDME LO LI RW35 12	CIRCLING**	SAEZ	00610	-2000M	543	0600	2000M	00610	-2800M	543	0600	2800M	00800	-3700M	733	0800	3700M	00900	-4600M	833	0900	4600M	NA			    	     	**Circling CAT D not authorized E of RWY17/35.	200505
AR80200	3	D35    VORDME LO LI RW35 12	S-35*	SAEZ	00500	-1600M	433	0500	1600M	00500	-1600M	433	0500	1600M	00500	-2000M	433	0500	2000M	00500	-2400M	433	0500	2400M	NA			    	     	*When ALS inop, increase vis 400m.	200505
AR80200	3	I11-1  1VOR/DME ILS/DME RW11	CIRCLING**	SAEZ	00610	-2000M	543	0600	2000M	00610	-2800M	543	0600	2800M	00800	-3700M	733	0800	3700M	00900	-4600M	833	0900	4600M	NA			    	     	**Circling N of Rwy 11/29 not authorizedfor CAT D	200603
AR80200	3	I11-1  1VOR/DME ILS/DME RW11	S-ILS/DME 11*	SAEZ	00262	-800M	200	0200	800M 	00262	-800M	200	0200	800M 	00262	-800M	200	0200	800M 	00262	-800M	200	0200	800M 	NA			    	     	*When ALS inop, increase vis all CAT 400m.	200603
AR80200	3	I11-1  1VOR/DME ILS/DME RW11	S-LOC/DME 11*	SAEZ	00460	-1600M	398	0400	1600M	00460	-1600M	398	0400	1600M	00460	-2000M	398	0400	2000M	00460	-2400M	398	0400	2400M	NA			    	     	*When ALS inop, increase vis all CAT 400m.	200603
AR80200	3	I11-2  2VOR/DME ILS/DME RW11	CIRCLING**	SAEZ	00610	-2000M	543	0600	2000M	00610	-2800M	543	0600	2800M	00800	-3700M	733	0800	3700M	00900	-4600M	833	0900	4600M	NA			    	     	**Circling N of Rwy 11/29 not authorizedfor CAT D	200603
AR80200	3	I11-2  2VOR/DME ILS/DME RW11	S-ILS/DME 11*	SAEZ	00262	-800M	200	0200	800M 	00262	-800M	200	0200	800M 	00262	-800M	200	0200	800M 	00262	-800M	200	0200	800M 	NA			    	     	*When ALS inop, increase vis all CAT 400m.	200603
AR80200	3	I11-2  2VOR/DME ILS/DME RW11	S-LOC/DME 11*	SAEZ	00460	-1600M	398	0400	1600M	00460	-1600M	398	0400	1600M	00460	-2000M	398	0400	2000M	00460	-2400M	398	0400	2400M	NA			    	     	*When ALS inop, increase vis all CAT 400m.	200603
AR91139	3	D20    NR4 VORDME (LI) RW20	CIRCLING*	SAAR	00620	-2000M	535	0600	2000M	00620	-2800M	535	0600	2800M	00790	-3700M	705	0800	3700M	00790	-4600M	705	0800	4600M	NA			    	     	*CIRCLING NOT AUTHORIZED E OF RWY 20.	200505
AR91139	3	D20    NR4 VORDME (LI) RW20	S-20	SAAR	00460	-2000M	383	0400	2000M	00460	-2000M	383	0400	2000M	00460	-2000M	383	0400	2000M	00460	-2400M	383	0400	2400M	NA			    	     		200505
AR91139	3	I20    NR1 VORDMEILSDME RW20	CIRCLING*	SAAR	00620	-2000M	535	0600	2000M	00620	-2800M	535	0600	2800M	00790	-3700M	705	0800	3700M	00790	-4600M	705	0800	4600M	NA			    	     	*CIRCLING NOT AUTHORIZED E OF RWY 20.	200505
AR91139	3	I20    NR1 VORDMEILSDME RW20	S-ILS 20	SAAR	00279	-1200M	202	0300	1200M	00279	-1200M	202	0300	1200M	00279	-1200M	202	0300	1200M	00279	-1200M	202	0300	1200M	NA			    	     		200507
AR91139	3	I20    NR1 VORDMEILSDME RW20	S-LOC 20	SAAR	00460	-2000M	383	0400	2000M	00460	-2000M	383	0400	2000M	00460	-2000M	383	0400	2000M	00460	-2400M	383	0400	2400M	NA			    	     		200505
AS00740	3	I29    RW29 ILS	CIRCLING	YPDN	00700	-2400M	597	0600	2400M	00700	-2400M	597	0600	2400M	00800	-4000M	697	0700	4000M	01000	-6000M	897	0900	6000M	NA			    	     		200511
AS00740	3	I29    RW29 ILS	S-ILS 29*	YPDN	00290	-800M	209	0200	800M 	00290	-800M	209	0200	800M 	00290	-800M	209	0200	800M 	00290	-800M	209	0200	800M 	NA			    	     	*WHEN ALS INOP, INCREASE CAT A-D VIS TO1600M.	200511
AS00740	3	I29    RW29 ILS	S-LLZ 29**	YPDN	00560	-1600M	479	0500	1600M	00560	-1600M	479	0500	1600M	00560	-1600M	479	0500	1600M	00560	-1600M	479	0500	1600M	NA			    	     	**WHEN ALS INOP, INCREASE CAT A-D  TO 2400M.	200511
AS00740	3	L29    RW29 LLZ	CIRCLING	YPDN	00700	-2400M	597	0600	2400M	00700	-2400M	597	0600	2400M	00800	-4000M	697	0700	4000M	01000	-6000M	897	0900	6000M	NA			    	     		200511
AS00740	3	L29    RW29 LLZ	S-LLZ 29**	YPDN	00560	-1600M	479	0500	1600M	00560	-1600M	479	0500	1600M	00560	-1600M	479	0500	1600M	00560	-1600M	479	0500	1600M	NA			    	     	**WHEN ALS INOP, INCREASE CAT A-D  TO 2400M.	200511
AS00740	3	S11    RW11 VOR	CIRCLING	YPDN	00700	-2400M	597	0600	2400M	00700	-2400M	597	0600	2400M	00800	-4000M	697	0700	4000M	01000	-6000M	897	0900	6000M	NA			    	     		200503
AS00740	3	S11    RW11 VOR	S-VOR 11	YPDN	00500	-2200M	404	0400	2200M	00500	-2200M	404	0400	2200M	00500	-2200M	404	0400	2200M	00500	-2200M	404	0400	2200M	NA			    	     		200404
AS00740	3	S11    RW11 VOR	VOR/DME 11	YPDN	00500	-2200M	404	0400	2200M	00500	-2200M	404	0400	2200M	00500	-2200M	404	0400	2200M	00500	-2200M	404	0400	2200M	NA			    	     		200404
AS00740	3	T11    TACAN RW11	CIRCLING	YPDN	00800	-2400M	697	0700	2400M	00800	-2400M	697	0700	2400M	00900	-4000M	797	0800	4000M	01100	-5000M	997	1000	5000M	01150	-7000M	1047	1100	7000M		200513
AS00740	3	T11    TACAN RW11	S-11	YPDN	00540	-2500M	439	0500	2500M	00540	-2500M	439	0500	2500M	00540	-2500M	439	0500	2500M	00540	-2500M	439	0500	2500M	00540	-2500M	439	0500	2500M		200513
AS00740	3	T29    TACAN RW29	CIRCLING	YPDN	00800	-2400M	697	0700	2400M	00800	-2400M	697	0700	2400M	00900	-4000M	797	0800	4000M	01100	-6000M	997	1000	6000M	01160	-8000M	1057	1100	8000M		200511
AS00740	3	T29    TACAN RW29	S-29*	YPDN	00600	-2000M	519	0500	2000M	00600	-2000M	519	0500	2000M	00600	-2000M	519	0500	2000M	00600	-2000M	519	0500	2000M	00600	-2000M	519	0500	2000M	WHEN ALS INOP, INCREASE CAT ABC TO 2400M, CAT D TO 2800M,  AND CAT E TO 3200M.	200511
AS04258	3	I18    RW18 ILS	CIRCLING*	YMAV	00900	-3200M	865	0900	3200M	00900	-3200M	865	0900	3200M	00900	-4000M	865	0900	4000M	00900	-6000M	865	0900	6000M	NA			    	     	*CIRCLING NOT AUTHORIZED W OF RWY 18-36.	200503
AS04258	3	I18    RW18 ILS	S-ILS 18	YMAV	00390	-1600M	358	0400	1600M	00390	-1600M	358	0400	1600M	00390	-1600M	358	0400	1600M	00390	-1600M	358	0400	1600M	NA			    	     		200513
AS04258	3	L18    RW18 LLZ	CIRCLING*	YMAV	00900	-3200M	865	0900	3200M	00900	-3200M	865	0900	3200M	00900	-4000M	865	0900	4000M	00900	-6000M	865	0900	6000M	NA			    	     	*CIRCLING NOT AUTHORIZED W OF RWY 18-36.	200608
AS04258	3	L18    RW18 LLZ	S-LLZ 18	YMAV	00680	-3000M	648	0700	3000M	00680	-3000M	648	0700	3000M	00680	-3000M	648	0700	3000M	00680	-3200M	648	0700	3200M	NA			    	     		200608
AS04258	3	S18    VOR Z RW18	CIRCLING*	YMAV	00900	-3200M	865	0900	3200M	00900	-3200M	865	0900	3200M	00900	-4000M	865	0900	4000M	00900	-6000M	865	0900	6000M	NA			    	     	*CIRCLING NOT AUTHORIZED W OF RWY 18/36.	200608
AS04258	3	S18    VOR Z RW18	S-18	YMAV	00620	-3200M	588	0600	3200M	00620	-3200M	588	0600	3200M	00620	-3200M	588	0600	3200M	00620	-3200M	588	0600	3200M	NA			    	     		200501
AS04258	3	S36    RW36 VOR	CIRCLING*	YMAV	00900	-2600M	865	0900	2600M	00900	-2600M	865	0900	2600M	00900	-4000M	865	0900	4000M	00900	-5000M	865	0900	5000M	NA			    	     	*CIRCLING NOT AUTHORIZED W OF RWY 18/36.	200501
AS04258	3	S36    RW36 VOR	S-36	YMAV	00600	-2600M	566	0600	2600M	00600	-2600M	566	0600	2600M	00600	-2600M	566	0600	2600M	00600	-2600M	566	0600	2600M	NA			    	     		200503
AS08942	3	S11    RW11 VOR	CIRCLING	YCIN	00940	-4000M	640	0700	4000M	00940	-4000M	640	0700	4000M	01040	-4000M	740	0800	4000M	01100	-6000M	800	0800	6000M	NA			    	     		200406
AS08942	3	S11    RW11 VOR	S-VOR 11	YCIN	00940	-4000M	686	0700	4000M	00940	-4000M	686	0700	4000M	00940	-4000M	686	0700	4000M	00940	-4000M	686	0700	4000M	NA			    	     		200406
AS08942	3	S11    RW11 VOR	S-VOR/DME 11	YCIN	00880	-3600M	626	0600	3600M	00880	-3600M	626	0600	3600M	00880	-3600M	626	0600	3600M	00880	-3600M	626	0600	3600M	NA			    	     		200406
AS08942	3	S29    RW29 VOR	CIRCLING	YCIN	00940	-3600M	640	0700	3600M	00940	-3600M	640	0700	3600M	01040	-4000M	740	0800	4000M	01100	-6000M	800	0800	6000M	NA			    	     		200608
AS08942	3	S29    RW29 VOR	S-VOR 29	YCIN	00940	-3600M	640	0700	3600M	00940	-3600M	640	0700	3600M	00940	-3600M	640	0700	3600M	00940	-3600M	640	0700	3600M	NA			    	     		200406
AS08942	3	S29    RW29 VOR	S-VOR/DME 29	YCIN	00880	-3200M	580	0600	3200M	00880	-3200M	580	0600	3200M	00880	-3200M	580	0600	3200M	00880	-3200M	580	0600	3200M	NA			    	     		200406
AS10286	3	EVOR-2 VORDME	CIRCLING*	YBCS	00600	-5000M	590	0600	5000M	00600	-5000M	590	0600	5000M	01360	-5000M	1350	1400	5000M	01360	-5000M	1350	1400	5000M	NA			    	     	SEE MAIN REMARKS.	200405
AS10286	3	FNDB-2 NDB/DME	CIRCLING*	YBCS	00600	-5000M	590	0600	5000M	00600	-5000M	590	0600	5000M	01360	-5000M	1350	1400	5000M	01360	-5000M	1350	1400	5000M	NA			    	     	SEE MAIN REMARKS.	200405
AS10286	3	I15    ILS RW15	CIRCLING**	YBCS	00740	-2400M	730	0800	2400M	00740	-2400M	730	0800	2400M	01360	-4800M	1350	1400	4800M	01720	-5000M	1710	1800	5000M	NA			    	     	SEE MAIN REMARKS.	200604
AS10286	3	I15    ILS RW15	S-ILS 15	YBCS	00320	-1600M	311	0400	1600M	00320	-1600M	311	0400	1600M	00320	-1600M	311	0400	1600M	00320	-1600M	311	0400	1600M	NA			    	     		200604
AS10286	3	I15    ILS RW15	S-LOC 15*	YBCS	00560	-2000M	551	0600	2000M	00560	-2000M	551	0600	2000M	00560	-2000M	551	0600	2000M	00560	-2000M	551	0600	2000M	NA			    	     	*WHEN ALS INOP, INCREASE VIS CAT C 400M,CAT D 800M.	200604
AS10286	3	I15-D  ILS/DME RW15	CIRCLING**	YBCS	00740	-2400M	730	0800	2400M	00740	-2400M	730	0800	2400M	01360	-4800M	1350	1400	4800M	01720	-5000M	1710	1800	5000M	NA			    	     	SEE MAIN REMARKS.	200604
AS10286	3	I15-D  ILS/DME RW15	S-ILS 15	YBCS	00320	-1600M	311	0400	1600M	00320	-1600M	311	0400	1600M	00320	-1600M	311	0400	1600M	00320	-1600M	311	0400	1600M	NA			    	     		200604
AS10286	3	I15-D  ILS/DME RW15	S-LOC 15*	YBCS	00560	-2000M	551	0600	2000M	00560	-2000M	551	0600	2000M	00560	-2000M	551	0600	2000M	00560	-2000M	551	0600	2000M	NA			    	     	*WHEN ALS INOP, INCREASE VIS CAT C 400M,CAT D 800M.	200604
AS10286	3	L15    LLZ/DME RW15	CIRCLING**	YBCS	00740	-2400M	730	0800	2400M	00740	-2400M	730	0800	2400M	01360	-4800M	1350	1400	4800M	01720	-5000M	1710	1800	5000M	NA			    	     	SEE MAIN REMARKS.	200604
AS10286	3	L15    LLZ/DME RW15	S-LOC 15*	YBCS	00560	-2000M	551	0600	2000M	00560	-2000M	551	0600	2000M	00560	-2000M	551	0600	2000M	00560	-2000M	551	0600	2000M	NA			    	     	*WHEN ALS INOP, INCREASE VIS CAT C 400M,CAT D 800M.	200604
AS10286	3	L33    LLZ/DME RW33	CIRCLING*	YBCS	00740	-2400M	730	0800	2400M	00740	-2400M	730	0800	2400M	01360	-4800M	1350	1400	4800M	01720	-5000M	1710	1800	5000M	NA			    	     	*NO CIRCLING W OF RWY 15-33 OR BEYOND CS4.4 DME CAT C AND D MAX 170 KIAS.	200604
AS10286	3	L33    LLZ/DME RW33	S-LLZ/DME 33	YBCS	00520	-2800M	513	0600	2800M	00520	-2800M	513	0600	2800M	00520	-2800M	513	0600	2800M	00520	-2800M	513	0600	2800M	NA			    	     		200106
AS12739	3	S14    RW14 VOR	CIRCLING	YPPD	00680	-3200M	647	0700	3200M	00680	-3200M	647	0700	3200M	00780	-4000M	747	0800	4000M	00860	-6000M	827	0900	6000M	NA			    	     		200610
AS12739	3	S14    RW14 VOR	S-VOR 14	YPPD	00600	-3200M	577	0600	3200M	00600	-3200M	577	0600	3200M	00600	-3200M	577	0600	3200M	00600	-3200M	577	0600	3200M	NA			    	     		200610
AS12739	3	S14    RW14 VOR	S-VOR/DME 14	YPPD	00500	-2600M	477	0500	2600M	00500	-2600M	477	0500	2600M	00500	-2600M	477	0500	2600M	00500	-2600M	477	0500	2600M	NA			    	     		200610
AS12739	3	S32    RW32 VOR	CIRCLING	YPPD	00680	-3200M	647	0700	3200M	00680	-3200M	647	0700	3200M	00780	-4000M	747	0800	4000M	00860	-6000M	827	0900	6000M	NA			    	     		200610
AS12739	3	S32    RW32 VOR	S-32	YPPD	00600	-3000M	567	0600	3000M	00600	-3000M	567	0600	3000M	00600	-3000M	567	0600	3000M	00600	-3000M	567	0600	3000M	NA			    	     		200501
AS15072	3	I01    RW01 ILS	CIRCLING	YBBN	00600	-3000M	587	0600	3000M	00600	-3000M	587	0600	3000M	00760	-4000M	747	0800	4000M	00860	-6000M	847	0900	6000M	NA			    	     		200503
AS15072	3	I01    RW01 ILS	S-ILS 01*	YBBN	00220	-800M	208	0300	800M 	00220	-800M	208	0300	800M 	00220	-800M	208	0300	800M 	00220	-800M	208	0300	800M 	NA			    	     	*WHEN ALS INOP, INCREASE CAT ABCD VIS TO1600M.	200505
AS15072	3	I01    RW01 ILS	S-LOC 01**	YBBN	00560	-2000M	548	0600	2000M	00560	-2000M	548	0600	2000M	00560	-2000M	548	0600	2000M	00560	-2000M	548	0600	2000M	NA			    	     	**WHEN ALS INOP, INCREASE CAT ABCD VIS TO 3000M.	200505
AS15072	3	I19-Z  RW19 ILS Z	CIRCLING	YBBN	00600	-2400M	587	0600	2400M	00600	-2400M	587	0600	2400M	00760	-4000M	747	0800	4000M	00860	-6000M	847	0900	6000M	NA			    	     		200505
AS15072	3	I19-Z  RW19 ILS Z	S-ILS 19*	YBBN	00220	-800M	209	0300	800M 	00220	-800M	209	0300	800M 	00220	-800M	209	0300	800M 	00220	-800M	209	0300	800M 	NA			    	     	*WHEN ALS INOP, INCR CAT ABCD VIS TO 1600M.	200505
AS15072	3	I19-Z  RW19 ILS Z	S-LLZ 19**	YBBN	00420	-1400M	409	0500	1400M	00420	-1400M	409	0500	1400M	00420	-1400M	409	0500	1400M	00420	-1400M	409	0500	1400M	NA			    	     	**WHEN ALS INOP, INCR CAT ABCD VIS TO 2200M.	200505
AS15072	3	L01    RW01 LLZ	CIRCLING	YBBN	00600	-3000M	587	0600	3000M	00600	-3000M	587	0600	3000M	00760	-4000M	747	0800	4000M	00860	-6000M	847	0900	6000M	NA			    	     		200507
AS15072	3	L01    RW01 LLZ	S-ILS 01*	YBBN	00220	-800M	208	0300	800M 	00220	-800M	208	0300	800M 	00220	-800M	208	0300	800M 	00220	-800M	208	0300	800M 	NA			    	     	*WHEN ALS INOP, INCREASE CAT ABCD VIS TO1600M.	200507
AS15072	3	L01    RW01 LLZ	S-LOC 01**	YBBN	00560	-2000M	548	0600	2000M	00560	-2000M	548	0600	2000M	00560	-2000M	548	0600	2000M	00560	-2000M	548	0600	2000M	NA			    	     	**WHEN ALS INOP, INCREASE CAT ABCD VIS TO 3000M.	200507
AS15072	3	L19-Z  RW19 LLZ Z	CIRCLING	YBBN	00600	-2400M	587	0600	2400M	00600	-2400M	587	0600	2400M	00760	-4000M	747	0800	4000M	00860	-6000M	847	0900	6000M	NA			    	     		200507
AS15072	3	L19-Z  RW19 LLZ Z	S-ILS 19*	YBBN	00220	-800M	209	0300	800M 	00220	-800M	209	0300	800M 	00220	-800M	209	0300	800M 	00220	-800M	209	0300	800M 	NA			    	     	*WHEN ALS INOP, INCR CAT ABCD VIS TO 1600M.	200507
AS15072	3	L19-Z  RW19 LLZ Z	S-LLZ 19**	YBBN	00420	-1400M	409	0500	1400M	00420	-1400M	409	0500	1400M	00420	-1400M	409	0500	1400M	00420	-1400M	409	0500	1400M	NA			    	     	**WHEN ALS INOP, INCR CAT ABCD VIS TO 2200M.	200507
AS15072	3	S01    RW01 VOR	CIRCLING	YBBN	00600	-3000M	587	0600	3000M	00600	-3000M	587	0600	3000M	00760	-4000M	747	0800	4000M	00860	-6000M	847	0900	6000M	NA			    	     		200501
AS15072	3	S01    RW01 VOR	S-01*	YBBN	00580	-2000M	568	0600	2000M	00580	-2000M	568	0600	2000M	00580	-2000M	568	0600	2000M	00580	-2000M	568	0600	2000M	NA			    	     	*WHEN ALS INOP, INCREASE CAT ABCD VIS TO3000M.	200505
AS15072	3	S14    RW14 VOR	CIRCLING	YBBN	00600	-3200M	587	0600	3200M	00600	-3200M	587	0600	3200M	00700	-4000M	747	0700	4000M	00860	-6000M	847	0900	6000M	NA			    	     		200505
AS15072	3	S14    RW14 VOR	S-14	YBBN	00600	-3200M	589	0600	3200M	00600	-3200M	589	0600	3200M	00600	-3200M	589	0600	3200M	00600	-3200M	589	0600	3200M	NA			    	     		200505
AS15072	3	S19    RW19 VOR	CIRCLING	YBBN	00600	-3200M	587	0600	3200M	00600	-3200M	587	0600	3200M	00760	-4000M	747	0800	4000M	00860	-6000M	847	0900	6000M	NA			    	     		200608
AS15072	3	S19    RW19 VOR	S-19*	YBBN	00420	-2200M	409	0500	2200M	00420	-2200M	409	0500	2200M	00420	-2200M	409	0500	2200M	00420	-2200M	409	0500	2200M	NA			    	     	*When ALS inop, increase CAT A-D vis to3200m.	200608
AS28309	3	S14    RW14 VOR	CIRCLING	YBMK	00660	-3000M	641	0700	3000M	00660	-3000M	641	0700	3000M	00880	-4000M	861	0900	4000M	01140	-6000M	1121	1200	6000M	NA			    	     		200507
AS28309	3	S14    RW14 VOR	S-14	YBMK	00540	-3000M	523	0600	3000M	00540	-3000M	523	0600	3000M	00540	-3000M	523	0600	3000M	00540	-3000M	523	0600	3000M	NA			    	     		200507
AS28309	3	S32    RW32 VOR	CIRCLING	YBMK	00660	-3000M	641	0700	3000M	00660	-3000M	641	0700	3000M	00880	-4000M	861	0900	4000M	01140	-6000M	1121	1200	6000M	NA			    	     		200507
AS28309	3	S32    RW32 VOR	S-32	YBMK	00540	-3000M	526	0600	3000M	00540	-3000M	526	0600	3000M	00540	-3000M	526	0600	3000M	00540	-3000M	526	0600	3000M	NA			    	     		200507
AS29962	3	I28-Z  RW28 ILS-Z	CIRCLING	YSRI	00800	-2400M	733	0800	2400M	00800	-2400M	733	0800	2400M	01100	-4800M	1033	1100	4800M	01100	-6000M	1033	1100	6000M	NA			    	     		200608
AS29962	3	I28-Z  RW28 ILS-Z	S-ILS/DME 28*	YSRI	00360	-800M	307	0300	800M 	00360	-800M	307	0300	800M 	00360	-800M	307	0300	800M 	00360	-800M	307	0300	800M 	NA			    	     	*When ALS inop, incr vis CAT ABCD to 1600m.	200608
AS29962	3	I28-Z  RW28 ILS-Z	S-LOC/DME 28**	YSRI	00540	-1800M	487	0500	1800M	00540	-1800M	487	0500	1800M	00540	-1800M	487	0500	1800M	00540	-1800M	487	0500	1800M	NA			    	     	**When ALS inop, increase vis CAT ABCD to 2600m.	200608
AS29962	3	L28-Z  RW28 LLZ-Z	CIRCLING	YSRI	00800	-2400M	733	0800	2400M	00800	-2400M	733	0800	2400M	01100	-4800M	1033	1100	4800M	01100	-6000M	1033	1100	6000M	NA			    	     		200608
AS29962	3	L28-Z  RW28 LLZ-Z	S-LOC/DME 28**	YSRI	00540	-1800M	487	0500	1800M	00540	-1800M	487	0500	1800M	00540	-1800M	487	0500	1800M	00540	-1800M	487	0500	1800M	NA			    	     	**When ALS inop, increase vis CAT ABCD to 2600m.	200608
AS29962	3	T10    TACAN RW10	CIRCLING	YSRI	00680	-3000M	613	0700	3000M	00800	-3000M	733	0800	3000M	01100	-4800M	1033	1100	4800M	01100	-6000M	1033	1100	6000M	01700	-8000M	1633	1700	8000M		200309
AS29962	3	T10    TACAN RW10	S-10	YSRI	00600	-3000M	534	0600	3000M	00600	-3000M	534	0600	3000M	00600	-3000M	534	0600	3000M	00600	-3000M	534	0600	3000M	00600	-3200M	534	0600	3200M		200305
AS38268	3	I07    RW07 ILS	CIRCLING*	YSSY	00720	-3600M	699	0700	3600M	00720	-3600M	699	0700	3600M	01000	-4800M	979	1000	4800M	01000	-6000M	979	1000	6000M	NA			    	     	SEE MAIN REMARKS.	200501
AS38268	3	I07    RW07 ILS	S-ILS 07	YSSY	00270	-1600M	254	0300	1600M	00270	-1600M	254	0300	1600M	00270	-1600M	254	0300	1600M	00270	-1600M	254	0300	1600M	NA			    	     		200507
AS38268	3	I07    RW07 ILS	S-LLZ 07	YSSY	00600	-3600M	584	0600	3600M	00600	-3600M	584	0600	3600M	00600	-3600M	584	0600	3600M	00600	-3600M	584	0600	3600M	NA			    	     		200501
AS38268	3	I16L   RW16L ILS	CIRCLING	YSSY	NA			    	     	NA			    	     	NA			    	     	NA			    	     	NA			    	     	NOT AUTHORIZED.	200501
AS38268	3	I16L   RW16L ILS	S-ILS 16L*	YSSY	00220	-800M	204	0200	800M 	00220	-800M	204	0200	800M 	00220	-800M	204	0200	800M 	00220	-800M	204	0200	800M 	NA			    	     	*WHEN ALS INOP, INCREASE VIS TO 1600M.	200505
AS38268	3	I16L   RW16L ILS	S-LLZ 16L**	YSSY	00480	-1600M	464	0500	1600M	00480	-1600M	464	0500	1600M	00480	-1600M	464	0500	1600M	00480	-1600M	464	0500	1600M	NA			    	     	**WHEN ALS INOP, INCREASE VIS CAT ABCD TO 2400M.	200501
AS38268	3	I16R   RW16R ILS	CIRCLING***	YSSY	00720	-3200M	699	0700	3200M	00720	-3200M	699	0700	3200M	01000	-4800M	979	1000	4800M	01000	-6000M	979	1000	6000M	NA			    	     	***NO CIRCLING BEYOND 3 DME (SY VOR/DME)E OF RWY 16R AND N OF RWY 25.	200505
AS38268	3	I16R   RW16R ILS	S-ILS 16R*	YSSY	00220	-800M	212	0300	800M 	00220	-800M	212	0300	800M 	00220	-800M	212	0300	800M 	00220	-800M	212	0300	800M 	NA			    	     	*WHEN ALS INOP, INCREASE VIS CAT ABCD TO1600M.	200503
AS38268	3	I16R   RW16R ILS	S-LLZ 16R**	YSSY	00460	-1600M	452	0500	1600M	00460	-1600M	452	0500	1600M	00460	-1600M	452	0500	1600M	00460	-1600M	452	0500	1600M	NA			    	     	**WHEN ALS INOP, INCREASE CAT ABCD VIS TO  2400M.	200501
AS38268	3	I34L   RW34L ILS	CIRCLING*	YSSY	00720	-2400M	699	0700	2400M	00720	-2400M	699	0700	2400M	01000	-4800M	979	1000	4800M	01000	-6000M	979	1000	6000M	NA			    	     	*CIRCLING NA BEYOND 3 DME E OF RWY 16R AND N OF RWY 25.	200505
AS38268	3	I34L   RW34L ILS	S-ILS 34L	YSSY	00270	-1600M	256	0300	1600M	00270	-1600M	256	0300	1600M	00270	-1600M	256	0300	1600M	00270	-1600M	256	0300	1600M	NA			    	     		200505
AS38268	3	I34L   RW34L ILS	S-LLZ 34L	YSSY	00400	-2000M	386	0400	2000M	00400	-2000M	386	0400	2000M	00400	-2000M	386	0400	2000M	00400	-2000M	386	0400	2000M	NA			    	     		200505
AS38268	3	I34R   RW34R ILS	CIRCLING	YSSY	NA			    	     	NA			    	     	NA			    	     	NA			    	     	NA			    	     	NOT AUTHORIZED.	200501
AS38268	3	I34R   RW34R ILS	S-ILS 34R	YSSY	00270	-1600M	257	0300	1600M	00270	-1600M	257	0300	1600M	00270	-1600M	257	0300	1600M	00270	-1600M	257	0300	1600M	NA			    	     		200507
AS38268	3	I34R   RW34R ILS	S-LLZ 34R	YSSY	00400	-2400M	387	0400	2400M	00400	-2400M	387	0400	2400M	00400	-2400M	387	0400	2400M	00400	-2400M	387	0400	2400M	NA			    	     		200501
