ARPT_IDENT	PROC	TRM_IDENT	ICAO	ES_ALT	JULIAN_DATE	AMDT_NO	OPR	HOST_CTRY_AUTH	CYCLE_DATE
BE93570	1	TULN1D TULNI 1D	EBBR		2005216		USAF	BE	200508
BE93570	1	TULN3A TULNI 3A	EBBR		2006019		USAF	BE	200601
BE93570	1	TULN3B TULNI 3B	EBBR		2006019		USAF	BE	200601
BE93570	1	WDY2B  WOODY 2B	EBBR		2005216		USAF	BE	200508
BE93570	1	WDY4A  WOODY 4A	EBBR		2006019		USAF	BE	200601
BE93570	2	CIV1C	EBBR		2006103	9	USAF	BE	200604
BE93570	2	CIV4H	EBBR		2006103	9	USAF	BE	200604
BE93570	2	CIV4J	EBBR		2006103	9	USAF	BE	200604
BE93570	2	CIV5F	EBBR		2006103	9	USAF	BE	200604
BE93570	2	CIV7L	EBBR		2006103	9	USAF	BE	200604
BE93570	2	ELSK1F ELSIK 1F	EBBR		2006103	4	USAF	BE	200604
BE93570	2	ELSK1H ELSIK 1H	EBBR		2006103	4	USAF	BE	200604
BE93570	2	ELSK1L ELSIK 1L	EBBR		2006103	4	USAF	BE	200604
BE93570	2	ELSK2C ELSIK 2C	EBBR		2006103	4	USAF	BE	200604
BE93570	2	ELSK2D ELSIK 2D	EBBR		2006103	4	USAF	BE	200604
BE93570	2	HEL2N  HELEN 2N	EBBR		2006187	5	USAF	BE	200607
BE93570	2	HEL3C  HELEN 3C	EBBR		2006187	5	USAF	BE	200607
BE93570	2	HEL3L  HELEN 3L	EBBR		2006187	5	USAF	BE	200607
BE93570	2	HEL4H  HELEN 4H	EBBR		2006187	5	USAF	BE	200607
BE93570	2	HEL5F  HELEN 5F	EBBR		2006187	5	USAF	BE	200607
BE93570	2	KOK1F	EBBR		2006103	4	USAF	BE	200604
BE93570	2	KOK1H	EBBR		2006103	4	USAF	BE	200604
BE93570	2	KOK2C	EBBR		2006103	4	USAF	BE	200604
BE93570	2	KOK4L	EBBR		2006103	4	USAF	BE	200604
BE93570	2	SOPK2H SOPOK 2H	EBBR		2006103	6	USAF	BE	200604
BE93570	2	SOPK2J SOPOK 2J	EBBR		2006103	6	USAF	BE	200604
BE93570	2	SOPK2L SOPOK 2L	EBBR		2006103	6	USAF	BE	200604
BE93570	2	SOPK3C SOPOK 3C	EBBR		2006103	5	USAF	BE	200604
BE93570	2	SOPK3D SOPOK 3D	EBBR		2006103	5	USAF	BE	200604
BE93570	2	SOPK3F SOPOK 3F	EBBR		2006103	6	USAF	BE	200604
BE93570	2	SPI2J	EBBR		2006103	7	USAF	BE	200604
BE93570	2	SPI3F	EBBR		2006103	7	USAF	BE	200604
BE93570	2	SPI3H	EBBR		2006103	7	USAF	BE	200604
BE93570	2	SPI3L	EBBR		2006103	7	USAF	BE	200604
BE93570	3	D07R   VOR(DME) RW07R	EBBR		2006075	4	USAF	BE	200603
BE93570	3	I02    ILS RW02	EBBR		2006187	6	USAF	BE	200607
BE93570	3	I20    ILS RW20	EBBR		2006187	3	USAF	BE	200607
BE93570	3	I25L   ILS RW25L	EBBR		2006271	6	USAF	BE	200610
BE93570	3	I25R   ILS RW25R	EBBR		2006075	4	USAF	BE	200603
BE96687	2	GIL1B  GILOM 1B	EBAW		2006187		USA	BE	200607
BE96687	2	GIL1C  GILOM 1C	EBAW		2006187		USA	BE	200607
BE96687	2	GIL1D  GILOM 1D	EBAW		2006187		USA	BE	200607
BE96687	2	GIL1E  GILOM1E	EBAW		2006187		USA	BE	200607
BE96687	2	GIL1F  GILOM1F	EBAW		2006187		USA	BE	200607
BE96687	2	GIL1G  GILOM1G	EBAW		2006187		USA	BE	200607
BE96687	2	NIK2C	EBAW		2006131		USA	BE	200605
BE96687	2	NIK2E	EBAW		2006131		USA	BE	200605
BE96687	2	PUT2E  PUTTY 2E	EBAW		2006187		USA	BE	200607
BE96687	2	PUT3C  PUTTY 3C	EBAW		2006131		USA	BE	200607
BE96687	2	SON2C  SONDI 2C	EBAW		2006187		USA	BE	200607
BE96687	2	SON2E  SONDI 2E	EBAW		2006187		USA	BE	200607
BE96687	3	I29    ILS RW29	EBAW	04000	2006187	5	USA	BE	200607
BE96687	3	L29    LOC RW29	EBAW	04000	2006187	5	USA	BE	200607
BE96687	3	N29    2 NDB RW29	EBAW	04000	2006187	6	USA	BE	200607
BE98354	2	FS08A	EBFS	04300	2006131		USAF	BAF	200605
BE98354	2	FS08B	EBFS	04300	2006131		USAF	BAF	200605
BE98354	2	FS08C	EBFS	04300	2006131		USAF	BAF	200605
BE98354	2	FS26A	EBFS	04300	2006131		USAF	BAF	200605
BE98354	2	FS26B	EBFS	04300	2006131		USAF	BAF	200605
BE98354	2	FS26C	EBFS	04300	2006131		USAF	BAF	200605
BE98354	3	I26R-H HI ILSDME RW26R	EBFS	04300	2006131	1	USAF	BAF	200605
BE98354	3	T08L-H HI TACAN RW08L	EBFS	04300	2006131	1	USAF	BAF	200605
BE98354	3	T26R   TACAN RW26R	EBFS	04300	2006131	1	USAF	BAF	200605
BF72035	3	D06    VORDME RW06	MYGF		2005356	4	USAF	BDCA	200513
BF90556	3	G12    RNAV (GPS) RW12	MYEF		2003359		USA		200313
BF90556	3	G30    RNAV (GPS) RW30	MYEF		2003359		USA		200313
BF99643	3	D14    VORDME RW14	MYNN	01500	2006215	2	USAF	BDCA	200608
BF99643	3	D32    VORDME RW32	MYNN	01500	2006215	2	USAF	BDCA	200608
BG25835	3	D05    VORDME(ARC) RW05	VGEG	11300	2005356		USN	BG	200513
BG25835	3	D23    VORDME(ARC) RW23	VGEG	11300	2005356		USN	BG	200513
BH40793	3	D07    VORDME RW07	MZBZ		2005244	5	USAF	CAD	200602
BH40793	3	D25    VORDME RW25	MZBZ		2006047	4	USAF	CAD	200602
BK62790	2	JEZO1  JEZERO1	LQTZ	10400	2006075	2	USAF		200603
BK62790	2	JEZO2  JEZERO2	LQTZ	10400	2006075	2	USAF		200603
BK62790	2	TUZLA  TUZLA	LQTZ	10400	2006075	1	USAF		200603
BK62790	3	I09    ILS RW09	LQTZ	10400	2006075	1	USAF		200603
BK62790	3	L09    LOC RW09	LQTZ	10300	2006075		USAF		200603
BK62790	3	N09    NDB RW09	LQTZ	10300	2006075		USAF		200603
BK62790	3	T09    TACAN RW09	LQTZ	10400	2006075	1	USAF		200603
BL82257	2	ASPER8 ASPER8 RW16/34	SLVR		2003359	1	USAF	AASA	200313
BL82257	3	D34    DESC C VORDME 1 RW34	SLVR		2005132	2	USAF	AASA	200505
BL94927	2	ARPIS3 ARPIS3 RW10/28	SLLP		2002276		USAF	AASA	200210
BL94927	2	ELANI4 ELANI4 RW10/28	SLLP		2002276		USAF	AASA	200210
BL94927	2	ISAMO5 ISAMO5 RW10/28	SLLP		2005076		USAF	AASA	200503
BL94927	3	D10    VORDME 3 RW10	SLLP		2006271	2	USAF	AASA	200610
BL94927	3	I10    DES B VORDME ILS 1 10	SLLP		2006271	2	USAF	AASA	200610
BR03626	3	D06    VORDME RW06 (DELTA5)	SBBE	02700	2005356		USN	DEPV	200513
BR03626	3	I06-1  ILSDME RW06 (C1)	SBBE	02700	2005356		USN	DEPV	200513
BR03626	3	I06-2  ILSDME RW06 (C2)	SBBE	02700	2005356		USN	DEPV	200604
BR10966	2	IBEK	SBRF		2006215	2	USAF	DEPV	200608
BR10966	2	KIDAN	SBRF		2006215	2	USAF	DEPV	200608
BR10966	2	LENA	SBRF		2006215	2	USAF	DEPV	200608
BR10966	2	PONI	SBRF		2006215	2	USAF	DEPV	200608
BR10966	2	POTRO	SBRF		2006215	2	USAF	DEPV	200608
BR10966	2	SIAPA	SBRF		2006215	2	USAF	DEPV	200608
BR10966	2	TOBIM	SBRF		2006215	2	USAF	DEPV	200608
BR10966	2	UKARI	SBRF		2006215	2	USAF	DEPV	200608
BR10966	3	D36    VORDME RW36	SBRF		2006271		USAF	DEPV	200610
BR18633	2	LUZI3  LUZIANIA 3	SBBR		2006103	4	USAF	DEPV	200604
BR18633	2	LUZI4  LUZIANIA 4	SBBR		2006103	4	USAF	DEPV	200604
BR18633	3	D11L   VORDME RW11L	SBBR		2006103	3	USAF	DEPV	200608
BR18633	3	D29R   VORDME RW29R	SBBR		2006215	3	USAF	DEPV	200608
BR18633	3	I11L   ILS RW11L	SBBR		2006103	3	USAF	DEPV	200604
BR18633	3	I29R   ILS/DME RW 29R	SBBR		2006103	4	USAF	DEPV	200604
BR18633	3	N11L   NDB RW11L	SBBR		2005132	2	USAF	DEPV	200603
BR23737	2	MADE1	SBEG		2004050	3	USAF	DEPV	200402
BR23737	2	MANA1  MANAUS1	SBEG		2004050	3	USAF	DEPV	200402
BR23737	3	D10    VORDME RW10	SBEG		2006215	3	USAF	DEPV	200608
BR23737	3	I10    ILS/DME RW10	SBEG		2006215	5	USAF	DEPV	200608
BR40637	3	D14    VORDME RW14(DELTA 2)	SBFI		2002332		USN	DEPV	200603
BR40637	3	D32    VORDME RW32(DELTA3)	SBFI		2005132		USN	DEPV	200603
BR40637	3	I14    ILS RW14 (CHARLIE1)	SBFI		2005132		USN	DEPV	200505
BR40637	3	N14    NDB RW14 (ECHO 1)	SBFI		2005132		USN	DEPV	200505
BR40637	3	S32    VOR RW32(DELTA3)	SBFI		2005132		USN	DEPV	200505
BR40637	3	V14    VOR NDB RW14(DELTA2)	SBFI		2002332		USN	DEPV	200603
BR41479	2	MARIC1 MARICA1	SBGL		2006215	4	USAF	DEPV	200608
BR41479	2	MARIC4 MARCIA4	SBGL		2004330	2	USAF	DEPV	200412
BR41479	2	PORTO3	SBGL		2004330	3	USAF	DEPV	200412
BR41479	3	D28    VORDME RW28 DESC(D2)	SBGL	11300	2006271		USAF	DEPV	200610
BR41479	3	I10    DESCENT C4 ILS RW10	SBGL	11300	2006271	2	USAF	DEPV	200610
BR41479	3	I15-2  DESCENT C2 ILS RW15	SBGL		2006271	4	USAF	DEPV	200610
BR41479	3	I15-3  DESCENT C3 ILS RW15	SBGL		2006271	4	USAF	DEPV	200610
BR41479	3	I28    DESCENT C7 ILS RW28	SBGL	11300	2006271	1	USAF	DEPV	200610
BR41479	3	N15    DESCENT D1 NDB RW15	SBGL	11300	2006271	3	USAF	DEPV	200610
BR41479	3	S15    DESCENT D1 VOR RW15	SBGL	11300	2006271	4	USAF	DEPV	200610
BR46398	2	APUC	SBSV		2003359		USN	DEPV	200313
BR46398	2	CAMB1	SBSV		2003359		USN	DEPV	200313
BR46398	2	CAMB2	SBSV		2003359		USN	DEPV	200313
BR46398	2	CONDE	SBSV		2003359		USN	DEPV	200313
BR46398	2	CORAL1	SBSV		2003359		USN	DEPV	200313
BR46398	2	CORAL2	SBSV		2003359		USN	DEPV	200313
BR46398	2	ELDA1	SBSV		2003359		USN	DEPV	200313
BR46398	2	ELDA2	SBSV		2003359		USN	DEPV	200313
BR46398	2	ELOG1	SBSV		2003359		USN	DEPV	200313
BR46398	2	ELOG2	SBSV		2003359		USN	DEPV	200313
BR46398	2	LOTAR	SBSV		2003359		USN	DEPV	200313
BR46398	2	LUIZ1	SBSV		2003359		USN	DEPV	200313
BR46398	2	LUIZ2	SBSV		2003359		USN	DEPV	200313
BR46398	2	NORA	SBSV		2003359		USN	DEPV	200313
BR46398	2	SOTO	SBSV		2003359		USN	DEPV	200313
BR46398	2	TAGO1	SBSV		2003359		USN	DEPV	200313
BR46398	2	TAGO2	SBSV		2003356		USN	DEPV	200313
BR46398	2	TITA1	SBSV		2003359		USN	DEPV	200313
BR46398	2	TITA2	SBSV		2003359		USN	DEPV	200313
BR46398	2	VATAP1	SBSV		2003359		USN	DEPV	200313
BR46398	2	VATAP2	SBSV		2003359		USN	DEPV	200313
BR46398	3	D10    VORDME RW10(DELTA2)	SBSV		2005132		USN	DEPV	200604
BR46398	3	D28    VORDME RW28(DELTA4)	SBSV		2005132		USN	DEPV	200505
BR46398	3	I10-1  ILS RW10(CHARLIE1)	SBSV		2005132		USN	DEPV	200505
BR46398	3	I10-3  ILS RW10 (CHARLIE3)	SBSV		2005132		USN	DEPV	200505
BR46398	3	I10-H  HI ILS RW10(CHARLIE2)	SBSV		2005132		USN	DEPV	200604
BR46398	3	N10    NDB RW10(ECHO2)	SBSV		2005132		USN	DEPV	200505
BU02353	3	D09    VORDME RW09	LBSF		2006131		USA	BU	200605
BU02353	3	D27    VORDME RW27	LBSF		2006131		USA	BU	200605
BU02353	3	I27    ILS RW27	LBSF		2006131		USA	BU	200605
BU02353	3	N09    NDB RW09	LBSF		2006131		USA	BU	200605
BU02353	3	N27    NDB RW27	LBSF		2006131		USA	BU	200605
BU63283	2	BALK1A BALIK1A	LBWN		2003359		USA	CAA	200313
BU63283	2	BALK1E BALIK1E	LBWN		2003359		USA	CAA	200313
BU63283	2	BALK1V BALIK1V	LBWN		2003359		USA	CAA	200313
BU63283	2	BALK1W BALIK1W	LBWN		2003359		USA	CAA	200313
BU63283	2	KOTV1A KOTEV1A	LBWN		2003359		USA	CAA	200313
BU63283	2	KOTV1E KOTEV1E	LBWN		2003359		USA	CAA	200313
BU63283	2	SUMN1A SUMEN1A	LBWN		2003359		USA	CAA	200313
BU63283	2	SUMN1E SUMEN1E	LBWN		2003359		USA	CAA	200313
BU63283	2	SUNB1A SUNIB1A	LBWN		2003359		USA	CAA	200313
BU63283	2	SUNB1E SUNIB1E	LBWN		2003359		USA	CAA	200313
BU63283	2	TOTK1A TOTKA1A	LBWN		2003359		USA	CAA	200313
BU63283	2	TTKA1E TOTKA1E	LBWN		2003359		USA	CAA	200313
BU63283	3	I09    ILS/DME RW09	LBWN		2006103		USN	CAA	200604
BU63283	3	Q09    2 NDB/DME RW09	LBWN		2006103		USN	CAA	200604
BU63283	3	Q27    2 NDB/DME RW27	LBWN		2006103		USA	CAA	200604
BU85949	3	D04    VORDME RW04	LBBG		2006075		USA		200603
BU85949	3	D22    VORDME RW22	LBBG		2006075		USA		200603
CA01893	3	T12-H  HI TACAN 1 RW12	CYQQ	15200	2006215		USAF	DND	200608
CA01893	3	T30-H  HI TACAN 2 RW30	CYQQ	15200	2006215		USAF	DND	200608
CA02860	3	T08    TACAN RW08	CYZX	02900	2006159		USAF	DND	200606
CA02860	3	T12    TACAN RW12	CYZX	02900	2006159		USAF	DND	200606
CA02860	3	T26    TACAN RW26	CYZX	02900	2006159		USAF	DND	200606
CA02860	3	T30    TACAN RW30	CYZX	02900	2006159		USAF	DND	200606
CA03080	1	ACORD8	CYVR		2006159		USN		200606
CA03080	1	BOOTH6	CYVR		2006159		USN	TC	200606
CA03080	1	CASDY6	CYVR		2006159		USN	TC	200606
CA03080	1	GARTH1	CYVR		2004106		USN		200404
CA03080	1	KEINN5	CYVR		2006159		USN	TC	200606
CA03080	1	NUTBE2	CYVR		2004106		USN	TC	200404
CA03080	1	STAVE4	CYVR		2004106		USN	TC	200404
CA03080	3	N26L   NDB RW26L (GPS)	CYVR	12800	2004330		USN	TC	200412
CA11074	3	T24-H  HI TACAN RW24	CYQB	06000	2006047		USAF	TC	200602
CA11620	3	N06    NDB RW06	CYTR	04300	2006271		USAF	DND	200610
CA11620	3	T06    TACAN RW06	CYTR	04300	2006271		USAF	DND	200610
CA11620	3	T24    TACAN RW24	CYTR	04300	2006271		USAF	DND	200610
CA11657	3	N08    NDB RW08 (GNSS)	CYQR	04800	2006271		USA	TC	200610
CA11657	3	N13    NDB RW13 (GNSS)	CYQR	04800	2006271		USA	TC	200610
CA11657	3	N26    NDB RW26 (GNSS)	CYQR	04800	2006271		USA	TC	200610
CA11657	3	N31    NDB RW31 (GNSS)	CYQR	04800	2006271		USA	TC	200610
CA23415	3	N06    NDB RW06	CYMX	07400	2006271		USAF	TC	200610
CA23415	3	N24    NDB RW24	CYMX	07400	2006159		USAF	TC	200606
CA28311	3	N03    NDB RW03	CYYE	12000	2006215		USA	TC	200608
CA29802	3	N05    NDB RW05	CYHZ	02800	2005244		USAF	TC	200509
CA29802	3	N23    NDB RW23	CYHZ	02800	2006047		USAF	TC	200602
CA33055	1	ALOMO4	CYYC		2004162		USAF	TC	200406
CA33055	1	DALLY3	CYYC		2004162		USAF	TC	200406
CA33055	1	OPALE7	CYYC		2004162		USAF	TC	200406
CA33055	1	TORON3	CYYC		2004162		USAF	TC	200406
CA33055	1	VUCAN8	CYYC		2004162		USAF	TC	200406
CA33055	3	G34    RNAV(GPS) (GNSS) RW34	CYYC	13900	2006271		USAF		200610
CA33055	3	N16    NDB RW16	CYYC	13900	2004162		USAF	TC	200406
CA33055	3	N28    NDB RW28	CYYC	13900	2005356		USAF	TC	200513
CA33055	3	S25    VOR RW25	CYYC	13900	2003359		USAF	TC	200313
CA40994	3	N15    NDB RW15	CYFC	07300	2004106		USA	TC	200404
CA40994	3	S09    VOR RW09	CYFC	07300	2003359	1	USA	TC	200313
CA40994	3	S27    VOR RW27	CYFC	07300	2004330	B	USA	TC	200412
CA41623	1	CAMRA5	CYEG		2005076		USAF	TC	200503
CA41623	3	N02    NDB RW02	CYEG	09200	2006159		USAF	TC	200606
CA41623	3	N12    NDB RW12	CYEG	09200	2006159		USAF	TC	200606
CA41623	3	N20    NDB RW20	CYEG	09200	2006271		USAF		200610
CA41623	3	N30    NDB RW30 (GNSS)	CYEG	09200	2006271		USAF	CA	200610
CA48557	3	T13L   TACAN RW13L	CYOD	04300	2005188		USAF	DND	200507
CA48557	3	T13L-H HI TACAN RW13L	CYOD	04300	2005188		USAF	DND	200507
CA48557	3	T31R   TACAN RW31R	CYOD	04300	2006047		USAF	DND	200602
CA48557	3	T31R-H HI TACAN RW31R	CYOD	04300	2005188		USAF	DND	200507
CA50509	3	N06L   NDB RW06L	CYYZ	04900	2006047		USAF	TC	200602
CA50509	3	N33R   NDB RW33R	CYYZ	04900	2006047		USAF	TC	200602
CA53707	3	D33    VOR/DME RW33 (GNSS)	CYXE	04500	2006271		USA		200610
CA53707	3	N09    NDB RW09 (GNSS)	CYXE	04500	2006271		USA		200610
CA53707	3	N15    NDB RW15 (GNSS)	CYXE	04500	2006271		USA		200610
CA53707	3	N27    NDB RW27 (GNSS)	CYXE	04500	2006271		USA		200610
CA53821	3	S21    VOR RW21	CYQX	04200	2006047		USAF	TC	200602
CA66864	3	N11    NDB RW11	CYYT	02900	2006215		USAF	TC	200608
CA66864	3	N29    NDB RW29	CYYT	02900	2006215		USAF	TC	200608
CA66864	3	T11    TACAN RW11	CYYT	02900	2006215		USAF	TC	200608
CA66864	3	T16    TACAN RW16	CYYT	02900	2006215		USAF	TC	200608
CA66864	3	T29    TACAN RW29	CYYT	02900	2006215		USAF	TC	200608
CA66864	3	T34    TACAN RW34	CYYT	02900	2006215		USAF	TC	200608
CA66979	3	N26    NDB RW26	CYYR	06000	2006159		USAF	DND	200606
CA66979	3	T34-H  HI TACAN RW34	CYYR	06000	2006159		USAF	DND	200606
CA76787	1	ANOLA1	CYWG		2004106		USAF	TC	200404
CA76787	1	BEFAN5	CYWG		2004106		USAF	TC	200404
CA76787	3	D36    VORDME RW36	CYWG	03800	2006159		USAF	TC	200606
CA76787	3	N13    NDB RW13	CYWG	03800	2006159		USAF	TC	200606
CA76787	3	N31    NDB RW31	CYWG	03800	2006159		USAF	TC	200606
CA76787	3	N36    NDB RW36	CYWG	03800	2006159		USAF	TC	200606
CA76787	3	T18    TACAN RW18	CYWG	03800	2006159		USAF	DND	200606
CA76787	3	T36    TACAN RW36	CYWG	03800	2006159		USAF	TC	200606
CA78708	1	CYRIL6	CYOW		2006159		USAF	TC	200606
CA78708	1	LANRK1	CYOW		2006159		USAF	TC	200606
CA78708	1	THURO8	CYOW		2006159		USAF	TC	200606
CA78708	3	N07    NDB RW07	CYOW	07000	2006159		USAF	TC	200606
CA78708	3	N32    NDB RW32	CYOW	07000	2006159		USAF	TC	200606
CA78708	3	S14    VOR RW14	CYOW	07000	2006159		USAF	TC	200606
CA78735	3	N33    NDB RW33	CYZF	03500	2006047		USAF	TC	200602
CA81138	3	T11-H  HI TACAN RW11	CYBG	05900	2006159		USAF	DND	200606
CA81138	3	T29-H  HI TACAN RW29	CYBG	05900	2006159		USAF	DND	200606
CA83957	3	N15    NDB RW15	CYXU	04900	2006047		USAF	TC	200602
CA85901	3	G06    RNAV (GPS) RW06	CYXS	12800	2006215		USAF	TC	200609
CA85901	3	N15    NDB RW15	CYXS	12800	2006215		USAF	TC	200608
CA89937	3	N35    NDB RW35	CYTA		2004106	1	USA	TC	200404
CE72765	3	D04    VORDME RW04	VCBI	10600	2005300		USN	SRI	200511
CE72765	3	D22    VORDME RW22	VCBI	10600	2005300		USN	SRI	200511
CE72765	3	I22    IKA ILSDME RW22	VCBI	10600	2005300		USN	SRI	200511
CI14186	1	CAVAN1	SCDA		2004162		USN	DGAC	200406
CI14186	1	KAPAT2	SCDA		2003135		USN	DGAC	200307
CI14186	2	PATIK1	SCDA		2004218		USN	DGAC	200408
CI14186	2	PUMOL1	SCDA		2004218		USN	DGAC	200408
CI14186	3	D18    VORDME RW18	SCDA		2006271		USN	DGAC	200610
CI14186	3	EVORA  VORDME-A	SCDA		2006271		USN	DGAC	200610
CI14186	3	S18    VOR NDB RW18	SCDA		2006271		USN	DGAC	200610
CI48882	2	ANGOD7 ANGOD 7 RW17L/R	SCEL		2006215	5	USAF	DGAC	200608
CI48882	2	LEYDA5 LEYDA 5 RW17L/R	SCEL		2006215	5	USAF	DGAC	200608
CI48882	2	NEBEG6 NEBEG 6 RW35L/R	SCEL		2006103	4	USAF	DGAC	200604
CI48882	2	SUPRA7	SCEL		2006047	5	USAF	DGAC	200602
CI48882	2	TABON8 TABON 8 RW35L/R	SCEL		2006103	2	USAF	DGAC	200604
CI48882	3	D17L   VORDME RW17L	SCEL		2006271	6	USAF	DGAC	200610
CI48882	3	D17R   VORDME RW17R	SCEL		2006271	1	USAF	DGAC	200610
CI48882	3	D35L   VORDME RW35L	SCEL		2006271	1	USAF	DGAC	200610
CI48882	3	D35R   VORDME RW35R	SCEL		2006271	3	USAF	DGAC	200610
CI48882	3	I17L   ILS RW17L	SCEL		2006271	3	USAF	DGAC	200610
CI48882	3	I17R   ILS RW17R	SCEL		2006271	1	USAF	DGAC	200610
CI54607	2	RW02	SCIE		2004218	3	USAF	DGAC	200408
CI54607	2	RW20	SCIE		2004218	2	USAF	DGAC	200408
CI54607	3	D02    VORDME RW02	SCIE		2004218	3	USAF	DGAC	200408
CI54607	3	D20    VORDME RW20	SCIE		2004218	1	USAF	DGAC	200408
CI54607	3	I02    ILS RW02	SCIE		2005300	1	USAF	DGAC	200511
CI58565	2	LAPO1  LAPOR 1 RW19	SCFA		2002052		USAF	DGAC	200303
CI58565	2	MORE5  MOREK 5 RW19	SCFA		2003079		USAF	DGAC	200303
CI58565	3	D01    VORDME RW01	SCFA		2006271	5	USAF	DGAC	200610
CI58565	3	D19    VORDME RW19	SCFA		2006271	3	USAF	DGAC	200610
CI92286	2	CAUKE2 CAUKE 2 RW17	SCTE		2006271	2	USAF	DGAC	200610
CI92286	2	GUTIN1 GUTIN 1 RW17	SCTE		2006271	2	USAF	DGAC	200610
CI92286	2	KARAK2 KARAK 2 RW35	SCTE		2006215	3	USAF	DGAC	200608
CI92286	2	MUTIK2 MUTIK 2 RW35	SCTE		2006215	3	USAF	DGAC	200608
CI92286	3	D17    VORDME RW17	SCTE		2006271	2	USAF	DGAC	200610
CI92286	3	D35    VORDME RW35	SCTE		2006271	1	USAF	DGAC	200610
CI92286	3	I35    ILS RW35	SCTE		2006271	4	USAF	DGAC	200610
CJ88177	3	D08    VORDME RW08	MWCR	01400	2006159		USN	DCA	200606
CJ88177	3	D26    VORDME RW26	MWCR	01400	2006159		USN	DCA	200606
CJ88177	3	S08    VOR RW08	MWCR	01400	2006159		USN	DCA	200606
CJ88177	3	S26    VOR RW26	MWCR	01400	2006159		USN	DCA	200606
CK48211	3	N15    RW15 NDB	YPCC	01500	2005188		USN	RAAF	200507
CK48211	3	S15    RW15 VOR	YPCC	01500	2005188		USN	RAAF	200507
CK48211	3	S33    RW33 VOR	YPCC	01500	2005188		USN	RAAF	200507
CN69827	3	I02    ILS RW02	FMCH		2006159		USA	CN	200606
CN69827	3	I02-V  VOR/DME/ILS RW02	FMCH		2006159		USA	CN	200606
CO13707	3	D28    VORDME RW28	SKAP		2006271	5	USAF	CAF	200610
CO13707	3	I28    ILS/DME RW28	SKAP		2006271	4	USAF	CAF	200610
CO31549	2	LETIC1 LETICIA 1	SKLT		2006047	2	USAF	DAAC	200602
CO48660	2	CART1  CARTAGENA 1	SKCG		2005188	2	USAF	DAAC	200507
CO48660	3	S01    VOR RW01	SKCG		2006159	8	USAF	DAAC	200606
CO56633	3	I13R   ILS RW13R	SKBO		2006103	4	USAF	DAAC	200604
CO62587	3	I05    ILS RW05	SKBQ		2006159	5	USAF	DAAC	200606
CO62587	3	S05    VOR RW05	SKBQ		2006159	6	USAF	DAAC	200606
CQ57302	3	FNDBA  NDBA	PGWT		2005244	1B	FAA		200509
CQ57302	3	G08    RNAV (GPS) RW08	PGWT		2003303		FAA		200311
CQ57302	3	G26    RNAV (GPS) RW26	PGWT		2003303		FAA		200311
CQ67976	3	G09    GPS RW09	PGRO		2005244	A	FAA		200509
CQ67976	3	G27    GPS RW27	PGRO		2005244	A	FAA		200509
CQ76485	3	G07    GPS RW07	PGSN		2005244		FAA		200602
CQ76485	3	G25    GPS RW25	PGSN		2006075	1	FAA		200603
CQ76485	3	I07    ILS/DME RW07	PGSN		2005244	5	FAA		200509
CQ76485	3	N07    NDB RW07	PGSN		2005244		FAA		200509
CQ76485	3	Q07    NDB/DME RW07	PGSN		2005244	3	FAA		200509
CQ76485	3	Q25    NDB/DME RW25	PGSN		2005244		FAA		200602
CS33991	3	D07    VORDME ARC RW07	MRLB		2004330	3	USAF	DGAC	200412
CS33991	3	D25    VORDME RW25	MRLB		2004050	1	USAF	DGAC	200402
CS89598	3	D07    VORDME RW07	MROC		2006271	4	USAF	DGAC	200610
CS89598	3	I07    ILS/DME RW07	MROC		2006271	6	USAF	DGAC	200610
CU64698	3	TTACA  TACAN-A	MUGM	08600	2005132		USN		200505
CU64698	3	TTACB  HI TACAN-B	MUGM	08600	2005132		USN		200505
CY61643	2	BOS1B  BOSIS1B EAST SOUTHEAS	LCLK		2003107		USN		200304
CY61643	2	DAR1D  DAROS1D	LCLK		2004050		USN		200402
CY61643	2	DAR1E  DAROS1E	LCLK		2004050		USN		200402
CY61643	2	DAR2B  DAROS2B	LCLK		2004050		USN		200402
CY61643	2	DAR2C  DAROS2C	LCLK		2004050		USN		200402
CY61643	2	EMEDA  EMEDA EAST SOUTHEAST	LCLK		2003107		USN		200304
CY61643	2	LUBS1B LUBES 1B	LCLK		2004050		USN		200402
CY61643	2	NRDI1D NORDI 1D	LCLK		2004050		USN		200402
CY61643	2	PAFS1B PAFOS 1B	LCLK		2004050		USN		200402
CY61643	2	REX1B  REXAL1B EAST SOUTHEAS	LCLK		2003107		NASA		200304
CY61643	2	REX1D  REXAL1D EAST SOUTHEAS	LCLK		2003107		USN		200304
CY61643	2	RUDER  RUDER EAST SOUTHEAST	LCLK		2003107		USN		200304
CY61643	3	D04    VORDME RW04	LCLK		2006131		USN		200605
CY61643	3	D22    VORDME RW22	LCLK		2006131		USN		200605
CY61643	3	FNDB4  NDB RW04	LCLK		2006131		USN		200605
CY61643	3	I22    ILS RW22	LCLK		2006131		USN		200605
CY61643	3	I22-D  ILSDME/NDB RW22	LCLK		2006131		USN		200605
CY61643	3	I22-V  ILS/VOR RW22	LCLK		2006131		USN		200605
CY76674	2	RW10	LCRA		2006243	5	USAF	RAF	200609
CY76674	2	RW28	LCRA		2006243	6	USAF	RAF	200609
CY76674	3	I28    TACAN TO ILS RW28	LCRA		2006243	6	USAF	RAF	200609
