SUAS_IDENT	SECTOR	TYPE	NAME	ICAO	CON_AGCY	LOC_HDATUM	WGS_DATUM	COMM_NAME	FREQ1	FREQ2	LEVEL	UPPER_ALT	LOWER_ALT	EFF_TIMES	WX	CYCLE_DATE
(LFP)M2		P	MONTOIR DE BRETAGNE	LFRR		WGE	WGE				L	001000AGL	SURFACE	CONT	VMC-IMC	200009
(LFP)M20		P	BAUSSENQ	LFMM		WGE	WGE				L	003000AGL	SURFACE	CONT	VMC-IMC	200401
(LFP)M21		P	KINTZEIM CASTLE	LFFF		WGE	WGE				L	003000AGL	SURFACE	CONT	VMC-IMC	200013
(LFP)M23		P	MONTEUX	LFMM		WGE	WGE				L	003000AGL	SURFACE	CONT	VMC-IMC	200009
(LFP)M25		P	BAIE DES VEYS	LFRR		WGE	WGE				L	003000AGL	SURFACE	CONT	VMC-IMC	200009
(LFP)M30		P	LE BOUCHET	LFFF		WGE	WGE				L	003000AGL	SURFACE	CONT	VMC-IMC	200009
(LFP)M32		P	LIMEIL BREVANNES	LFFF		WGE	WGE				L	003000AGL	SURFACE	CONT	VMC-IMC	200009
(LFP)M38		P	LA FERTE ST AUBIN	LFFF		WGE	WGE				L	003000AGL	SURFACE	CONT	VMC-IMC	200009
(LFP)M39		P	SAINT MEDARD EN JALLES	LFBB		WGE	WGE				L	001000AGL	SURFACE	CONT	VMC-IMC	200009
(LFP)M40		P	TOULOUSE	LFBB		WGE	WGE				L	003000AGL	SURFACE	CONT	VMC-IMC	200009
(LFP)M41		P	VONGES	LFMM		WGE	WGE				L	003000AGL	SURFACE	CONT	VMC-IMC	200009
(LFP)M42		P	BERGERAC	LFBB		WGE	WGE				L	003000AGL	SURFACE	CONT	VMC-IMC	200009
(LFP)M43		P	VERNON	LFFF		WGE	WGE				L	003000AGL	SURFACE	CONT	VMC-IMC	200009
(LFP)M44		P	SAINT-NICOLAS	LFRR		WGE	WGE				L	000900AGL	SURFACE	CONT	VMC-IMC	200009
(LFP)M46		P	TREFAVEN	LFRR		WGE	WGE				L	000900AGL	SURFACE	CONT	VMC-IMC	200009
(LFP)M47		P	TORPILLE	LFRR		WGE	WGE				L	000900AGL	SURFACE	CONT	VMC-IMC	200009
(LFP)M48		P	GAVRES	LFRR		WGE	WGE				L	000900AGL	SURFACE	CONT	VMC-IMC	200009
(LFP)M49		P	VERGEROUX	LFRR		WGE	WGE				L	000900AGL	SURFACE	CONT	VMC-IMC	200009
(LFP)M5		P	DIEUZE	LFEE		WGE	WGE				L	003000AGL	SURFACE	CONT	VMC-IMC	200009
(LFP)M50		P	TOURRIS	LFMM		WGE	WGE				L	000900AGL	SURFACE	CONT	VMC-IMC	200009
(LFP)M51		P	BOIS L'EVEQUE	LF		WGE	WGE				L	001500AGL	SURFACE	CONT	VMC-IMC	200009
(LFP)M52		P	MEZIDON	LF		WGE	WGE				L	001500AGL	SURFACE	CONT	VMC-IMC	200009
(LFP)M53		P	AUBIGNE RACAN	LF		WGE	WGE				L	001500AGL	SURFACE	CONT	VMC-IMC	200009
(LFP)M54		P	THOUARS	LF		WGE	WGE				L	001500AGL	SURFACE	CONT	VMC-IMC	200009
(LFP)M55		P	BRIENNE LE CHATEAU	LF		WGE	WGE				L	001500AGL	SURFACE	CONT	VMC-IMC	200009
(LFP)M57		P	SALBRIS	LF		WGE	WGE				L	001500AGL	SURFACE	CONT	VMC-IMC	200009
(LFP)M58		P	CHATEAUDUN	LF		WGE	WGE				L	001500AGL	SURFACE	CONT	VMC-IMC	200009
(LFP)M59		P	SAINT-MICHEL	LF		WGE	WGE				L	001500AGL	SURFACE	CONT	VMC-IMC	200009
(LFP)M6		P	VINDECY	LFFF		WGE	WGE				L	003000AGL	SURFACE	CONT	VMC-IMC	200009
(LFP)M60		P	LA VOUTE POLIGNAC	LF		WGE	WGE				L	003000AGL	SURFACE	CONT	VMC-IMC	200009
(LFP)M61		P	NOGENT SUR SEINE	LF		WGE	WGE				L	003000AGL	SURFACE	CONT	VMC-IMC	200009
(LFP)M62		P	CATTENOM	LFEE		WGE	WGE				L	003000AGL	SURFACE	CONT	VMC-IMC	200009
(LFP)M64		P	LAON COUCY	LF		WGE	WGE				L	001500AGL	SURFACE	CONT	VMC-IMC	200009
(LFP)M65		P	NANTES	LF		WGE	WGE				L	001500AGL	SURFACE	CONT	VMC-IMC	200009
(LFP)M66		P	LA PALLICE	LF		WGE	WGE				L	001500AGL	SURFACE	CONT	VMC-IMC	200009
(LFP)M7		P	VELARS/OUCHE	LFFF		WGE	WGE				L	003000AGL	SURFACE	CONT	VMC-IMC	200009
(LFP)M76		P	SARDELIS LHERM	LF		WGE	WGE				L	003000AGL	SURFACE	CONT	VMC-IMC	200009
(LFP)M78		P	CARLING	LF		WGE	WGE				L	003000AGL	SURFACE	CONT	VMC-IMC	200009
(LFP)M79		P	TREGUIER	LF		WGE	WGE				L	003000AGL	SURFACE	CONT	VMC-IMC	200009
(LFP)M80B		P	MOUSTIERS-SAINT MARIE	LF		WGE	WGE				L	003000AGL	SURFACE	CONT	VMC-IMC	200009
(LFP)M80C		P	MOUSTIERS-SAINT MARIE	LF		WGE	WGE				L	000900AGL	SURFACE	CONT	VMC-IMC	200009
(LFP)M81		P	LAUTERBOURG	LF		WGE	WGE				L	002000AGL	SURFACE	CONT	VMC-IMC	200009
(LFP)M82		P	BERCENAY EN OTHE	LF		WGE	WGE				L	001000AGL	SURFACE	CONT	VMC-IMC	200009
(LFP)M83		P	BASSEVILLE	LF		WGE	WGE				L	002500AGL	SURFACE	CONT	VMC-IMC	200009
(LFP)M84		P	GRAMAT	LF		WGE	WGE				L	003000AGL	SURFACE	CONT	VMC-IMC	200009
(LFP)M85		P	LA LAUZETTE	LF		WGE	WGE				L	FL80	SURFACE	CONT	VMC-IMC	200009
(LFP)M86		P	SOULAINES-DHUIS	LF		WGE	WGE				L	001500AGL	SURFACE	CONT	VMC-IMC	200009
(LFP)M87		P	FAVEIRES	LF		WGE	WGE				L	FL80	SURFACE	CONT	VMC-IMC	200012
(LFP)M88		P	SOINGS EN SOLOGNE	LFFF		WGE	WGE				L	001500AGL	SURFACE	CONT	VMC-IMC	200009
(LFP)M89		P	BARJAC	LFMM		WGE	WGE				L	003000AGL	SURFACE	CONT	VMC-IMC	200009
(LFP)M9		P	VOUGLANS	LFMM		WGE	WGE				L	003000AGL	SURFACE	CONT	VMC-IMC	200009
(LFP)M90		P	NESLE	LFFF		WGE	WGE				L	003000AGL	SURFACE	CONT	VMC-IMC	200009
(LFP)M91		P	CHAMMES	LFFF		WGE	WGE				L	003300AGL	SURFACE	CONT	VMC-IMC	200213
(LFP)M92		P	AUNAY-SOUS-CRECY	LFFF		WGE	WGE				L	003300AGL	SURFACE	CONT	VMC-IMC	200304
(LFP)M93		P	MILLAU	LFFF		WGE	WGE				L	005500AMSL	SURFACE	CONT	VMC-IMC	200506
(LFP)M94		P	LE PAL	LFFF		WGE	WGE				L	001500AGL	SURFACE	CONT	VMC-IMC	200608
(LFP300)		P	LE RIPAULT	LFEN		WGE	WGE				L	003500AMSL	SURFACE	CONT	VMC-IMC	200406
(LFP301)		P	GRAVENCHON	LFFF		WGE	WGE				L	003300AMSL	SURFACE	CONT	VMC-IMC	200406
(LFP302)		P	FONTENAY AUX ROSES	LFPI		WGE	WGE				L	003800AMSL	SURFACE	CONT	VMC-IMC	200406
(LFP303)		P	MARCOULE	LFMM		WGE	WGE				L	003500AMSL	SURFACE	CONT	VMC-IMC	200406
(LFP304)		P	CADARACHE	LFNF		WGE	WGE				L	004200AMSL	SURFACE	CONT	VMC-IMC	200406
(LFP305)		P	FOS SUR MER	LFMM		WGE	WGE				L	003300AMSL	SURFACE	CONT	VMC-IMC	200406
(LFP306)		P	LACQ	LFBB		WGE	WGE				L	004100AMSL	SURFACE	CONT	VMC-IMC	200406
(LFP307)		P	LE HAVRE	LFOH		WGE	WGE				L	003300AMSL	SURFACE	CONT	VMC-IMC	200607
(LFP308)		P	ST NAZAIRE MONTOIR	LFRZ		WGE	WGE				L	003300AMSL	SURFACE	CONT	VMC-IMC	200406
(LFP309)		P	LYON FEYZIN	LFHJ		WGE	WGE				L	003800AMSL	SURFACE	CONT	VMC-IMC	200406
(LFP310)		P	ST ALBAN	LFHH		WGE	WGE				L	003800AMSL	SURFACE	CONT	VMC-IMC	200510
(LFP311)		P	LE BARP	LFBB		WGE	WGE				L	003500AMSL	SURFACE	CONT	VMC-IMC	200406
(LFP312)		P	BELLEVILLE SUR LOIRE	LFFF		WGE	WGE				L	003700AMSL	SURFACE	CONT	VMC-IMC	200406
(LFP313)		P	BLAYAIS BRAUD ET ST LOUIS	LFBB		WGE	WGE				L	003300AMSL	SURFACE	CONT	VMC-IMC	200406
(LFP314)		P	BRUYERES LE CHATEL	LFFF		WGE	WGE				L	003800AMSL	SURFACE	CONT	VMC-IMC	200406
(LFP315)		P	BUGEY	LFMM		WGE	WGE				L	003900AMSL	SURFACE	CONT	VMC-IMC	200406
(LFP316)		P	CATTENOM	LFGV		WGE	WGE				L	003000AMSL	SURFACE	CONT	VMC-IMC	200408
(LFP317)		P	CHINON AVOINE	LFFF		WGE	WGE				L	003400AMSL	SURFACE	CONT	VMC-IMC	200406
(LFP318)		P	CHOOZ	LFFF		WGE	WGE				L	003700AMSL	SURFACE	CONT	VMC-IMC	200406
(LFP319)		P	CIVAUX	LFBB		WGE	WGE				L	003600AMSL	SURFACE	CONT	VMC-IMC	200406
(LFP320)		P	CRUAS MEYSSE	LFLQ		WGE	WGE				L	003600AMSL	SURFACE	CONT	VMC-IMC	200406
(LFP321)		P	DAMPIERRE EN BURLY	LFFF		WGE	WGE				L	003700AMSL	SURFACE	CONT	VMC-IMC	200406
(LFP322)		P	FESSENHEIM	LFEE		WGE	WGE				L	004000AMSL	SURFACE	CONT	VMC-IMC	200406
(LFP323)		P	GOLFECH	LFBB		WGE	WGE				L	003500AMSL	SURFACE	CONT	VMC-IMC	200406
(LFP324)		P	GRAVELINES	LFFF		WGE	WGE				L	003300AMSL	SURFACE	CONT	VMC-IMC	200406
(LFP325)		P	GRENOBLE	LFLG		WGE	WGE				L	004000AMSL	SURFACE	CONT	VMC-IMC	200406
(LFP326)		P	ST LAURENT DES EAUX	LFFF		WGE	WGE				L	003600AMSL	SURFACE	CONT	VMC-IMC	200406
(LFP327)		P	CREYS MALVILLE	LFHI		WGE	WGE				L	004000AMSL	SURFACE	CONT	VMC-IMC	200505
(LFP328)		P	MIRAMAS	LFNE		WGE	WGE				L	003300AMSL	SURFACE	CONT	VMC-IMC	200505
(LFP329)		P	MORONVILLIERS	LFFF		WGE	WGE				L	004100AMSL	SURFACE	CONT	VMC-IMC	200406
(LFP330)		P	NOGENT SUR SEINE	LFFF		WGE	WGE				L	003500AMSL	SURFACE	CONT	VMC-IMC	200406
(LFP331)		P	PALUEL	LFOS		WGE	WGE				L	003500AMSL	SURFACE	CONT	VMC-IMC	200406
(LFP332)		P	PENLY	LFAB		WGE	WGE				L	003700AMSL	SURFACE	CONT	VMC-IMC	200406
(LFP333)		P	TRICASTIN/PIERRELATTE	LFND		WGE	WGE				L	003500AMSL	SURFACE	CONT	VMC-IMC	200406
(LFP334)		P	VALDUC	LFEE		WGE	WGE				L	004900AMSL	SURFACE	CONT	VMC-IMC	200406
(LFP335)		P	FLAMANVILLE	LFRR		WGE	WGE				L	003400AMSL	SURFACE	CONT	VMC-IMC	200505
(LFP336)		P	LA HAGUE	LFRR		WGE	WGE				L	003900AMSL	SURFACE	CONT	VMC-IMC	200505
(LFP340)		P	BISCAROSSE	LFBB	CAZAUX APP	WGE	WGE				L	003300AMSL	SURFACE	CONT	VMC-IMC	200609
(LFR201)		R	WEST TMA NICE	LFMM	MARSEILLE CON	WGE	WGE	MARSEILLE CON	126.15  M		L	FL120	FL90	CONT	VMC-IMC	200607
(LFR202)		R	PAGNY	LF	OCHEY APP	WGE	WGE	OCHEY APP	127.25  M		L	001000AGL	GND	SR-30-SS+30	VMC-IMC	200606
(LFR203)		R	BERGERAC	LFBE	ACQUITAINE APP	WGE	WGE	ACQUITAINE APP	119.275 M		L	FL65	02000AMSL	CONT	VMC-IMC	200608
(LFR205)		R	LYON	LFMM	LYON APP	WGE	WGE	LYON APP	127.575 M	125.8   M	L	005000AMSL	SURFACE	CONT	VMC-IMC	200607
(LFR207)		R	BIARRITZ	LFBZ	APP	WGE	WGE	APP	125.6   M		L	001500AMSL	SURFACE	CONT	VMC-IMC	200602
(LFR208)		R	MARSEILLE	LFML	APP	WGE	WGE	APP	120.2   M	131.225 M	L	005000AMSL	SURFACE	CONT	VMC-IMC	200601
(LFR209)		R	PONT SAINT-VINCENT A	LFEE	OCHEY APP	WGE	WGE	OCHEY APP	127.25  M		L	002500AMSL	SURFACE	SR-30-SS+30 MON-FRI EXC HOL.	VMC-IMC	200609
(LFR210)		R	PONT SAINT-VINCENT B	LFEE	OCHEY APP	WGE	WGE	OCHEY APP	127.25  M		L	005000AMSL	SURFACE	SR-30-SS+30 MON-FRI EXC HOL.	VMC-IMC	200609
(LFR211)		R	NANCY EAST	LFEE	OCHEY APP	WGE	WGE	OCHEY APP	127.25  M		L	FL65	02500AMSL	SR-30-SS+30 MON-FRI EXC HOL.	VMC-IMC	200609
(LFR213)		R	SYDEREC	LFRM	PARIS WEST INFO	WGE	WGE	PARIS SOUTH INFO	129.625 M	125.9   M	L	004300AMSL	SURFACE	CONT	VMC-IMC	200604
(LFR214)		R	CALVI STE CATHERINE	LFKC	CALVI INFO	WGE	WGE	CALVI INFO	123.2   M	124.75  M	L	002000AGL	SURFACE	CONT	VMC-IMC	200607
(LFR215)		R	HAGUENAU EAST	LFST	STRASBOURG APP	WGE	WGE	STRASBOURG APP	120.7   M	126.925 M	L	004000AMSL	02500AMSL	CONT	VMC-IMC	200606
(LFR216)		R	HAGUENAU SOUTH	LFST	STRASBOURG APP	WGE	WGE	STRASBOURG APP	120.7   M	126.925 M	L	004000AMSL	02500AMSL	CONT	VMC-IMC	200606
(LFR217)		R	HAGUENAU WEST	LFST	STRASBOURG APP	WGE	WGE	STRASBOURG APP	120.7   M	126.925 M	L	004000AMSL	02500AMSL	CONT	VMC-IMC	200606
(LFR218)		R	LA MOLE	LFTZ	MARSEILLE CON	WGE	WGE	MARSEILLE INFO	120.55  M		L	FL90	03000AMSL	CONT	VMC-IMC	200607
(LH)TSA10		T		LHCC	BUDAPEST ACC	WGE	WGE	BUDAPEST CON	120.375 M		L	FL105	GND	MON-FRI 0500-2300Z++	VMC-IMC	200511
(LH)TSA11		T		LHCC	BUDAPEST ACC	WGE	WGE	BUDAPEST CON	120.375 M		L	FL145	GND	MON-FRI 0500-2300Z++	VMC-IMC	200412
(LH)TSA12		T		LHCC	BUDAPEST ACC	WGE	WGE	BUDAPEST CON	120.375 M		L	FL215	09500AMSL	MON-FRI 0500-2300Z++	VMC-IMC	200511
(LH)TSA13		T		LHCC	BUDAPEST ACC	WGE	WGE	BUDAPEST CON	120.375 M		L	FL215	09500AMSL	MON-FRI 0500-2300Z++	VMC-IMC	200412
(LH)TSA14		T		LHCC	BUDAPEST ACC	WGE	WGE	BUDAPEST CON	120.375 M		L	FL175	GND	MON-FRI 0500-2300Z++	VMC-IMC	200412
(LH)TSA15		T		LHCC	BUDAPEST ACC	WGE	WGE	BUDAPEST CON	120.375 M		B	UNLTD	FL205	INTMT	VMC-IMC	200511
(LH)TSA16		T		LHCC	BUDAPEST ACC	WGE	WGE	BUDAPEST CON	120.375 M		B	UNLTD	FL205	INTMT	VMC-IMC	200511
(LH)TSA20		T		LHCC	BUDAPEST ACC	WGE	WGE	BUDAPEST CON	120.375 M		B	FL275	FL145	MON-FRI 0500-2300Z++	VMC-IMC	200412
(LH)TSA50		T		LHCC	BUDAPEST ACC	WGE	WGE	BUDAPEST CON	120.375 M		L	FL155	07000AMSL	MON-FRI 0500-2300Z++	VMC-IMC	200507
(LH)TSA51A		T		LHCC	BUDAPEST ACC	WGE	WGE	BUDAPEST CON	120.375 M		L	FL145	GND	MON-FRI 0500-2300Z++	VMC-IMC	200507
(LH)TSA51B		T		LHCC	BUDAPEST ACC	WGE	WGE	BUDAPEST CON	120.375 M		L	FL215	05000AMSL	MON-FRI 0500-2300Z++	VMC-IMC	200507
(LH)TSA51C		T		LHCC	BUDAPEST ACC	WGE	WGE	BUDAPEST CON	120.375 M		L	FL145	05000AMSL	MON-FRI 0500-2300Z++	VMC-IMC	200507
(LH)TSA52		T		LHCC	BUDAPEST ACC	WGE	WGE	BUDAPEST CON	120.375 M		L	FL175	04000AMSL	MON-FRI 0500-2300Z++	VMC-IMC	200507
(LH)TSA53		T		LHCC	BUDAPEST ACC	WGE	WGE	BUDAPEST CON	120.375 M		L	FL175	04000AMSL	MON-FRI 0500-2300Z++	VMC-IMC	200507
(LH)TSA54		T		LHCC	BUDAPEST ACC	WGE	WGE	BUDAPEST CON	120.375 M		L	FL215	GND	MON-FRI 0500-2300Z++	VMC-IMC	200507
(LH)TSA55A		T		LHCC	BUDAPEST ACC	WGE	WGE	BUDAPEST CON	120.375 M		L	FL215	GND	MON-FRI 0500-2300Z++	VMC-IMC	200507
(LH)TSA55B		T		LHCC	BUDAPEST ACC	WGE	WGE	BUDAPEST CON	120.375 M		L	FL215	GND	MON-FRI 0500-2300Z++	VMC-IMC	200507
(LH)TSA56		T		LHCC	BUDAPEST ACC	WGE	WGE	BUDAPEST CON	120.375 M		L	FL205	GND	MON-FRI 0500-2300Z++	VMC-IMC	200511
(LH)TSA57A		T		LHCC	BUDAPEST ACC	WGE	WGE	BUDAPEST CON	120.375 M		H	UNLTD	FL385	MON-FRI 0500-2300Z++	VMC-IMC	200507
(LH)TSA57B		T		LHCC	BUDAPEST ACC	WGE	WGE	BUDAPEST CON	120.375 M		B	UNLTD	FL215	MON-FRI 0500-2300Z++	VMC-IMC	200507
(LH)TSA57C		T		LHCC	BUDAPEST ACC	WGE	WGE	BUDAPEST CON	120.375 M		B	UNLTD	FL175	MON-FRI 0500-2300Z++	VMC-IMC	200507
(LH)TSA58L		T		LHCC	BUDAPEST ACC	WGE	WGE	BUDAPEST CON	120.375 M		L	FL205	FL135	MON-FRI 0500-2300Z++	VMC-IMC	200511
(LH)TSA58U		T		LHCC	BUDAPEST ACC	WGE	WGE	BUDAPEST CON	120.375 M		B	UNLTD	FL125	MON-FRI 0500-2300Z++	VMC-IMC	200412
(LH)TSA59		T		LHCC	BUDAPEST ACC	WGE	WGE	BUDAPEST CON	120.375 M		H	UNLTD	FL385	INTMT	VMC-IMC	200511
(LH)TSA60		T		LHCC	BUDAPEST ACC	WGE	WGE	BUDAPEST CON	120.375 M		L	007000AMSL	GND	MON-FRI 0500-2300Z++	VMC-IMC	200507
(LH)TSA61		T		LHCC	BUDAPEST ACC	WGE	WGE	BUDAPEST CON	120.375 M		L	FL145	07000AMSL	MON-FRI 0500-2300Z++	VMC-IMC	200507
(LH)TSA62		T		LHCC	BUDAPEST ACC	WGE	WGE	BUDAPEST CON	120.375 M		L	FL145	07000AMSL	MON-FRI 0500-2300Z++	VMC-IMC	200507
(LH)TSA63		T		LHCC	BUDAPEST ACC	WGE	WGE	BUDAPEST CON	120.375 M		L	FL145	07500AMSL	MON-FRI 0500-2300Z++	VMC-IMC	200412
(LHR2)		R	TEMPORARY RESTRICTED AREA	LHLH		WGE	WGE				L	004000AMSL	GND	0600Z-SS	VMC-IMC	200512
(LID113)		D	SPEEDY	LIRR	MILANO ACC/ZAGREB ACC	WGE	WGE	MILANO MIL	129.825 M	233.55  M	B	FL280	05000AMSL	MON 0001Z - FRI 1500Z	VMC-IMC	200602
(LID114)		D	SONNY	LIRR	BRINDISI ACC/ZAGREB ACC	WGE	WGE	BRINDISI MIL	129.775 M	312.55  M	B	FL250	FL100	MON-FRI 0300-1400Z++, OT BY NOTAM	VMC-IMC	200209
(LID115)		D	LION	LIRR	BRINDISI ACC/ZAGREB ACC	WGE	WGE	BRINDISI MIL	129.775 M	312.55  M	B	FL210	SURFACE	BY NOTAM	VMC-IMC	200209
(LID116)		D	BRANDY	LIRR	BRINDISI ACC/ZAGREB ACC	WGE	WGE	BRINDISI MIL	129.775 M	312.55  M	L	004000AMSL	SURFACE	BY NOTAM	VMC-IMC	200011
(LIM01)		M	BASILICATA	LIBB	ITAF	WGE	WGE	BRINDISI MIL	129.775 M	312.55  M	L	002000AGL	00500AGL	MON-FRI 0600-2200Z++, EXC HOL	VMC	200102
(LIM02)		M	EMILIA	LIMM	ITAF	WGE	WGE	MILANO MIL	129.825 M	233.55  M	L	002000AGL	00500AGL	MON-FRI 0600-2200Z++, EXC HOL	VMC	200602
(LIM03)		M	MOLISE	LIBB	ITAF	WGE	WGE	BRINDISI MIL	129.775 M	312.55  M	L	002000AGL	00500AGL	MON-FRI 0600-2200Z++, EXC HOL	VMC	200102
(LIM04)		M	NORTH MARCHE	LIMM	ITAF	WGE	WGE	MILANO MIL	129.825 M	233.55  M	L	002000AGL	00500AGL	MON-FRI 0600-2200Z++, EXC HOL	VMC	200602
(LIM05)		M	NORTH SICILIA	LIRR	ITAF	WGE	WGE	ROMA MIL	123.225 M	232.6   M	L	002000AGL	00500AGL	MON-FRI 0600-2200Z++, EXC HOL	VMC	200102
(LIM06)		M	PIEMONTE	LIMM	ITAF	WGE	WGE	MILANO MIL	129.825 M	233.55  M	L	002000AGL	00500AGL	MON-FRI 0600-2200Z++, EXC HOL	VMC	200602
(LIM08)		M	SOUTH SICILIA	LIRR	ITAF	WGE	WGE	ROMA MIL	123.225 M	232.6   M	L	002000AGL	00500AGL	MON-FRI 0600-2200Z++, EXC HOL	VMC	200110
(LIM09)		M	TOSCANA	LIRR	ITAF	WGE	WGE	ROMA MIL	123.225 M	232.6   M	L	002000AGL	00500AGL	MON-FRI 0600-2200Z++, EXC HOL	VMC	200102
(LIP9G)		P	GAMMA CORRIDOR	LIBB	BRINDISI SCCAM/AMENDOLA APPROACH	WGE	WGE	AMENDOLA APPROACH	118.85  M	235.2   M	L	FL80	SURFACE	BY NOTAM	VMC-IMC	200602
(LIP9O)		P	OMEGA CORRIDOR	LIBB	BRINDISI SCCAM/AMENDOLA APPROACH	WGE	WGE	AMENDOLA APPROACH	118.85  M	235.2   M	L	FL80	SURFACE	BY NOTAM	VMC-IMC	200602
(LIP9S)		P	SIGMA CORRIDOR	LIBB	BRINDISI SCCAM/AMENDOLA APPROACH	WGE	WGE	AMENDOLA APPROACH	118.85  M	235.2   M	L	FL80	SURFACE	BY NOTAM	VMC-IMC	200602
(LIR117)		R	LIR117 TEMP	LILI	MILANO ACC	WGE	WGE	ACC	132.7   M		L	002500AMSL	GND	MON-FRI 0730-1630Z	VMC-IMC	200510
(LITRA2)		T	INDIA 2	LIMM	MILANO ACC/FIC	WGE	WGE	MILANO MIL	129.825 M	233.55  M	H	FL310	BY NOTAM	INTMT	VMC-IMC	200602
(LITRA5)		T	INDIA 5	LIBB	BRINDISI ACC/FIC	WGE	WGE	BRINDISI MIL	129.775 M	312.55  M	H	UNLTD	FL310	INTMT	VMC-IMC	200009
(LITRA5S)		T	INDIA 5 SOUTH	LIBB	BRINDISI ACC/FIC	WGE	WGE	BRINDISI MIL	129.775 M	312.55  M	H	FL310	FL290	INTMT	VMC-IMC	200009
(LITRA6)		T	INDIA 6	LIBB	BRINDISI ACC/FIC	WGE	WGE	BRINDISI MIL	129.775 M	312.55  M	H	FL310	FL290	INTMT	VMC-IMC	200009
(LITRA7)		T	INDIA 7	LIRR	ITAF	WGE	WGE				H	FL290	BY NOTAM	ACT BY MIL CONTROL	VMC-IMC	200109
(LITRA8)		T	INDIA 8	LIRR	ITAF	WGE	WGE				H	FL290	BY NOTAM	ACT BY MIL CONTROL	VMC-IMC	200109
(LITRA9)		T	INDIA 9	LIRR	ROMA ACC/FIC	WGE	WGE	ROMA MILITARY	232.6   M	300.375 M	H	FL290	BY NOTAM	INTMT	VMC-IMC	200009
(LP)TRA13		T		LP	LISBOA ACC	WGE	WGE	LISBOA ACC S SCTR	125.55  M	132.7   M	B	UNLTD	GND	CONT	VMC-IMC	200202
(LP)TRA4		T		LP	LISBOA APP	WGE	WGE	LISBOA APP	119.1   M	375.25  M	L	002000AMSL	SURFACE	CONT	VMC-IMC	200202
(LP)TRA54		T		LPLP	LISBOA ACC	WGE	WGE				B	FL245	SURFACE	CONT	VMC-IMC	200405
(LP)TRA55		T		LPLP	LISBOA ACC	WGE	WGE				B	FL245	05000AMSL	CONT	VMC-IMC	200405
(LP)TRA56		T		LP	LISBOA ACC	WGE	WGE	LISBOA ACC C SCTR	136.025 M	134.85  M	L	FL100	GND	CONT	VMC-IMC	200405
(LP)TRA57		T		LPLP	LISBOA ACC	WGE	WGE				L	FL245	GND	CONT	VMC-IMC	200410
(LP)TRA58A		T		LPLP	LISBOA ACC	WGE	WGE	LISBOA ACC S SCTR	125.55  M	132.7   M	B	FL500	SURFACE	CONT	VMC-IMC	200405
(LP)TRA58B		T		LPLP	LISBOA ACC	WGE	WGE	LISBOA ACC S SCTR	125.55  M	132.7   M	B	FL500	02000AMSL	CONT	VMC-IMC	200405
(LP)TRA58C		T		LP	LISBOA ACC	WGE	WGE	LISBOA ACC S SCTR	125.55  M	132.7   M	B	FL500	02000AMSL	CONT	VMC-IMC	200405
(LP)TRA58D		T		LP	LISBOA ACC	WGE	WGE	LISBOA ACC S SCTR	125.55  M	132.7   M	B	FL500	SURFACE	CONT	VMC-IMC	200405
(LP)TRA59		T		LP	LISBOA ACC	WGE	WGE	LISBOA ACC S SCTR	125.55  M	132.7   M	L	002000AMSL	SURFACE	CONT	VMC-IMC	200405
(LQ)D01		D	VRBANJA RANGE	LQ		WGE	WGE				L	006000AMSL	SURFACE		VMC-IMC	200503
(LQ)D02		D	RANDOVAN RANGE	LQ		WGE	WGE				L	007000AMSL	GND	0700-1500Z++	VMC-IMC	200503
(LQ)D106		D	GIGGI 2	LQ		WGE	WGE				L	009000AMSL	06000AMSL	BY NOTAM	VMC-IMC	200609
(LQ)M07		R	ROZ-MO7	LQSB		WGE	WGE				L	FL110	SURFACE	BY NOTAM	VMC-IMC	200410
(LR)TSA 1A		T		LR		WGE	WGE				H	FL460	FL245	BY NOTAM	VMC-IMC	200510
(LR)TSA 1B		T		LR		WGE	WGE				H	FL460	FL245	BY NOTAM	VMC-IMC	200510
(LR)TSA 1C		T		LR		WGE	WGE				H	FL460	FL245	BY NOTAM	VMC-IMC	200510
(LRD200)		D	OTOPENI HTA	LRLR		WGE	WGE				L	001100AGL	SURFACE			200511
(LTP19)		P	BOTAS	LTLT		WGE	WGE				B	UNLTD	SURFACE	H24	VFR-IFR	200511
(LTR11)		R	ESKISEHIR/ANADOLU	LTBB	ESKISEHIR APP CON	WGE	WGE	ESKISEHIR APP	122.1   M	362.3   M	L	007000AMSL	GND	SR TO SS	VMC-IMC	200605
(LTR12A)		R	BURSA/YENISHEIR	LTBB	YESILKOY APP CON	WGE	WGE	YESILKOY APP CON	121.1   M	126.4   M	L	007000AMSL	GND	CONT.	VMC-IMC	200605
(LTR12B)		R	BURSA/YENISHEIR	LTBB	YESILKOY APP CON	WGE	WGE	YESILKOY APP CON	121.1   M	126.4   M	L	007000AMSL	GND	CONT	VMC-IMC	200605
(LY)TSA01		T	AREA 01	LYBA		WGE	WGE				B	BY NOTAM	BY NOTAM	BY NOTAM	VMC-IMC	200203
(LY)TSA02		T	AREA 02	LYBA		WGE	WGE				B	BY NOTAM	BY NOTAM	BY NOTAM	VMC-IMC	200203
(LY)TSA03		T	AREA 03	LYBA		WGE	WGE				B	BY NOTAM	BY NOTAM	BY NOTAM	VMC-IMC	200203
