BDRY_IDENT	TYPE	NAME	ICAO	CON_AUTH	LOC_HDATUM	WGS_DATUM	COMM_NAME	COMM_FREQ1	COMM_FREQ2	CLASS	CLASS_EXC	CLASS_EX_RMK	LEVEL	UPPER_ALT	LOWER_ALT	RNP	CYCLE_DATE
CY00200	06	PRINCE GEORGE, BC CAE (A)	CYXS	VANCOUVER ACC	WGE	WGE	VANCOUVER CNTR	133.8   M	231.95  M	B	Y	CLASS E 12500' AND BELOW.	L	017999AMSL	SURFACE		200410
CY00201	06	PRINCE GEORGE, BC CAE (B)	CYXS	VANCOUVER ACC	WGE	WGE	VANCOUVER CNTR	133.8   M	231.95  M	B			L	017999AMSL	12501AMSL		200410
CY00202	06	KITIMAT/TELKWA, BC  CAE	CYVR	VANCOUVER ACC	WGE	WGE	VANCOUVER CNTR	128.8   M		B			L	017999AMSL	12500AMSL		200410
CY00203	06	CRANBROOK/SKOOKUM, BC CAE	CYVR	VANCOUVER ACC	WGE	WGE	VANCOUVER CNTR	133.6   M		B	Y	CLASS B ABOVE 12500', CLASS E 12500' AND BELOW.	L	017999AMSL	SURFACE		200410
CY00204	07	TERRACE, BC CTLZ	CYXT	VANCOUVER ACC	WGE	WGE	RDO	122.0   M	239.8   M	E			L	003700AMSL	SURFACE		200410
CY00205	06	TERRACE/KITIMAT, BC  CAE	CYXT	VANCOUVER ACC	WGE	WGE	VANCOUVER CNTR	128.4   M	269.1   M	B	Y	CLASS B ABOVE 12500', CLASS E 12,500' AND BELOW.	L	017999AMSL	02200AGL		200410
CY00206	11	COMOX, BC MTCA A	CYQQ	COMOX TERMINAL CONTROL	WGE	WGE	TERMINAL	123.7   M	227.6   M	A	Y	CLASS A ABOVE 18,000'.  CLASS B 12,501' TO 18,000'. CLASS E 12,500 AND BELOW.	B	FL230	00700AGL		200506
CY00207	11	COMOX, BC MTCA B	CYQQ	COMOX TERMINAL CONTROL	WGE	WGE	TERMINAL	123.7   M	227.6   M	A	Y	CLASS A ABOVE 18,000'.  CLASS B 12,501' TO 18,000'. CLASS E 12,500 AND BELOW.	B	FL230	02200AGL		200410
CY00208	11	COMOX, BC MTCA C	CYQQ	COMOX TERMINAL CONTROL	WGE	WGE	TERMINAL	123.7   M	227.6   M	A			H	FL230	FL180		200410
CY00312	07	HAY RIVER, NT  CTLZ	CYHY	EDMONTON CENTER	WGE	WGE	RDO	122.3   M		E			L	003500AMSL	SURFACE		200410
CY00313	07	INUVIK (MIKE ZUBKO), NT CTLZ	CYEV	INUVIK RDO	WGE	WGE	RDO	122.3   M	262.7   M	E			L	003200AMSL	SURFACE		200410
CY00314	07	PEACE RIVER, AB CTLZ	CYPE	EDMONTON ACC	WGE	WGE	RDO	122.3   M	126.7   M	E			L	004900AMSL	SURFACE		200410
CY00315	07	SPRINGBANK, AB CTLZ	CYBW	SPRINGBANK TWR	WGE	WGE	TWR	118.2   M	120.7   M	D			L	005800AMSL	SURFACE		200602
CY00316	07	RED DEER INDUSTRIAL, AB CTLZ	CYEG	EDMONTON RDO	WGE	WGE	EDMONTON RDO	118.5   M		E			L	006000AMSL	SURFACE		200410
CY00317	07	EDMONTON NAMAO HLPT, AB CTLZ	CYED	APP	WGE	WGE	APP	119.5   M	226.3   M	E			L	003400AMSL	SURFACE		200410
CY00318	06	EDMONTON, AB CAE	CYEG	EDMONTON ACC	WGE	WGE	TML	120.5   M	363.9   M	B			L	017999AMSL	12501AMSL		200410
CY00320	11	CALGARY, AB TCA A	CYYC	CALGARY ARR CON	WGE	WGE	ARR	125.9   M	283.9   M	B			L	017999AMSL	12501AMSL		200410
CY00321	11	CALGARY, AB TCA B	CYYC	CALGARY ARR CON	WGE	WGE	ARR	125.9   M	283.9   M	C			L	012500AMSL	10000AMSL		200410
CY00322	11	CALGARY, AB TCA C	CYYC	CALGARY ARR	WGE	WGE	ARR	125.9   M	283.9   M	C			L	009999AMSL	08000AMSL		200410
CY00323	11	CALGARY, AB TCA D	CYYC	CALGARY ARR	WGE	WGE	ARR	125.9   M	283.9   M	C			L	007999AMSL	05800AMSL		200410
CY00324	11	CALGARY, AB TCA E	CYYC	CALGARY ARR	WGE	WGE	ARR	118.4   M	236.6   M	C			L	005799AMSL	04800AMSL		200410
CY00325	11	CALGARY, AB TCA F	CYYC	CALGARY ARR	WGE	WGE	ARR	125.9   M	283.9   M	C			L	007999AMSL	07001AMSL		200410
CY00326	11	CALGARY, AB TCA G	CYYC	TOWER	WGE	WGE	TWR	118.4   M	236.6   M	C			L	007000AMSL	05800AMSL		200602
CY00327	11	CALGARY, AB TCA H	CYYC	TOWER	WGE	WGE	TWR	118.4   M	236.6   M	C			L	005800AMSL	05200AMSL		200603
CY00328	11	CALGARY, AB TCA I	CYYC	TOWER	WGE	WGE	TWR	118.4   M	236.6   M	C			L	005800AMSL	05200AMSL		200603
CY00329	11	CALGARY, AB TCA J	CYYC	TOWER	WGE	WGE	TWR	118.4   M	236.6   M	C			L	008000AMSL	06500AMSL		200603
CY00330	06	SOUTHPORT, MB CAE A	CYDN	WINNIPEG ACC	WGE	WGE	TWR	126.2   M	384.2   M	E			L	012499AMSL	SURFACE		200410
CY00331	06	SOUTHPORT, MB CAE B	CYDN	WINNIPEG ACC	WGE	WGE	TWR	126.2   M	384.2   M	B	Y	CLASS B ABOVE 12,500', CLASS E 12,500' AND BELOW.	L	017999AMSL	SURFACE		200410
CY00332	07	SOUTHPORT, MB CTLZ	CYDN	SOUTHPORT TWR	WGE	WGE	TWR	126.2   M	384.2   M	D			L	004000AMSL	SURFACE		200410
CY00334	07	CHURCHILL, MB CTLZ	CYYQ	RDO	WGE	WGE	RDO	122.2   M	327.4   M	E			L	003000AMSL	SURFACE		200410
CY00340	07	DRYDEN RGNL, ON CTLZ	CYHD	WINNIPEG ACC	WGE	WGE	THUNDER BAY RDO	122.1   M		E			L	004400AMSL	SURFACE		200410
CY00341	07	KENORA, ON CTLZ	CYQK	WINNIPEG ACC	WGE	WGE	RDO	122.2   M	327.7   M	E			L	004300AMSL	SURFACE		200410
CY00342	07	LA RONGE, SK CTLZ BARBER FLD	CYWC	WINNIPEG ACC	WGE	WGE	RDO	122.2   M	126.7   M	E			L	004200AMSL	SURFACE		200410
CY00343	07	THUNDER BAY, ON CTLZ	CYQT	THUNDER BAY TOWER	WGE	WGE	TWR	118.1   M	236.6   M	D			L	004000AMSL	SURFACE		200410
CY00344	07	YORKTON, SK CTLZ	CYQV	WINNIPEG ACC	WGE	WGE	REGINA RDO	122.2   M	296.6   M	E			L	004600AMSL	SURFACE		200410
CY00345	11	BAGOTVILLE, QC MTCA B	CYBG	BAGOTVILLE TML	WGE	WGE	TML	127.2   M	227.6   M	A	Y	CLASS A ABV 18,000', CLASS B ABV 12,500' TO 18,000, CLASS D 700' AGL TO 12,500'.	B	FL600	00700AGL		200410
CY00346	07	BAGOTVILLE, QC CTLZ A	CYBG	BAGOTVILLE TML	WGE	WGE	TML	121.2   M	227.6   M	D			L	006000AMSL	SURFACE		200410
CY00347	07	ST HUBERT, QC CTLZ B	CYUL	TWR	WGE	WGE	TWR	118.4   M	352.5   M	D			L	002500AMSL	SURFACE		200410
CY00349	07	MONTREAL INTL(MIRABEL), QC CTLZ A	CYUL	MONTREAL ARR	WGE	WGE	TRML	124.65  M	287.2   M	C			L	003000AMSL	SURFACE		200410
CY00350	07	MONTREAL INTL(MIRABEL), QC CTLZ C	CYUL	MONTREAL ARR	WGE	WGE	TRML	124.65  M	287.2   M	C			L	003000AMSL	02001AMSL		200410
CY00380	07	OTTAWA/MACDONALD-CARTIER, ON CTLZ C	CYUL	TRML	WGE	WGE	TRML	127.7   M	247.0   M	E			L	002500AMSL	SURFACE		200410
CY00454	06	TELKWA/TERRACE, BC  CAE	CYVR	VANCOUVER ACC	WGE	WGE	VANCOUVER CNTR	128.4   M	269.1   M	B	Y	CLASS B ABOVE 12,500.  CLASS E 12,500 AND BELOW.	L	017999AMSL	07001AMSL		200410
CY00489	06	KINGSTON/TRENTON, ON CAE V98/R2	CYYZ	OTTAWA TML	WGE	WGE	OTTAWA TML	135.05  M	398.4   M	B	Y	CLASS B ABV 12,500'.  CLASS E 12,500' AND BLW.	L	017999AMSL	SURFACE		200410
CY00500	07	WINDSOR ,ON CTLZ B	CYYZ	DETROIT ARR/WINDSOR TWR	WGE	WGE	TWR	124.7   M	236.6   M	D			L	003000AMSL	00701AGL		200410
CY00501	07	MOOSONEE, ON CTLZ A	CYYZ	TORONTO ACC	WGE	WGE	TIMMINS RDO	122.5   M		E			L	003000AMSL	SURFACE		200410
CY05061	07	QUEBEC/JEAN LESAGE INTL, QC CTLZ	CYQB	QUEBEC  TWR	WGE	WGE	TWR	120.3   M	236.6   M	D			L	003500AMSL	SURFACE		200410
CY05308	11	QUEBEC, QC TCA A	CYQB	QUEBEC INTL TRML	WGE	WGE	APP	127.85  M	322.8   M	B			L	017999AMSL	12501AMSL		200410
CY05309	11	QUEBEC, QC TCA B	CYQB	QUEBEC INTL APPROACH	WGE	WGE	APP	127.85  M	322.8   M	D			L	012500AMSL	01400AMSL		200410
CY05310	11	QUEBEC, QC TCA C	CYQB	QUEBEC INTL APPROACH	WGE	WGE	APP	127.85  M	322.8   M	D			L	012500AMSL	03500AMSL		200410
CY05311	11	QUEBEC, QC TCA D	CYQB	QUEBEC INTL TRML	WGE	WGE	APP	127.85  M	322.8   M	D			L	012500AMSL	04500AMSL		200410
CY05312	11	VANCOUVER, BC TCA K	CYVR	VANCOUVER APP CON	WGE	WGE	APP	127.8   M	308.4   M	C			L	002500AMSL	01200AMSL		200506
CZ00001	02	CANADA ADIZ	CZEG	DEPARTMENT OF NATIONAL DEFENSE (DND)	WGE	WGE	FSS	126.7   M	236.6   M	A			B	UNLTD	SURFACE		200410
CZ00002	02	CANADA ADIZ PACIFIC COAST	CZVR	VANCOUVER, OAKLAND  FIR	WGE	WGE	VANCOUVER CNTR	125.95  M	245.0   M	A			B	FL600	SURFACE		200410
CZ00003	07	FORT MCMURRAY, AB  CTLZ	CZEG	EDMONTON RDO	WGE	WGE	EDMONTON RDO	118.1   M		E			L	004200AMSL	SURFACE		200410
CZ00004	04	CANADA NORTHERN CONTROL AREA	CZEG	EDMONTON MONTREAL AND WINNIPEG ACC	WGE	WGE	FSS	126.7   M	236.6   M	A			H	FL600	FL230		200410
CZ00005	04	CANADA SOUTHERN CONTROL AREA	CZEG	EDMONTON ACC	WGE	WGE	EDMONTON CNTR	134.9   M	240.9   M	A			H	FL600	18000AMSL		200410
CZ00006	04	CANADA ARCTIC CONTROL AREA	CZEG	EDMONTON ARTCC	WGE	WGE	FSS	126.7   M	236.6   M	A			H	FL600	FL270		200410
CZ00007	08	EDMONTON FIR	CZEG	EDMONTON ACC	WGE	WGE	CNTR	134.9   M	240.9   M	A			B	FL600	SURFACE		200410
CZ00008	11	VANCOUVER, BC TCA	CZVR	VANCOUVER TWR	WGE	WGE	TWR	118.7   M		D			L	002500AGL	01500AGL		200509
CZ00009	08	MONTREAL FIR	CZUL	MONTREAL ACC	WGE	WGE	CNTR	132.35  M	229.2   M	A	Y	CLASS A ABOVE 18000', CLASS E BELOW 18,000'.	B	FL600	SURFACE		200410
CZ00010	08	WINNIPEG FIR	CZWG	WINNIPEG ACC	WGE	WGE	CNTR	118.0   M	294.5   M	A			B	FL600	SURFACE		200410
CZ00011	08	VANCOUVER FIR	CZVR	VANCOUVER  ACC	WGE	WGE	CNTR	125.95  M	245.0   M	A			B	FL600	SURFACE		200410
CZ00012	08	TORONTO FIR	CZYZ	TORONTO ACC	WGE	WGE	CNTR	124.925 M	236.8   M	A			B	FL600	SURFACE		200410
CZ00013	11	VANCOUVER, BC TCA	CZVR	VANCOUVER TWR	WGE	WGE	VANCOUVER TWR	124.0   M		D			L	000800AGL	SURFACE		200509
CZ00018	06	WINNIPEG CTA	CZWG	WINNIPEG  ACC	WGE	WGE	CNTR	118.0   M	294.5   M	B			H	UNLTD	18000AMSL		200410
CZ00022	06	TORONTO CTA	CZYZ	TORONTO ACC	WGE	WGE	CNTR	124.925 M	236.8   M	A			H	FL600	FL180		200410
CZ00023	06	VANCOUVER CTA	CZVR	VANCOUVER  ACC	WGE	WGE	CNTR	125.95  M	245.0   M	B			B	FL600	12500AMSL		200410
CZ00025	08	GANDER DOMESTIC FIR	CZQX	GANDER DOMESTIC ACC	WGE	WGE	CNTR	132.1   M	384.5   M	A	Y	CLASS A 18,000' AND ABV, CLASS E BLW 18,000'.	B	FL600	SURFACE		200410
CZ00026	09	GANDER OCEANIC OCA A	CZQX	GANDER OCEANIC ACC	WGE	WGE	CNTR	132.1   M	384.5   M	A			B	FL600	05500AMSL		200410
CZ00027	06	GANDER DOMESTIC CTA A	CZQX	GANDER DOMESTIC ACC	WGE	WGE	CNTR	132.1   M	384.5   M	A			B	FL600	06000AMSL		200410
CZ00029	09	GANDER OCEANIC OCA B	CZQX	GANDER OCEANIC ACC	WGE	WGE	CNTR	132.1   M	384.5   M	A			B	FL600	FL195		200410
CZ00030	08	MONCTON FIR	CZQM	MONCTON ACC	WGE	WGE	CNTR	118.6   M	290.6   M	A	Y	CLASS A 18,000' AND ABV, CLASS B 12,501' TO 17,999, CLASS E 12,500' AND BLW.	B	FL600	SURFACE		200410
CZ00031	06	MONTREAL LOW CTA B	CZUL	MONTREAL ACC	WGE	WGE	CNTR	132.35  M	229.2   M	A			L	017999AMSL	SURFACE		200410
CZ00032	06	MONTREAL LOW CTA C	CZUL	GANDER  ACC	WGE	WGE	GANDER CNTR	132.1   M		A			L	017999AMSL	SURFACE		200410
CZ00035	11	COLD LAKE, AB MTCA	CZEG	COLD LAKE APPROACH	WGE	WGE	APP	124.5   M	322.8   M	B	Y	CLASS B ABOVE 12,500', CLASS E 12,500' AND BELOW.	L	017999AMSL	00700AGL		200410
CZ00036	11	MOOSE JAW, SK MTCA A	CZWG	MOOSE JAW TRML	WGE	WGE	TRML	119.0   M	227.6   M	A	Y	CLASS A ABV 18000'. CLASS B 12,501 TO17,999'. CLASS E 12,500 AND BLW.	B	FL600	00700AGL		200410
CZ00037	11	MOOSE JAW, SK MTCA B	CZWG	MOOSE JAW TRML	WGE	WGE	TRML	119.0   M	227.6   M	A	Y	CLASS A ABV 18000'. CLASS B 12,501 TO17,999'. CLASS E 12,500 AND BLW.	L	FL600	02200AGL		200410
CZ00038	01	CANADIAN (RVSM) AIRSPACE	CZWG	CANADIAN ACC	WGE	WGE	FSS	126.7   M		A			H	FL410	FL290		200501
CZ00040	10	REGINA TD AREA	CZWG	REGINA  APPROACH	WGE	WGE	APP	120.1   M	279.8   M	E			L	012500AMSL	03000AMSL		200410
CZ00041	10	REGINA TD AREA	CZWG	REGINA  APPROACH	WGE	WGE	APP	120.1   M	279.8   M	E			L	012500AMSL	04000AMSL		200410
CZ00042	10	SASKATOON TD AREA	CZWG	SASKATOON APPROACH	WGE	WGE	APP	119.9   M	323.0   M	E			L	003899AMSL	02900AMSL		200507
CZ00043	10	SASKATOON TD AREA	CZWG	SASKATOON APPROACH	WGE	WGE	APP	119.9   M	323.0   M	E			L	012500AMSL	03900AMSL		200410
CZ00044	10	THUNDER BAY TD AREA	CZWG	THUNDER BAY APPROACH	WGE	WGE	APP	119.2   M	363.8   M	E			L	012500AMSL	02000AMSL		200410
CZ00045	10	THUNDER BAY TD AREA	CZWG	THUNDER BAY APPROACH	WGE	WGE	APP	119.2   M	363.8   M	E			L	012500AMSL	03000AMSL		200410
CZ00046	11	WINNIPEG, MB TCA A	CZWG	WINNIPEG APP	WGE	WGE	APP	119.5   M	356.6   M	B			L	018000AMSL	12501AMSL		200410
CZ00047	11	WINNIPEG, MB TCA B	CZWG	WINNIPEG APPROACH	WGE	WGE	APP	119.5   M	356.6   M	D			L	002999AMSL	02000AMSL		200410
CZ00055	11	OTTAWA, ON CAE B	CZUL	OTTAWA APPROACH	WGE	WGE	APP	135.15  M	247.0   M	B	Y	CLASS B ABV 12,500', CLASS E 12,500' AND BLW.	L	017999AMSL	02500AMSL		200410
CZ00060	11	GOOSE BAY, NF MTCA A	CZQM	GANDER CNTR	WGE	WGE	GANDER CNTR	120.4   M	294.5   M	A	Y	CLASS A 18,000' AND ABV, CLASS B 12,501' TO 17,999', CLASS E 12,500' AND BLW.	B	UNLTD	00700AGL		200410
CZ00061	11	GOOSE BAY, NF MTCA B	CZQM	GANDER CNTR	WGE	WGE	GANDER CNTR	120.4   M	294.5   M	A	Y	CLASS A 18,000' AND ABV, CLASS B 12,501' TO 17,999', CLASS E 12,500' AND BLW.	B	FL280	02200AGL		200410
CZ00065	11	HALIFAX, NS TCA A.	CZQM	TML	WGE	WGE	TML	119.2   M	225.2   M	B			L	017999AMSL	12501AMSL		200410
CZ00066	11	HALIFAX, NS TCA B	CZQM	TML	WGE	WGE	TML	119.2   M	225.2   M	D			L	002899AMSL	01700AMSL		200410
CZ00067	11	HALIFAX, NS TCA C	CZQM	TML	WGE	WGE	TML	119.2   M	225.2   M	D			L	012500AMSL	02900AMSL		200410
CZ00068	07	FORT ST JOHN, BC CTLZ	CZEG	EDMONTON CNTR	WGE	WGE	EDMONTON RDO	118.5   M	295.8   M	E			L	005300AMSL	SURFACE		200410
CZ00069	07	ST HUBERT, QC CTLZ A	CZUL	TWR	WGE	WGE	TWR	118.4   M	352.5   M	D			L	002500AMSL	SURFACE		200410
CZ00072	06	GANDER DOMESTIC CTA B	CZQX	GANDER ACC	WGE	WGE	CNTR	132.1   M	384.5   M	A			H	FL600	FL180		200410
CZ00073	06	GANDER CTA HIGH	CZQX	GANDER ACC	WGE	WGE	CNTR	132.1   M	384.5   M	A			H	FL600	FL290		200410
CZ00075	07	VILLENEUVE, AB CTLZ	CZVL	VILLENEUVE TWR	WGE	WGE	TWR	120.0   M		D			L	004600AMSL	SURFACE		200410
CZ00080	06	FORT NELSON, AB CAE A	CZEG	EDMONTON ACC	WGE	WGE	EDMONTON CNTR	132.87  M		E			L	012500AMSL	SURFACE		200410
CZ00081	06	FORT ST JOHN, BC CAE	CZEG	EDMONTON ACC	WGE	WGE	EDMONTON CNTR	132.6   M	240.9   M	B	Y	CLASS B ABOVE 12,500', CLASS E 12,500' AND BELOW.	L	017999AMSL	SURFACE		200410
CZ00082	06	FORT SIMPSON, NT CAE	CZEG	EDMONTON ACC	WGE	WGE	EDMONTON CNTR	132.25  M		B	Y	CLASS B ABOVE 12,500', CLASS E 12,500' AND BELOW.	L	017999AMSL	SURFACE		200410
CZ00083	06	FORT SMITH, NT CAE	CZEG	EDMONTON ACC	WGE	WGE	YELLOWKNIFE RDO	123.55  M	239.8   M	B	Y	CLASS B ABOVE 12,500', CLASS E 12,500 AND BELOW.	L	017999AMSL	SURFACE		200410
CZ00084	06	GRANDE PRAIRIE, AB  CAE	CZEG	EDMONTON ACC	WGE	WGE	EDMONTON CNTR	134.5   M	240.9   M	B	Y	CLASS B ABOVE 12,500', CLASS E 12,500' AND BELOW.	L	017999AMSL	SURFACE		200410
CZ00085	06	HAY RIVER, NT CAE A	CZEG	EDMONTON ACC	WGE	WGE	EDMONTON CNTR	124.2   M	133.85  M	E			L	012500AMSL	SURFACE		200410
CZ00086	06	HIGH LEVEL, AB CAE	CZEG	EDMONTON ACC	WGE	WGE	EDMONTON CNTR	133.05  M	240.9   M	B	Y	CLASS B ABOVE 12,500', CLASS E 12,500' AND BELOW.	L	017999AMSL	SURFACE		200410
CZ00088	06	LLOYDMINSTER, AB CAE	CZEG	EDMONTON ACC	WGE	WGE	EDMONTON CNTR	133.45  M	340.7   M	B	Y	CLASS B ABOVE 12,500', CLASS E 12,500' AND BELOW.	L	017999AMSL	SURFACE		200410
CZ00089	06	MEDICINE HAT, AB CAE	CZEG	EDMONTON ACC	WGE	WGE	EDMONTON RDO	126.7   M		B	Y	CLASS B ABOVE 12,500', CLASS E 12,500' AND BELOW.	L	017999AMSL	SURFACE		200410
CZ00090	06	NORMAN WELLS, NT CAE A	CZEG	EDMONTON ACC	WGE	WGE	EDMONTON CNTR	132.8   M	134.825 M	E			L	012500AMSL	SURFACE		200410
CZ00091	06	PEACE RIVER, AB CAE A	CZEG	EDMONTON ACC	WGE	WGE	EDMONTON CNTR	135.275 M	240.9   M	E			L	012500AMSL	SURFACE		200410
CZ00093	06	WATSON LAKE, YT CAE	CZEG	EDMONTON CTR	WGE	WGE	WHITEHORSE RDO	126.7   M		B	Y	CLASS B ABOVE 12,500', CLASS E 12,500' AND BELOW.	L	017999AMSL	SURFACE		200410
CZ00094	06	YELLOWKNIFE, NT CAE A	CZEG	EDMONTON ACC	WGE	WGE	EDMONTON CNTR	132.5   M	135.8   M	E			L	012500AMSL	SURFACE		200410
CZ00095	06	CALGARY, AB CAE A	CZEG	CALGARY INTL TRML	WGE	WGE	EDMONTON CNTR	133.3   M	243.5   M	E			B	012500AMSL	05800AMSL		200410
CZ00096	06	INUVIK (MIKE ZUBKO), NT CAE	CZEG	EDMONTON ACC	WGE	WGE	EDMONTON CNTR	132.4   M	240.9   M	B	Y	CLASS B ABOVE 12,500', CLASS E 12,500' AND BELOW.	L	017999AMSL	SURFACE		200410
CZ00099	06	FORT MCMURRAY, AB CAE A	CZEG	EDMONTON ACC	WGE	WGE	EDMONTON CNTR	135.7   M	240.9   M	E			B	012500AMSL	SURFACE		200410
CZ00100	11	EDMONTON, AB TCA D2	CZEG	EDMONTON APP CON	WGE	WGE	APP	120.5   M	363.8   M	C			L	004599AMSL	03400AMSL		200410
CZ00101	11	EDMONTON, AB TCA D1	CZEG	EDMONTON APP CON	WGE	WGE	APP	120.5   M	363.8   M	C			L	004599AMSL	03400AMSL		200410
CZ00104	07	NORTH BATTLEFORD, SK CTLZ	CZWG	WINNIPEG ACC	WGE	WGE	EDMONTON RDO	122.1   M	295.0   M	E			L	004800AMSL	SURFACE		200410
CZ00105	07	RED LAKE, ON CTLZ A	CZWG	WINNIPEG ACC	WGE	WGE	THUNDER BAY RDO	122.3   M		E			L	004300AMSL	00700AGL		200410
CZ00109	07	SIOUX LOOKOUT, ON CTLZ A	CZWG	WINNIPEG ACC	WGE	WGE	RDO	122.0   M	126.7   M	E			L	004300AMSL	SURFACE		200410
CZ00110	10	THUNDER BAY TD AREA A	CZWG	THUNDER BAY TRML	WGE	WGE	APP	119.2   M	363.8   M	E			L	012500AMSL	03000AMSL		200410
CZ00111	10	THUNDER BAY TD AREA B	CZWG	THUNDER BAY TRML	WGE	WGE	APP	119.2   M	363.8   M	E			L	012500AMSL	04000AMSL		200410
CZ00112	06	LETHBRIDGE, AB  CAE A	CZEG	EDMONTON CNTR	WGE	WGE	EDMONTON CNTR	132.75  M	265.2   M	E			L	012500AMSL	SURFACE		200410
CZ00113	10	GANDER  TD AREA A	CZQX	GANDER ACC	WGE	WGE	APP	128.5   M	384.5   M	B			L	012500AMSL	02700AMSL		200410
CZ00114	06	GRINDSTONE CAE B	CZQX	GANDER ACC	WGE	WGE	GANDER CNTR	128.5   M	384.5   M	B			L	017999AMSL	12500AMSL		200410
CZ00115	06	GRINDSTONE CAE C	CZQX	GANDER ACC	WGE	WGE	GANDER CNTR	128.5   M	384.5   M	B			L	017999AMSL	12500AMSL		200410
CZ00116	06	FORT NELSON, AB CAE B	CZEG	EDMONTON ACC	WGE	WGE	EDMONTON CNTR	132.87  M		B			L	017999AMSL	12501AMSL		200410
CZ00117	07	ST JOHNS INTL, NF CTLZ	CZQX	TWR	WGE	WGE	TWR	120.6   M	236.6   M	D			L	003500AMSL	SURFACE		200410
CZ00118	06	HAY RIVER, NT CAE B	CZEG	EDMONTON ACC	WGE	WGE	EDMONTON CNTR	124.2   M	133.85  M	B			L	017999AMSL	12501AMSL		200410
CZ00119	06	NORMAN WELLS, NT CAE B	CZEG	EDMONTON ACC	WGE	WGE	EDMONTON CNTR	132.8   M	134.825 M	B			B	017999AMSL	12501AMSL		200410
CZ00120	06	PEACE RIVER, AB CAE B	CZEG	EDMONTON ACC	WGE	WGE	EDMONTON CNTR	135.275 M	240.9   M	B			L	017999AMSL	12501AMSL		200410
CZ00121	06	YELLOWKNIFE, NT CAE B	CZEG	EDMONTON ACC	WGE	WGE	EDMONTON CNTR	132.5   M	135.8   M	B			L	017999AMSL	12501AMSL		200410
CZ00122	06	CAE NO. 8	CZQM	MONCTON CNTR	WGE	WGE	MONCTON CNTR	118.6   M	266.3   M	B	Y	CLASS B ABV 12,500', CLASS E 12,500' AND BLW.	L	017999AMSL	05500AMSL		200410
CZ00123	06	FORT MCMURRAY, AB CAE B	CZEG	EDMONTON ACC	WGE	WGE	EDMONTON CNTR	135.7   M	240.9   M	B			B	017999AMSL	12501AMSL		200410
CZ00124	06	CAE NO. 10	CZQM	MONCTON CNTR	WGE	WGE	MONCTON CNTR	123.9   M	368.5   M	B	Y	CLASS B ABV 12,500', CLASS E 12,500' AND BLW.	L	017999AMSL	05500AMSL		200410
CZ00125	06	CAE NO. 11	CZQM	MONCTON CNTR	WGE	WGE	MONCTON CNTR	119.2   M	225.2   M	B	Y	CLASS B ABV 12,500', CLASS E 12,500' AND BLW.	L	017999AMSL	05500AMSL		200410
CZ00126	06	GANDER CAE NO 13	CZQX	GANDER ACC	WGE	WGE	CNTR	120.4   M	294.5   M	B	Y	CLASS B ABV 12,500', CLASS E 12,500' AND BLW.	L	017999AMSL	02200AGL		200410
CZ00127	06	ST ANTHONY, NF CAE	CZQX	GANDER  ACC	WGE	WGE	GANDER CNTR	133.0   M	371.9   M	B	Y	CLASS B ABV 12,500', CLASS E 12,500' AND BLW.	L	017999AMSL	SURFACE		200410
CZ00128	06	GRINDSTONE CAE A	CZQM	MONCTON ACC	WGE	WGE	MONCTON CNTR	132.2   M	134.35  M	E			L	017999AMSL	02200AGL		200410
CZ00129	06	GRINDSTONE CAE B	CZQM	MONCTON ACC	WGE	WGE	MONCTON CNTR	132.7   M	134.35  M	E			L	017999AMSL	SURFACE		200410
CZ00130	06	NEWFOUNDLAND CAE	CZQX	GANDER ACC	WGE	WGE	GANDER CNTR	133.0   M	371.9   M	B			L	017999AMSL	12500AMSL		200410
CZ00134	06	WABUSH, NF CAE A	CZUL	MONTREAL ACC	WGE	WGE	MONTREAL CNTR	132.25  M		B	Y	CLASS B ABV 12,500', CLASS E 12,500' AND BLW.	L	017999AMSL	SURFACE		200410
CZ00136	07	YARMOUTH, NS CTLZ	CZQM	MONCTON ACC	WGE	WGE	MONCTON CNTR	123.9   M	368.5   M	E			L	003100AMSL	SURFACE		200410
CZ00139	06	MONTREAL/BAIE-COMEAU, QC CAE	CZUL	MONTREAL ACC	WGE	WGE	MONT JOLI RDO	118.3   M	126.7   M	B	Y	CLASS B ABV 12,500', CLASS E 12,500' AND BLW.	L	005999AMSL	SURFACE		200410
CZ00141	06	MONTREAL/BAIE-COMEAU, QC CAE	CZUL	MONTREAL ACC	WGE	WGE	MONT JOLI RDO	118.3   M	126.7   M	B	Y	CLASS B ABV 12,500', CLASS E 12,500' AND BLW.	L	005999AMSL	SURFACE		200608
CZ00144	07	GATINEAU CTLZ	CZUL	OTTAWA TERMINAL	WGE	WGE	OTTAWA TRML	135.15  M	247.0   M	E			L	002500AMSL	SURFACE		200410
CZ00145	07	LA GRANDE RIVIERE, QC CTLZ	CZUL	MONTREAL ACC	WGE	WGE	RDO	122.3   M	282.3   M	E			L	003600AMSL	SURFACE		200410
CZ00146	06	LA GRANDE RIVIERE, QC CAE A	CZUL	MONTREAL ACC	WGE	WGE	MONTREAL CNTR	132.1   M	133.77  M	B	Y	CLASS B ABV 12,500', CLASS E 12,500' AND BLW.	L	017999AMSL	SURFACE		200410
CZ00147	06	LA GRANDE RIVIERE, QC CAE B	CZUL	MONTREAL ACC	WGE	WGE	MONTREAL CNTR	132.1   M	133.77  M	B			L	017999AMSL	12501AMSL		200410
