ARF_IDENT	DIRECTION	RMK_SEQ	ICAO	REMARKS	CYCLE_DATE
KARPATHOS		4	LGGG	(EUCARF/HCAA MOU, 4/18/2000) NOTE 4:  a.  Five minutes prior to entering either corridor, transitioning from one corridor to another, or exiting either corridor, aircraft will broadcast in	200010
KARPATHOS		5	LGGG	the blind on 299.6 aircraft's position, next position, ETA to next position, altitude, and cardinal direction (east, west). b.  While transiting either corridor, aircraft will monitor	200010
KARPATHOS		6	LGGG	299.6.              c.  Transiting EASTBOUND-set APN/69 Beacon to 'Operate' and set code '2-0-0'; set Air-to-Air TACAN to '29Y'; utilize APN/59 Search Radar in 'Beacon' if conditions permit.	200010
KARPATHOS		7	LGGG	d.  Transiting WESTBOUND-set APN/69 Beacon to 'Operate' and set code '2-0-3'; set Air-to-Air TACAN to '92Y'; utilize APN/59 Search Radar in 'Beacon' if conditions permit.	200010
KARPATHOS		8	LGGG	(CORONET PLANNING ELEMENT MSG 10/99)	200010
KARY	N	1	RJTG	REMARKS: ARCP/ANCHOR points and exit points for ANCHOR areas are identical. Tanker will file to ANCHOR point and request delay in appropriate ANCHOR area for the time required to complete air refueling.	200412
KARY	S	1	RJTG	REMARKS: ARCP/ANCHOR points and exit points for ANCHOR areas are identical. Tanker will file to ANCHOR point and request delay in appropriate ANCHOR area for the time required to complete air refueling.	200412
KIMLONG	NE	1	EDVV	Anchor only for refueling of NATO E-3A/D aircraft. Pattern entirely within ED-302(TRA). Note: ED-R34 A+B and ED-R13 A+B within ED-R302. Southern IP mag course 37 degrees for 80NM. Northern IP mag course 212 for 62NM. Anchor pattern left han	200607
KIMLONG	NE	2	EDVV	d racetrack, magnetic headings 033/213, leg length 112NM, leg separation 16NM, refueling base level FL290.	200607
KIMSHORT	NE	1	EDVV	Anchor only for refueling of NATO E-3A/D aircraft (exercises excepted). Pattern entirely within TRA ED-R302. Note: ED-R13 A+B and ED-R 34 A+B are within ED-R302. Southern IP mag course 034 for 55NM. Northern IP mag course 212 for 62NM. Left	200607
KIMSHORT	NE	2	EDVV	hand racetrack pattern, mag course 035/215, leg length 50NM, leg separation 16NM, refueling base level FL290.	200607
LPD47	N	1	LPPP	WITHIN CONFINES OF LPD-47. 40 NM LENGTHS	200201
MAGGIE	N	1	EDBB	Located entirely within ED-R206 (TRA). Left hand racetrack pattern, magnetic course 013/193 degrees, leg length 40NM, leg separation 20NM, refueling base level FL120.	200607
MALLIPO	N	1	RKRR	REMARKS: Mallipo and Cheollipo will not be scheduled simultaneously. Orbit is always to the West.	200412
MALLIPO	S	1	RKRR	REMARKS: Mallipo and Cheollipo will not be scheduled simultaneously. Orbit is always to the West.	200412
MALTA	E	1	LMMM	Activated on a tactical basis PPR only with appropriate NOTAM. Aircraft shall beRNAV equipped, RNP5 capable (track lateral limits 5NM either side). Submit refueling requests 6 days in advance by e-mail: airspace.cell@maltats.com or Fax 356	200512
MALTA	E	2	LMMM	2369 5471. Submit standard FPL IAW EUROCONTROL CFMU procedures; insert SUBOK dct OMARA dct AMIBO dct ARLOS in Field 15 of FPL. Minor changes (less than 24 hours before departure) can be submitted to the Malta ATS supervisor at 356 2123 462	200512
MALTA	E	3	LMMM	3 or 356 2369 6520. Emergency cell phone 356 9949 1234.	200512
MALTA	W	1	LMMM	Activated on a tactical basis PPR only with appropriate NOTAM. Aircraft shall beRNAV equipped, RNP5 capable (track lateral limits 5NM either side). Submit refueling requests 6 days in advance by e-mail: airspace.cell@maltats.com or Fax 356	200512
MALTA	W	2	LMMM	2369 5471. Submit standard FPL IAW EUROCONTROL CFMU procedures; insert ARLOS dct AMIBO dct OMARA dct SUBOK in Field 15 of FPL. Minor changes (less than 24 hours before departure) can be submitted to the Malta ATS supervisor at 356 2123 462	200512
MALTA	W	3	LMMM	3 or 356 2369 6520. Emergency cell phone 356 9949 1234.	200512
NORTHSEA	N	1	EDWW	Located entirely within ED-D44, 46, and 100. Note: Host defined Rendezvous Point, NDO 309/82, N54 36.67' E06 49.83'. Left hand racetrack, magnetic course 020/200, leg length 30NM, leg separation 16NM, refueling base altitude FL210.	200607
ROSY	N	1	EDWW	Located entirely within TRA ED-R202. Note: ED-R34 AB and ED-R37A within ED-R202 on W and SW side of anchor pattern. IP inbound mag course 037 for 46NM, left hand racetrack pattern, mag course 020/200, leg length 30NM, leg separation 14NM, r	200607
ROSY	N	2	EDWW	efueling base level will be defined prior to the tanker entering the anchor.	200607
SAXON	SW	1	EDMM	Located entirely within (TRA)ED-R208. Note: Host defined Rendezvous Point, HOZ 204/59, N50 52.65' E12 30.46' Rednezvous Control; Munchen RADAR. Left hand racetrack, magnetic course 048/228, leg length 25NM, leg separation 10NM, refueling ba	200610
SAXON	SW	2	EDMM	se altitude FL160.	200610
SHOGUN	E	1	RJTG	REMARKS: ARCP/ANCHOR points and exit points for ANCHOR areas are identical. Tanker will file to ANCHOR point and request delay in appropriate ANCHOR area for the time required to complete air refueling.	200412
SHOGUN	W	1	RJTG	REMARKS: ARCP/ANCHOR points and exit points for anchor areas are identical. Tanker will file to ANCHOR point and request delay in appropriate anchor area for the time required to complete air refueling. .	200610
SUNSHINE	N	1	RJTG	REMARKS: ARCP/ANCHOR points and exit points for ANCHOR areas are identical. Tanker will file to ANCHOR point and request delay in appropriate ANCHOR area for the time required to complete air refueling.	200412
SUNSHINE	S	1	RJTG	REMARKS: ARCP/ANCHOR points and exit points for ANCHOR areas are identical. Tanker will file to ANCHOR point and request delay in appropriate ANCHOR area for the time required to complete air refueling.	200412
TORIIGATE	N	1	RORG	ASSIGNED AIRSPACE: Area coordinates 24 28N 125 20E, 21 32N 123 38E, 21 08N 124 25E, 24 04N 126 08E. Refueling area may be used as an anchor or tracks.	200412
TORIIGATE	S	1	RORG	ASSIGNED AIRSPACE: Area coordinates 24 28N 125 20E, 21 32N 123 38E, 21 08N 124 25E, 24 04N 126 08E. Refueling area may be used as an anchor or tracks.	200412
UTE	SE	1	EDFF	Located entirely within ED-R205B+C (TRA). Note: ED-R116 within ED-R205A on NW side of anchor pattern. RIGHT hand racetrack, magnetic course 153/333, leg length 26NM, leg separation 10NM, refueling base altitude FL150.	200607
VIRGIN	E	1	EDFF	Located entirely within ED-R305 (TRA). Note: ED-R116 located underneath anchor pattern. Left hand racetrack pattern, magnetic course 104/284, leg length 40NM, leg separation 18NM, refueling base altitude FL280.	200607
